"","true","estimated","tissue_spiked","spike_color"
"sample_13033",0.25,0.146978094992891,"bone",TRUE
"sample_13034",0.25,0.168654125426674,"bone",TRUE
"sample_13035",0.25,0.207058998676061,"bone",TRUE
"sample_13036",0.25,0.281918954113758,"bone",TRUE
"sample_13037",0.25,0.180073103777721,"bone",TRUE
"sample_13038",0.25,0.0914928975694969,"bone",TRUE
"sample_13039",0.25,0.176378077550155,"bone",TRUE
"sample_13040",0.25,0.0973875249663963,"bone",TRUE
"sample_13041",0.25,0.307986482607326,"bone",TRUE
"sample_13042",0.25,0.141362303008953,"bone",TRUE
"sample_13043",0.25,0.228187991431592,"bone",TRUE
"sample_13044",0.25,0.097845335209606,"bone",TRUE
"sample_13045",0.25,0.0510632273277644,"bone",TRUE
"sample_13046",0.25,0.192791062483052,"bone",TRUE
"sample_13047",0.25,0.27915518452148,"bone",TRUE
"sample_13048",0.25,0.140511785377933,"bone",TRUE
"sample_13049",0.25,0.235851311393682,"bone",TRUE
"sample_13050",0.25,0.146128071963238,"bone",TRUE
"sample_13051",0.25,0.127914880248583,"bone",TRUE
"sample_13052",0.25,0.180903521446761,"bone",TRUE
"sample_13053",0.25,0.15965762079893,"bone",TRUE
"sample_13054",0.25,0.226201111053089,"bone",TRUE
"sample_13055",0.25,0.310335241064572,"bone",TRUE
"sample_13056",0.25,0.216463215901416,"bone",TRUE
"sample_13057",0.25,0.0151566986702394,"bone",TRUE
"sample_13058",0.25,0.153836179622152,"bone",TRUE
"sample_13059",0.25,0.29821165739639,"bone",TRUE
"sample_13060",0.25,0.14492281509751,"bone",TRUE
"sample_13061",0.25,0.322774321941866,"bone",TRUE
"sample_13062",0.25,0.295655200450572,"bone",TRUE
"sample_13063",0.25,0.198163779270849,"bone",TRUE
"sample_13064",0.25,0.148791939486715,"bone",TRUE
"sample_13065",0.25,0.0884487295788343,"bone",TRUE
"sample_13066",0.25,0.167911073640871,"bone",TRUE
"sample_13067",0.25,0.0832317699850266,"bone",TRUE
"sample_13068",0.25,0.216326172507246,"bone",TRUE
"sample_13069",0.25,0.168813030922865,"bone",TRUE
"sample_13070",0.25,0.183168620151104,"bone",TRUE
"sample_13071",0.25,0.150406198817725,"bone",TRUE
"sample_13072",0.25,0.120859838607776,"bone",TRUE
"sample_13073",0.25,0.25477308216508,"bone",TRUE
"sample_13074",0.25,0.189172415350752,"bone",TRUE
"sample_13075",0.25,0.230019644804364,"bone",TRUE
"sample_13076",0.25,0.177020432735656,"bone",TRUE
"sample_13077",0.25,0.247116412159099,"bone",TRUE
"sample_13078",0.25,0.13543602367143,"bone",TRUE
"sample_13079",0.25,0.231461177489636,"bone",TRUE
"sample_13080",0.25,0.249759195460037,"bone",TRUE
"sample_13081",0.25,0.187767959738002,"bone",TRUE
"sample_13082",0.25,0.149656868945174,"bone",TRUE
"sample_13083",0.25,0.133201130892795,"bone",TRUE
"sample_13084",0.25,0.230095635823772,"bone",TRUE
"sample_13085",0.25,0.260428314992651,"bone",TRUE
"sample_13086",0.25,0.14671743700017,"bone",TRUE
"sample_13087",0.25,0.0858589995185669,"bone",TRUE
"sample_13088",0.25,0.0409932901620575,"bone",TRUE
"sample_13089",0.25,0.086811771222221,"bone",TRUE
"sample_13090",0.25,0.205082151477012,"bone",TRUE
"sample_13091",0.25,0.11396994874079,"bone",TRUE
"sample_13092",0.25,0.114161124921716,"bone",TRUE
"sample_13093",0.25,0.124362025750908,"bone",TRUE
"sample_13094",0.25,0.0731392381648401,"bone",TRUE
"sample_13095",0.25,0.247493456441693,"bone",TRUE
"sample_13096",0.25,0.411169442640841,"bone",TRUE
"sample_13097",0.25,0.2353903656961,"bone",TRUE
"sample_13098",0.25,0.142633697692523,"bone",TRUE
"sample_13099",0.25,0.17645017394744,"bone",TRUE
"sample_13100",0.25,0.177802324854319,"bone",TRUE
"sample_13101",0.25,0.177369362015411,"bone",TRUE
"sample_13102",0.25,0.342793416157033,"bone",TRUE
"sample_13103",0.25,0.174161326858241,"bone",TRUE
"sample_13104",0.25,0.256045604668589,"bone",TRUE
"sample_13105",0.25,0.154115877964765,"bone",TRUE
"sample_13106",0.25,0.0931594652495182,"bone",TRUE
"sample_13107",0.25,0.330352766076686,"bone",TRUE
"sample_13108",0.25,0.0449554415876955,"bone",TRUE
"sample_13109",0.25,0.134823491110115,"bone",TRUE
"sample_13110",0.25,0.0750452553492083,"bone",TRUE
"sample_13111",0.25,0.188847854787492,"bone",TRUE
"sample_13112",0.25,0.143031806284554,"bone",TRUE
"sample_13113",0.25,0.185103269452357,"bone",TRUE
"sample_13114",0.25,0.270630602871844,"bone",TRUE
"sample_13115",0.25,0.193522916435402,"bone",TRUE
"sample_13116",0.25,0.192521333325096,"bone",TRUE
"sample_13117",0.25,0.151084271853738,"bone",TRUE
"sample_13118",0.25,0.161703279190598,"bone",TRUE
"sample_13119",0.25,0.189174884881998,"bone",TRUE
"sample_13120",0.25,0.175419822131544,"bone",TRUE
"sample_13121",0.25,0.174475994968038,"bone",TRUE
"sample_13122",0.25,0.108120814682724,"bone",TRUE
"sample_13123",0.25,0.111209789342855,"bone",TRUE
"sample_13124",0.25,0.231390504893813,"bone",TRUE
"sample_13125",0.25,0.332292956692266,"bone",TRUE
"sample_13126",0.25,0.242600504057572,"bone",TRUE
"sample_13127",0.25,0.243680458912417,"bone",TRUE
"sample_13128",0.25,0.176410396457027,"bone",TRUE
"sample_13129",0.25,0.0729483495235559,"bone",TRUE
"sample_13130",0.25,0.229940780600168,"bone",TRUE
"sample_13131",0.25,0.167517049469818,"bone",TRUE
"sample_13132",0.25,0.271297913297692,"bone",TRUE
"sample_13133",0.25,0.181773424459524,"bone",TRUE
"sample_13134",0.25,0.27180339616351,"bone",TRUE
"sample_13135",0.25,0.188172001500521,"bone",TRUE
"sample_13136",0.25,0.200448188747196,"bone",TRUE
"sample_13137",0.25,0.302515605508478,"bone",TRUE
"sample_13138",0.25,0.196106512197685,"bone",TRUE
"sample_13139",0.25,0.0773930948233829,"bone",TRUE
"sample_13140",0.25,0.312365789474971,"bone",TRUE
"sample_13141",0.25,0.103770901609634,"bone",TRUE
"sample_13142",0.25,0.296721044054928,"bone",TRUE
"sample_13143",0.25,0.331855261971755,"bone",TRUE
"sample_13144",0.25,0.222256019461241,"bone",TRUE
"sample_13145",0.25,0.249653860052161,"bone",TRUE
"sample_13146",0.25,0.227210353667028,"bone",TRUE
"sample_13147",0.25,0.218924610034128,"bone",TRUE
"sample_13148",0.25,0.0545822742170288,"bone",TRUE
"sample_13149",0.25,0.12323765355618,"bone",TRUE
"sample_13150",0.25,0.216002634167317,"bone",TRUE
"sample_13151",0.25,0.196671933044923,"bone",TRUE
"sample_13152",0.25,0.185537782891212,"bone",TRUE
"sample_13153",0.25,0.135840203356978,"bone",TRUE
"sample_13154",0.25,0.297723927075224,"bone",TRUE
"sample_13155",0.25,0.20224977074743,"bone",TRUE
"sample_13156",0.25,0.218332654221238,"bone",TRUE
"sample_13157",0.25,0.18868989956875,"bone",TRUE
"sample_13158",0.25,0.142748691325167,"bone",TRUE
"sample_13159",0.25,0.210080890580051,"bone",TRUE
"sample_13160",0.25,0.190602747610466,"bone",TRUE
"sample_13161",0.25,0.302299173317442,"bone",TRUE
"sample_13162",0.25,0.0980740347561975,"bone",TRUE
"sample_13163",0.25,0.137050256141382,"bone",TRUE
"sample_13164",0.25,0.191843765812594,"bone",TRUE
"sample_13165",0.25,0.170652868202392,"bone",TRUE
"sample_13166",0.25,0.136746898377842,"bone",TRUE
"sample_13167",0.25,0.186199525991572,"bone",TRUE
"sample_13168",0.25,0.246712266309562,"bone",TRUE
"sample_13169",0.25,0.163044878415302,"bone",TRUE
"sample_13170",0.25,0.260620585864225,"bone",TRUE
"sample_13171",0.25,0.0503382285467236,"bone",TRUE
"sample_13172",0.25,0.319010385279818,"bone",TRUE
"sample_13173",0.25,0.202900599432157,"bone",TRUE
"sample_13174",0.25,0.267781747127307,"bone",TRUE
"sample_13175",0.25,0.163206450291582,"bone",TRUE
"sample_13176",0.25,0.129127382655771,"bone",TRUE
"sample_13177",0.25,0.205482463224894,"bone",TRUE
"sample_13178",0.25,0.238052801459257,"bone",TRUE
"sample_13179",0.25,0.164985514716886,"bone",TRUE
"sample_13180",0.25,0.262433084484345,"bone",TRUE
"sample_13181",0.25,0.164883102879004,"bone",TRUE
"sample_13182",0.25,0.241509834152648,"bone",TRUE
"sample_13183",0.25,0.170583735734076,"bone",TRUE
"sample_13184",0.25,0.292760631951422,"bone",TRUE
"sample_13185",0.25,0.133537837836688,"bone",TRUE
"sample_13186",0.25,0.168665346006888,"bone",TRUE
"sample_13187",0.25,0.153714285125536,"bone",TRUE
"sample_13188",0.25,0.181113546227847,"bone",TRUE
"sample_13189",0.25,0.269330972418513,"bone",TRUE
"sample_13190",0.25,0.157477588085249,"bone",TRUE
"sample_13191",0.25,0.256111655763683,"bone",TRUE
"sample_13192",0.25,0.163517774023682,"bone",TRUE
"sample_13193",0.25,0.261827388966444,"bone",TRUE
"sample_13194",0.25,0.212309436721448,"bone",TRUE
"sample_13195",0.25,0.392185968180478,"bone",TRUE
"sample_13196",0.25,0.232128119976802,"bone",TRUE
"sample_13197",0.25,0.104922325407265,"bone",TRUE
"sample_13198",0.25,0.187989393623413,"bone",TRUE
"sample_13199",0.25,0.167579362085981,"bone",TRUE
"sample_13200",0.25,0.0905804867806935,"bone",TRUE
"sample_13201",0.3,0.113611195740252,"bone",TRUE
"sample_13202",0.3,0.17464555066874,"bone",TRUE
"sample_13203",0.3,0.212691369077964,"bone",TRUE
"sample_13204",0.3,0.147730469748375,"bone",TRUE
"sample_13205",0.3,0.280454982468712,"bone",TRUE
"sample_13206",0.3,0.235185610253534,"bone",TRUE
"sample_13207",0.3,0.245028145707322,"bone",TRUE
"sample_13208",0.3,0.120844621696141,"bone",TRUE
"sample_13209",0.3,0.216022681126799,"bone",TRUE
"sample_13210",0.3,0.261852915287941,"bone",TRUE
"sample_13211",0.3,0.240169181615485,"bone",TRUE
"sample_13212",0.3,0.190167469074413,"bone",TRUE
"sample_13213",0.3,0.201880324099733,"bone",TRUE
"sample_13214",0.3,0.147244522129582,"bone",TRUE
"sample_13215",0.3,0.356534899839288,"bone",TRUE
"sample_13216",0.3,0.345735205121347,"bone",TRUE
"sample_13217",0.3,0.156405945441185,"bone",TRUE
"sample_13218",0.3,0.269836418771875,"bone",TRUE
"sample_13219",0.3,0.117411988766049,"bone",TRUE
"sample_13220",0.3,0.159652146579584,"bone",TRUE
"sample_13221",0.3,0.175764608611442,"bone",TRUE
"sample_13222",0.3,0.149151844055482,"bone",TRUE
"sample_13223",0.3,0.299218388408571,"bone",TRUE
"sample_13224",0.3,0.127076075283434,"bone",TRUE
"sample_13225",0.3,0.450504308147372,"bone",TRUE
"sample_13226",0.3,0.177383270341729,"bone",TRUE
"sample_13227",0.3,0.207361125866913,"bone",TRUE
"sample_13228",0.3,0.155711663381487,"bone",TRUE
"sample_13229",0.3,0.299477324347554,"bone",TRUE
"sample_13230",0.3,0.129886813268218,"bone",TRUE
"sample_13231",0.3,0.108100910317012,"bone",TRUE
"sample_13232",0.3,0.24543883911926,"bone",TRUE
"sample_13233",0.3,0.200050625888257,"bone",TRUE
"sample_13234",0.3,0.160253701226246,"bone",TRUE
"sample_13235",0.3,0.130775111621497,"bone",TRUE
"sample_13236",0.3,0.174382723357926,"bone",TRUE
"sample_13237",0.3,0.0974468721767393,"bone",TRUE
"sample_13238",0.3,0.0767384725672922,"bone",TRUE
"sample_13239",0.3,0.202557975169006,"bone",TRUE
"sample_13240",0.3,0.13672581982956,"bone",TRUE
"sample_13241",0.3,0.226624675040166,"bone",TRUE
"sample_13242",0.3,0.222296068752324,"bone",TRUE
"sample_13243",0.3,0.32597514965118,"bone",TRUE
"sample_13244",0.3,0.211252700285545,"bone",TRUE
"sample_13245",0.3,0.267450772660524,"bone",TRUE
"sample_13246",0.3,0.283989219281028,"bone",TRUE
"sample_13247",0.3,0.195151615824084,"bone",TRUE
"sample_13248",0.3,0.230685781153801,"bone",TRUE
"sample_13249",0.3,0.0952896142890815,"bone",TRUE
"sample_13250",0.3,0.266856927775175,"bone",TRUE
"sample_13251",0.3,0.218391195323544,"bone",TRUE
"sample_13252",0.3,0.0881311272670273,"bone",TRUE
"sample_13253",0.3,0.161114486596409,"bone",TRUE
"sample_13254",0.3,0.17353682793103,"bone",TRUE
"sample_13255",0.3,0.226323785906096,"bone",TRUE
"sample_13256",0.3,0.122399588140915,"bone",TRUE
"sample_13257",0.3,0.188131518857289,"bone",TRUE
"sample_13258",0.3,0.150383315804267,"bone",TRUE
"sample_13259",0.3,0.328410693301784,"bone",TRUE
"sample_13260",0.3,0.261933052659745,"bone",TRUE
"sample_13261",0.3,0.14688109177637,"bone",TRUE
"sample_13262",0.3,0.168031636515393,"bone",TRUE
"sample_13263",0.3,0.277362904427636,"bone",TRUE
"sample_13264",0.3,0.175764929381116,"bone",TRUE
"sample_13265",0.3,0.190731612229069,"bone",TRUE
"sample_13266",0.3,0.313521465832554,"bone",TRUE
"sample_13267",0.3,0.140688866674547,"bone",TRUE
"sample_13268",0.3,0.274216947112508,"bone",TRUE
"sample_13269",0.3,0.262135367497092,"bone",TRUE
"sample_13270",0.3,0.200301312515029,"bone",TRUE
"sample_13271",0.3,0.182363371574446,"bone",TRUE
"sample_13272",0.3,0.0756240663477309,"bone",TRUE
"sample_13273",0.3,0.206257041480213,"bone",TRUE
"sample_13274",0.3,0.114665336752693,"bone",TRUE
"sample_13275",0.3,0.126614095963823,"bone",TRUE
"sample_13276",0.3,0.123778000938117,"bone",TRUE
"sample_13277",0.3,0.170558242557728,"bone",TRUE
"sample_13278",0.3,0.333264508998429,"bone",TRUE
"sample_13279",0.3,0.0933514962037817,"bone",TRUE
"sample_13280",0.3,0.341719019041479,"bone",TRUE
"sample_13281",0.3,0.190971239210502,"bone",TRUE
"sample_13282",0.3,0.28362509392426,"bone",TRUE
"sample_13283",0.3,0.18374989215501,"bone",TRUE
"sample_13284",0.3,0.13832835574227,"bone",TRUE
"sample_13285",0.3,0.140620036468813,"bone",TRUE
"sample_13286",0.3,0.199619499918383,"bone",TRUE
"sample_13287",0.3,0.183709318790613,"bone",TRUE
"sample_13288",0.3,0.155296164696039,"bone",TRUE
"sample_13289",0.3,0.263227720490723,"bone",TRUE
"sample_13290",0.3,0.286103999131792,"bone",TRUE
"sample_13291",0.3,0.284631437711515,"bone",TRUE
"sample_13292",0.3,0.469551520634987,"bone",TRUE
"sample_13293",0.3,0.19616111279866,"bone",TRUE
"sample_13294",0.3,0.188552158754524,"bone",TRUE
"sample_13295",0.3,0.156183322646491,"bone",TRUE
"sample_13296",0.3,0.129154658969592,"bone",TRUE
"sample_13297",0.3,0.154387194553007,"bone",TRUE
"sample_13298",0.3,0.209065135610041,"bone",TRUE
"sample_13299",0.3,0.224556382275025,"bone",TRUE
"sample_13300",0.3,0.129350918575878,"bone",TRUE
"sample_13301",0.3,0.349235277838737,"bone",TRUE
"sample_13302",0.3,0.160701495656353,"bone",TRUE
"sample_13303",0.3,0.180967127013885,"bone",TRUE
"sample_13304",0.3,0.143636581139983,"bone",TRUE
"sample_13305",0.3,0.275752711108334,"bone",TRUE
"sample_13306",0.3,0.232786109436582,"bone",TRUE
"sample_13307",0.3,0.270839242010718,"bone",TRUE
"sample_13308",0.3,0.284392185319795,"bone",TRUE
"sample_13309",0.3,0.135252162314418,"bone",TRUE
"sample_13310",0.3,0.375572547890552,"bone",TRUE
"sample_13311",0.3,0.195316275855631,"bone",TRUE
"sample_13312",0.3,0.079002285068746,"bone",TRUE
"sample_13313",0.3,0.195285501588053,"bone",TRUE
"sample_13314",0.3,0.156899465789211,"bone",TRUE
"sample_13315",0.3,0.229572416933444,"bone",TRUE
"sample_13316",0.3,0.137755369904553,"bone",TRUE
"sample_13317",0.3,0.251430275515464,"bone",TRUE
"sample_13318",0.3,0.302057555490099,"bone",TRUE
"sample_13319",0.3,0.0974816684015653,"bone",TRUE
"sample_13320",0.3,0.159934502529243,"bone",TRUE
"sample_13321",0.3,0.334139176927576,"bone",TRUE
"sample_13322",0.3,0.389184725954592,"bone",TRUE
"sample_13323",0.3,0.0920965202868862,"bone",TRUE
"sample_13324",0.3,0.151911046102149,"bone",TRUE
"sample_13325",0.3,0.200338814304214,"bone",TRUE
"sample_13326",0.3,0.237395433908643,"bone",TRUE
"sample_13327",0.3,0.334111609372682,"bone",TRUE
"sample_13328",0.3,0.243772373655763,"bone",TRUE
"sample_13329",0.3,0.206231573111615,"bone",TRUE
"sample_13330",0.3,0.129597443106616,"bone",TRUE
"sample_13331",0.3,0.130819745090801,"bone",TRUE
"sample_13332",0.3,0.242109657177117,"bone",TRUE
"sample_13333",0.3,0.17209568720232,"bone",TRUE
"sample_13334",0.3,0.187562074138327,"bone",TRUE
"sample_13335",0.3,0.253463005166112,"bone",TRUE
"sample_13336",0.3,0.12592371082095,"bone",TRUE
"sample_13337",0.3,0.228418769701813,"bone",TRUE
"sample_13338",0.3,0.38381199982592,"bone",TRUE
"sample_13339",0.3,0.123823849732278,"bone",TRUE
"sample_13340",0.3,0.33457414711776,"bone",TRUE
"sample_13341",0.3,0.286162089491108,"bone",TRUE
"sample_13342",0.3,0.136587028335276,"bone",TRUE
"sample_13343",0.3,0.23092773973496,"bone",TRUE
"sample_13344",0.3,0.141857071224489,"bone",TRUE
"sample_13345",0.3,0.272966686322134,"bone",TRUE
"sample_13346",0.3,0.267448465994755,"bone",TRUE
"sample_13347",0.3,0.278364296325168,"bone",TRUE
"sample_13348",0.3,0.227492217883108,"bone",TRUE
"sample_13349",0.3,0.122933030534676,"bone",TRUE
"sample_13350",0.3,0.161558842815873,"bone",TRUE
"sample_13351",0.3,0.128185281436051,"bone",TRUE
"sample_13352",0.3,0.230691082213329,"bone",TRUE
"sample_13353",0.3,0.236878227332097,"bone",TRUE
"sample_13354",0.3,0.213829247558149,"bone",TRUE
"sample_13355",0.3,0.185851852217749,"bone",TRUE
"sample_13356",0.3,0.190269748419788,"bone",TRUE
"sample_13357",0.3,0.244253222557904,"bone",TRUE
"sample_13358",0.3,0.134209618706776,"bone",TRUE
"sample_13359",0.3,0.121632265216693,"bone",TRUE
"sample_13360",0.3,0.243045159334384,"bone",TRUE
"sample_13361",0.3,0.118756883771076,"bone",TRUE
"sample_13362",0.3,0.32671874165535,"bone",TRUE
"sample_13363",0.3,0.273952720520455,"bone",TRUE
"sample_13364",0.3,0.337042493304182,"bone",TRUE
"sample_13365",0.3,0.281655172196409,"bone",TRUE
"sample_13366",0.3,0.193236884691968,"bone",TRUE
"sample_13367",0.3,0.253392278627268,"bone",TRUE
"sample_13368",0.3,0.0738160612496025,"bone",TRUE
"sample_13369",0.3,0.150443631787928,"bone",TRUE
"sample_13370",0.3,0.192832675995659,"bone",TRUE
"sample_13371",0.3,0.281115042255952,"bone",TRUE
"sample_13372",0.3,0.317325225843664,"bone",TRUE
"sample_13373",0.3,0.246593385259303,"bone",TRUE
"sample_13374",0.3,0.186386010367451,"bone",TRUE
"sample_13375",0.3,0.122606743623139,"bone",TRUE
"sample_13376",0.3,0.20615211840695,"bone",TRUE
"sample_13377",0.3,0.145140334411677,"bone",TRUE
"sample_13378",0.3,0.132582004155282,"bone",TRUE
"sample_13379",0.3,0.38694817093746,"bone",TRUE
"sample_13380",0.3,0.255534732372987,"bone",TRUE
"sample_13381",0.3,0.189250841255886,"bone",TRUE
"sample_13382",0.3,0.230702020274745,"bone",TRUE
"sample_13383",0.3,0.23518224995963,"bone",TRUE
"sample_13384",0.3,0.219080285356793,"bone",TRUE
"sample_13385",0.3,0.366679177700677,"bone",TRUE
"sample_13386",0.3,0.217743833577275,"bone",TRUE
"sample_13387",0.3,0.208270933400442,"bone",TRUE
"sample_13388",0.3,0.134900854024834,"bone",TRUE
"sample_13389",0.3,0.234229983769974,"bone",TRUE
"sample_13390",0.3,0.220347962182907,"bone",TRUE
"sample_13391",0.3,0.219729619213649,"bone",TRUE
"sample_13392",0.3,0.182196552587535,"bone",TRUE
"sample_13393",0.3,0.105086368053894,"bone",TRUE
"sample_13394",0.3,0.190163880513977,"bone",TRUE
"sample_13395",0.3,0.106198463322042,"bone",TRUE
"sample_13396",0.3,0.209816208080993,"bone",TRUE
"sample_13397",0.3,0.249333362472129,"bone",TRUE
"sample_13398",0.3,0.125171125561981,"bone",TRUE
"sample_13399",0.3,0.155105987923137,"bone",TRUE
"sample_13400",0.3,0.1268593090244,"bone",TRUE
"sample_13401",0.35,0.198003439792985,"bone",TRUE
"sample_13402",0.35,0.217939992054765,"bone",TRUE
"sample_13403",0.35,0.0748469767420143,"bone",TRUE
"sample_13404",0.35,0.271735248754707,"bone",TRUE
"sample_13405",0.35,0.394599032427834,"bone",TRUE
"sample_13406",0.35,0.289859334937638,"bone",TRUE
"sample_13407",0.35,0.114523217793453,"bone",TRUE
"sample_13408",0.35,0.275456987781565,"bone",TRUE
"sample_13409",0.35,0.103642538739644,"bone",TRUE
"sample_13410",0.35,0.177263378043685,"bone",TRUE
"sample_13411",0.35,0.21588142135035,"bone",TRUE
"sample_13412",0.35,0.122256021826815,"bone",TRUE
"sample_13413",0.35,0.430293009929899,"bone",TRUE
"sample_13414",0.35,0.241060345079336,"bone",TRUE
"sample_13415",0.35,0.144027850021803,"bone",TRUE
"sample_13416",0.35,0.244873710109822,"bone",TRUE
"sample_13417",0.35,0.235170804348905,"bone",TRUE
"sample_13418",0.35,0.422768479698935,"bone",TRUE
"sample_13419",0.35,0.109910438076523,"bone",TRUE
"sample_13420",0.35,0.29080850499184,"bone",TRUE
"sample_13421",0.35,0.221208521674597,"bone",TRUE
"sample_13422",0.35,0.313685528329589,"bone",TRUE
"sample_13423",0.35,0.374507743598919,"bone",TRUE
"sample_13424",0.35,0.207275999214449,"bone",TRUE
"sample_13425",0.35,0.245198241398748,"bone",TRUE
"sample_13426",0.35,0.29560634459953,"bone",TRUE
"sample_13427",0.35,0.165899157710642,"bone",TRUE
"sample_13428",0.35,0.300044437914627,"bone",TRUE
"sample_13429",0.35,0.216695940539228,"bone",TRUE
"sample_13430",0.35,0.287916996229392,"bone",TRUE
"sample_13431",0.35,0.431201094832103,"bone",TRUE
"sample_13432",0.35,0.158251839095921,"bone",TRUE
"sample_13433",0.35,0.389086707409672,"bone",TRUE
"sample_13434",0.35,0.243950118685196,"bone",TRUE
"sample_13435",0.35,0.19579904755263,"bone",TRUE
"sample_13436",0.35,0.0724193265677435,"bone",TRUE
"sample_13437",0.35,0.227425219907453,"bone",TRUE
"sample_13438",0.35,0.374226478106606,"bone",TRUE
"sample_13439",0.35,0.123340289942154,"bone",TRUE
"sample_13440",0.35,0.159445795975697,"bone",TRUE
"sample_13441",0.35,0.228412929874695,"bone",TRUE
"sample_13442",0.35,0.207235831726426,"bone",TRUE
"sample_13443",0.35,0.322197953920983,"bone",TRUE
"sample_13444",0.35,0.268677763667177,"bone",TRUE
"sample_13445",0.35,0.159447451222524,"bone",TRUE
"sample_13446",0.35,0.254651591488295,"bone",TRUE
"sample_13447",0.35,0.286107104783761,"bone",TRUE
"sample_13448",0.35,0.238312356980568,"bone",TRUE
"sample_13449",0.35,0.141750515841977,"bone",TRUE
"sample_13450",0.35,0.251707493665102,"bone",TRUE
"sample_13451",0.35,0.177312101688259,"bone",TRUE
"sample_13452",0.35,0.268239084402819,"bone",TRUE
"sample_13453",0.35,0.182539391561869,"bone",TRUE
"sample_13454",0.35,0.16059872346253,"bone",TRUE
"sample_13455",0.35,0.229134325004777,"bone",TRUE
"sample_13456",0.35,0.177983941968002,"bone",TRUE
"sample_13457",0.35,0.21609761875645,"bone",TRUE
"sample_13458",0.35,0.194052957559595,"bone",TRUE
"sample_13459",0.35,0.118144302245337,"bone",TRUE
"sample_13460",0.35,0.318681385313398,"bone",TRUE
"sample_13461",0.35,0.419595018557994,"bone",TRUE
"sample_13462",0.35,0.179864765751111,"bone",TRUE
"sample_13463",0.35,0.213303085528987,"bone",TRUE
"sample_13464",0.35,0.196722438821953,"bone",TRUE
"sample_13465",0.35,0.151923114042032,"bone",TRUE
"sample_13466",0.35,0.172144033933803,"bone",TRUE
"sample_13467",0.35,0.293522573438811,"bone",TRUE
"sample_13468",0.35,0.121231048546918,"bone",TRUE
"sample_13469",0.35,0.209622608403634,"bone",TRUE
"sample_13470",0.35,0.220489867321835,"bone",TRUE
"sample_13471",0.35,0.262100874784884,"bone",TRUE
"sample_13472",0.35,0.312472048029777,"bone",TRUE
"sample_13473",0.35,0.37050728871832,"bone",TRUE
"sample_13474",0.35,0.346672257103942,"bone",TRUE
"sample_13475",0.35,0.328591625493227,"bone",TRUE
"sample_13476",0.35,0.170428843490572,"bone",TRUE
"sample_13477",0.35,0.218695172956667,"bone",TRUE
"sample_13478",0.35,0.23792099226394,"bone",TRUE
"sample_13479",0.35,0.273216071850603,"bone",TRUE
"sample_13480",0.35,0.333154868805117,"bone",TRUE
"sample_13481",0.35,0.209961539659669,"bone",TRUE
"sample_13482",0.35,0.242223572529176,"bone",TRUE
"sample_13483",0.35,0.267967401739194,"bone",TRUE
"sample_13484",0.35,0.244958830130015,"bone",TRUE
"sample_13485",0.35,0.208801871018158,"bone",TRUE
"sample_13486",0.35,0.423441568527052,"bone",TRUE
"sample_13487",0.35,0.27009693031298,"bone",TRUE
"sample_13488",0.35,0.279628638615326,"bone",TRUE
"sample_13489",0.35,0.408101418159276,"bone",TRUE
"sample_13490",0.35,0.345661790625319,"bone",TRUE
"sample_13491",0.35,0.144111533856295,"bone",TRUE
"sample_13492",0.35,0.273727140789015,"bone",TRUE
"sample_13493",0.35,0.190047596407917,"bone",TRUE
"sample_13494",0.35,0.248027456404979,"bone",TRUE
"sample_13495",0.35,0.209139822129186,"bone",TRUE
"sample_13496",0.35,0.275770834426098,"bone",TRUE
"sample_13497",0.35,0.241239032346976,"bone",TRUE
"sample_13498",0.35,0.176285376351983,"bone",TRUE
"sample_13499",0.35,0.354897659558005,"bone",TRUE
"sample_13500",0.35,0.0744704153799685,"bone",TRUE
"sample_13501",0.35,0.32951301406583,"bone",TRUE
"sample_13502",0.35,0.352770005743891,"bone",TRUE
"sample_13503",0.35,0.262935662909699,"bone",TRUE
"sample_13504",0.35,0.128839994830146,"bone",TRUE
"sample_13505",0.35,0.3744790976313,"bone",TRUE
"sample_13506",0.35,0.325496070282774,"bone",TRUE
"sample_13507",0.35,0.268042212141426,"bone",TRUE
"sample_13508",0.35,0.392952401672466,"bone",TRUE
"sample_13509",0.35,0.217435252794252,"bone",TRUE
"sample_13510",0.35,0.323922860379441,"bone",TRUE
"sample_13511",0.35,0.27461685871328,"bone",TRUE
"sample_13512",0.35,0.11187103871109,"bone",TRUE
"sample_13513",0.35,0.132571240655808,"bone",TRUE
"sample_13514",0.35,0.218130508732023,"bone",TRUE
"sample_13515",0.35,0.220655498167442,"bone",TRUE
"sample_13516",0.35,0.227969272428892,"bone",TRUE
"sample_13517",0.35,0.246130434149343,"bone",TRUE
"sample_13518",0.35,0.295772908963188,"bone",TRUE
"sample_13519",0.35,0.061827407816311,"bone",TRUE
"sample_13520",0.35,0.305657132791382,"bone",TRUE
"sample_13521",0.35,0.233950898625426,"bone",TRUE
"sample_13522",0.35,0.341180900943057,"bone",TRUE
"sample_13523",0.35,0.318886457317654,"bone",TRUE
"sample_13524",0.35,0.277032663823746,"bone",TRUE
"sample_13525",0.35,0.210960336733771,"bone",TRUE
"sample_13526",0.35,0.230308824811745,"bone",TRUE
"sample_13527",0.35,0.184301528450548,"bone",TRUE
"sample_13528",0.35,0.14876973236694,"bone",TRUE
"sample_13529",0.35,0.225797788862055,"bone",TRUE
"sample_13530",0.35,0.224040481089513,"bone",TRUE
