"","true","estimated","tissue_spiked","spike_color"
"sample_38231",0.55,0.503060590213862,"lung",TRUE
"sample_38232",0.55,0.314077726832306,"lung",TRUE
"sample_38233",0.55,0.376802924320228,"lung",TRUE
"sample_38234",0.55,0.28286481236452,"lung",TRUE
"sample_38235",0.55,0.218747056399648,"lung",TRUE
"sample_38236",0.55,0.301809429434938,"lung",TRUE
"sample_38237",0.55,0.100304551883978,"lung",TRUE
"sample_38238",0.55,0.100831141958138,"lung",TRUE
"sample_38239",0.55,0.369827661742191,"lung",TRUE
"sample_38240",0.55,0.258758621914751,"lung",TRUE
"sample_38241",0.55,0.367309381946509,"lung",TRUE
"sample_38242",0.55,0.17162022099342,"lung",TRUE
"sample_38243",0.55,0.261896745619484,"lung",TRUE
"sample_38244",0.55,0.461455219773254,"lung",TRUE
"sample_38245",0.55,0.337430852226183,"lung",TRUE
"sample_38246",0.55,0.189998657915796,"lung",TRUE
"sample_38247",0.55,0.184287683276241,"lung",TRUE
"sample_38248",0.55,0.458382590199753,"lung",TRUE
"sample_38249",0.55,0.166123018111059,"lung",TRUE
"sample_38250",0.55,0.0359410228333929,"lung",TRUE
"sample_38251",0.55,0.31693636202813,"lung",TRUE
"sample_38252",0.55,0.395964984771514,"lung",TRUE
"sample_38253",0.55,0.285312041945095,"lung",TRUE
"sample_38254",0.55,0.0718611866510133,"lung",TRUE
"sample_38255",0.55,0.369359334910131,"lung",TRUE
"sample_38256",0.55,0.295327426827684,"lung",TRUE
"sample_38257",0.55,0.157417022064459,"lung",TRUE
"sample_38258",0.55,0.326392757550074,"lung",TRUE
"sample_38259",0.55,0.0945814852025934,"lung",TRUE
"sample_38260",0.55,0,"lung",TRUE
"sample_38261",0.55,0.198103116071252,"lung",TRUE
"sample_38262",0.55,0.137669559786678,"lung",TRUE
"sample_38263",0.55,0.132217133505801,"lung",TRUE
"sample_38264",0.55,0.255761806535046,"lung",TRUE
"sample_38265",0.55,0.366458412673428,"lung",TRUE
"sample_38266",0.55,0.252867575877325,"lung",TRUE
"sample_38267",0.55,0.254854230934554,"lung",TRUE
"sample_38268",0.55,0.278601820115865,"lung",TRUE
"sample_38269",0.55,0.205022167810782,"lung",TRUE
"sample_38270",0.55,0.286355434761702,"lung",TRUE
"sample_38271",0.55,0.144445009488461,"lung",TRUE
"sample_38272",0.55,0.253005270168549,"lung",TRUE
"sample_38273",0.55,0.357212738508847,"lung",TRUE
"sample_38274",0.55,0.417975846290476,"lung",TRUE
"sample_38275",0.55,0.233260402178865,"lung",TRUE
"sample_38276",0.55,0.250263948385052,"lung",TRUE
"sample_38277",0.55,0.209244624860173,"lung",TRUE
"sample_38278",0.55,0.317181999099341,"lung",TRUE
"sample_38279",0.55,0.288847494842241,"lung",TRUE
"sample_38280",0.55,0.438545556825545,"lung",TRUE
"sample_38281",0.55,0.300598485831929,"lung",TRUE
"sample_38282",0.55,0.125508471688189,"lung",TRUE
"sample_38283",0.55,0.216954491898471,"lung",TRUE
"sample_38284",0.55,0.471792217549301,"lung",TRUE
"sample_38285",0.55,0.269775457725209,"lung",TRUE
"sample_38286",0.55,0.0916899665661068,"lung",TRUE
"sample_38287",0.55,0.142573426955186,"lung",TRUE
"sample_38288",0.55,0.219165126664828,"lung",TRUE
"sample_38289",0.55,0.130396076192334,"lung",TRUE
"sample_38290",0.55,0,"lung",TRUE
"sample_38291",0.55,0.288109558679605,"lung",TRUE
"sample_38292",0.55,0.164575170250528,"lung",TRUE
"sample_38293",0.55,0.332413820891259,"lung",TRUE
"sample_38294",0.55,0.366969795833647,"lung",TRUE
"sample_38295",0.55,0.115900289018583,"lung",TRUE
"sample_38296",0.55,0.219706067129264,"lung",TRUE
"sample_38297",0.55,0.169020603132952,"lung",TRUE
"sample_38298",0.55,0.248973603809715,"lung",TRUE
"sample_38299",0.55,0.192813979749829,"lung",TRUE
"sample_38300",0.55,0.307148135723043,"lung",TRUE
"sample_38301",0.55,0.325649527857636,"lung",TRUE
"sample_38302",0.55,0.202707767582331,"lung",TRUE
"sample_38303",0.55,0.179823689899309,"lung",TRUE
"sample_38304",0.55,0.327298390331099,"lung",TRUE
"sample_38305",0.55,0.348652864251602,"lung",TRUE
"sample_38306",0.55,0.118983659278638,"lung",TRUE
"sample_38307",0.55,0.308540494294945,"lung",TRUE
"sample_38308",0.55,0.296922410385167,"lung",TRUE
"sample_38309",0.55,0.180033587777437,"lung",TRUE
"sample_38310",0.55,0.210758395235621,"lung",TRUE
"sample_38311",0.55,0.224273404477055,"lung",TRUE
"sample_38312",0.55,0.424409718855938,"lung",TRUE
"sample_38313",0.55,0.223021584582623,"lung",TRUE
"sample_38314",0.55,0.252275385751047,"lung",TRUE
"sample_38315",0.55,0.287788053626308,"lung",TRUE
"sample_38316",0.55,0.420440548554498,"lung",TRUE
"sample_38317",0.55,0.411676487333346,"lung",TRUE
"sample_38318",0.55,0,"lung",TRUE
"sample_38319",0.55,0.18743261288439,"lung",TRUE
"sample_38320",0.55,0.201142040249318,"lung",TRUE
"sample_38321",0.55,0.196774252572814,"lung",TRUE
"sample_38322",0.55,0,"lung",TRUE
"sample_38323",0.55,0.157823776835815,"lung",TRUE
"sample_38324",0.55,0.261072428593151,"lung",TRUE
"sample_38325",0.55,0.137369247753691,"lung",TRUE
"sample_38326",0.55,0.345899057376516,"lung",TRUE
"sample_38327",0.55,0.146777769049201,"lung",TRUE
"sample_38328",0.55,0.0517345258109816,"lung",TRUE
"sample_38329",0.55,0.400002399441931,"lung",TRUE
"sample_38330",0.55,0.263018319830606,"lung",TRUE
"sample_38331",0.55,0.359181356530635,"lung",TRUE
"sample_38332",0.55,0.410748255794125,"lung",TRUE
"sample_38333",0.55,0.355531207041111,"lung",TRUE
"sample_38334",0.55,0.196695763741736,"lung",TRUE
"sample_38335",0.55,0.106397623028345,"lung",TRUE
"sample_38336",0.55,0.237834355972008,"lung",TRUE
"sample_38337",0.55,0.338207158833626,"lung",TRUE
"sample_38338",0.55,0.369248305510367,"lung",TRUE
"sample_38339",0.55,0.333404975270337,"lung",TRUE
"sample_38340",0.55,0.392539240753013,"lung",TRUE
"sample_38341",0.55,0.147793760012588,"lung",TRUE
"sample_38342",0.55,0.180291137324609,"lung",TRUE
"sample_38343",0.55,0.364113701197635,"lung",TRUE
"sample_38344",0.55,0.175277210933273,"lung",TRUE
"sample_38345",0.55,0.216577485359848,"lung",TRUE
"sample_38346",0.55,0.355684421839806,"lung",TRUE
"sample_38347",0.55,0.432400076707781,"lung",TRUE
"sample_38348",0.55,0.380908733815989,"lung",TRUE
"sample_38349",0.55,0.264673498205821,"lung",TRUE
"sample_38350",0.55,0.120804678508434,"lung",TRUE
"sample_38351",0.55,0.256367451235292,"lung",TRUE
"sample_38352",0.55,0.179112540245279,"lung",TRUE
"sample_38353",0.55,0.341882254092622,"lung",TRUE
"sample_38354",0.55,0.269923503961389,"lung",TRUE
"sample_38355",0.55,0.197617599341705,"lung",TRUE
"sample_38356",0.55,0.262262869683229,"lung",TRUE
"sample_38357",0.55,0.181387903932445,"lung",TRUE
"sample_38358",0.55,0.318182582994075,"lung",TRUE
"sample_38359",0.55,0.159770472359736,"lung",TRUE
"sample_38360",0.55,0.333182844937376,"lung",TRUE
"sample_38361",0.55,0.219068524323279,"lung",TRUE
"sample_38362",0.55,0.00232871013132045,"lung",TRUE
"sample_38363",0.55,0.487603337489286,"lung",TRUE
"sample_38364",0.55,0.20303009963624,"lung",TRUE
"sample_38365",0.55,0.245322882766702,"lung",TRUE
"sample_38366",0.55,0.430760664256913,"lung",TRUE
"sample_38367",0.55,0.23402211166215,"lung",TRUE
"sample_38368",0.55,0.256097958939031,"lung",TRUE
"sample_38369",0.55,0.358700717765306,"lung",TRUE
"sample_38370",0.55,0.208176642390538,"lung",TRUE
"sample_38371",0.55,0.234229802933647,"lung",TRUE
"sample_38372",0.55,0.353584059294643,"lung",TRUE
"sample_38373",0.55,0.170087676374179,"lung",TRUE
"sample_38374",0.55,0.162534672507412,"lung",TRUE
"sample_38375",0.55,0.164378446782323,"lung",TRUE
"sample_38376",0.55,0.190731137513158,"lung",TRUE
"sample_38377",0.55,0.366103194224774,"lung",TRUE
"sample_38378",0.55,0.40507539589403,"lung",TRUE
"sample_38379",0.55,0.311072456480434,"lung",TRUE
"sample_38380",0.55,0.245028013747934,"lung",TRUE
"sample_38381",0.55,0.260455395013614,"lung",TRUE
"sample_38382",0.55,0.304297553804841,"lung",TRUE
"sample_38383",0.55,0.246755499960246,"lung",TRUE
"sample_38384",0.55,0.170251904891944,"lung",TRUE
"sample_38385",0.55,0.206313260282744,"lung",TRUE
"sample_38386",0.55,0.172863685768865,"lung",TRUE
"sample_38387",0.55,0.301134687296321,"lung",TRUE
"sample_38388",0.55,0.308292528694064,"lung",TRUE
"sample_38389",0.55,0.264384837199204,"lung",TRUE
"sample_38390",0.55,0.196476199360332,"lung",TRUE
"sample_38391",0.55,0.358761794350136,"lung",TRUE
"sample_38392",0.55,0.305033700877642,"lung",TRUE
"sample_38393",0.55,0.319831226657593,"lung",TRUE
"sample_38394",0.55,0.374595247431796,"lung",TRUE
"sample_38395",0.55,0.157775042026434,"lung",TRUE
"sample_38396",0.55,0.330502010855667,"lung",TRUE
"sample_38397",0.55,0.183738850188772,"lung",TRUE
"sample_38398",0.55,0.215121678817742,"lung",TRUE
"sample_38399",0.55,0.176625959846469,"lung",TRUE
"sample_38400",0.55,0.296753671908378,"lung",TRUE
"sample_38401",0.6,0.261874814237382,"lung",TRUE
"sample_38402",0.6,0.164513390495402,"lung",TRUE
"sample_38403",0.6,0.314648642915531,"lung",TRUE
"sample_38404",0.6,0.190682048735395,"lung",TRUE
"sample_38405",0.6,0.138241100970101,"lung",TRUE
"sample_38406",0.6,0.396543898249021,"lung",TRUE
"sample_38407",0.6,0.302908409480658,"lung",TRUE
"sample_38408",0.6,0.079141707525273,"lung",TRUE
"sample_38409",0.6,0.33094852513896,"lung",TRUE
"sample_38410",0.6,0.50971598906171,"lung",TRUE
"sample_38411",0.6,0.320693585083496,"lung",TRUE
"sample_38412",0.6,0.492287525293781,"lung",TRUE
"sample_38413",0.6,0.307964816876743,"lung",TRUE
"sample_38414",0.6,0.215348798010305,"lung",TRUE
"sample_38415",0.6,0.408692794806869,"lung",TRUE
"sample_38416",0.6,0.241830529350424,"lung",TRUE
"sample_38417",0.6,0.298906058050197,"lung",TRUE
"sample_38418",0.6,0.333522371841161,"lung",TRUE
"sample_38419",0.6,0.0883659261213512,"lung",TRUE
"sample_38420",0.6,0.274818913726991,"lung",TRUE
"sample_38421",0.6,0.397372842891691,"lung",TRUE
"sample_38422",0.6,0.261394982454759,"lung",TRUE
"sample_38423",0.6,0.154008628919761,"lung",TRUE
"sample_38424",0.6,0.395870169286859,"lung",TRUE
"sample_38425",0.6,0.23083081889548,"lung",TRUE
"sample_38426",0.6,0.404943985609871,"lung",TRUE
"sample_38427",0.6,0.187085706351571,"lung",TRUE
"sample_38428",0.6,0.128096422764647,"lung",TRUE
"sample_38429",0.6,0.2846658306274,"lung",TRUE
"sample_38430",0.6,0.114693460642923,"lung",TRUE
"sample_38431",0.6,0.175026552156825,"lung",TRUE
"sample_38432",0.6,0.395760545391498,"lung",TRUE
"sample_38433",0.6,0.36546014018326,"lung",TRUE
"sample_38434",0.6,0.2396795087704,"lung",TRUE
"sample_38435",0.6,0.316036788467233,"lung",TRUE
"sample_38436",0.6,0.284485422990954,"lung",TRUE
"sample_38437",0.6,0.326212638841124,"lung",TRUE
"sample_38438",0.6,0.243952624122273,"lung",TRUE
"sample_38439",0.6,0.331990425756492,"lung",TRUE
"sample_38440",0.6,0.152015676835866,"lung",TRUE
"sample_38441",0.6,0.252619532288991,"lung",TRUE
"sample_38442",0.6,0.45388583277519,"lung",TRUE
"sample_38443",0.6,0.39120318441641,"lung",TRUE
"sample_38444",0.6,0.402184446631004,"lung",TRUE
"sample_38445",0.6,0.455400675984962,"lung",TRUE
"sample_38446",0.6,0.115698855383333,"lung",TRUE
"sample_38447",0.6,0.290678023418141,"lung",TRUE
"sample_38448",0.6,0.264291954620992,"lung",TRUE
"sample_38449",0.6,0.311944203411296,"lung",TRUE
"sample_38450",0.6,0.211209009227945,"lung",TRUE
"sample_38451",0.6,0.181178075618585,"lung",TRUE
"sample_38452",0.6,0.270291133561585,"lung",TRUE
"sample_38453",0.6,0.234221412638893,"lung",TRUE
"sample_38454",0.6,0.450831660946266,"lung",TRUE
"sample_38455",0.6,0.131911486620061,"lung",TRUE
"sample_38456",0.6,0.486501509053597,"lung",TRUE
"sample_38457",0.6,0.364339808722251,"lung",TRUE
"sample_38458",0.6,0.307725582379333,"lung",TRUE
"sample_38459",0.6,0.192332293336833,"lung",TRUE
"sample_38460",0.6,0.352281471394929,"lung",TRUE
"sample_38461",0.6,0.386472277040676,"lung",TRUE
"sample_38462",0.6,0.14750089146805,"lung",TRUE
"sample_38463",0.6,0.211327800930244,"lung",TRUE
"sample_38464",0.6,0.296919204238646,"lung",TRUE
"sample_38465",0.6,0.368670376851293,"lung",TRUE
"sample_38466",0.6,0.27447935383487,"lung",TRUE
"sample_38467",0.6,0.190736688140193,"lung",TRUE
"sample_38468",0.6,0.143005459807661,"lung",TRUE
"sample_38469",0.6,0.354596284702281,"lung",TRUE
"sample_38470",0.6,0.429112833634618,"lung",TRUE
"sample_38471",0.6,0.318580444874839,"lung",TRUE
"sample_38472",0.6,0.193885458137116,"lung",TRUE
"sample_38473",0.6,0.317368871750075,"lung",TRUE
"sample_38474",0.6,0.287901192768085,"lung",TRUE
"sample_38475",0.6,0.415134633205119,"lung",TRUE
"sample_38476",0.6,0.403132458400579,"lung",TRUE
"sample_38477",0.6,0.395224336022223,"lung",TRUE
"sample_38478",0.6,0.340976336126733,"lung",TRUE
"sample_38479",0.6,0.31928581943958,"lung",TRUE
"sample_38480",0.6,0.245101380790233,"lung",TRUE
"sample_38481",0.6,0.296327406648247,"lung",TRUE
"sample_38482",0.6,0.39199357918153,"lung",TRUE
"sample_38483",0.6,0.352472886468198,"lung",TRUE
"sample_38484",0.6,0.238866951359554,"lung",TRUE
"sample_38485",0.6,0.249497577442654,"lung",TRUE
"sample_38486",0.6,0.278870417048725,"lung",TRUE
"sample_38487",0.6,0.312059633334058,"lung",TRUE
"sample_38488",0.6,0.149551374125664,"lung",TRUE
"sample_38489",0.6,0.240172627615094,"lung",TRUE
"sample_38490",0.6,0.189288951679259,"lung",TRUE
"sample_38491",0.6,0.305676315922467,"lung",TRUE
"sample_38492",0.6,0.200188982743984,"lung",TRUE
"sample_38493",0.6,0.283624669348239,"lung",TRUE
"sample_38494",0.6,0.384457315559019,"lung",TRUE
"sample_38495",0.6,0.405824006331877,"lung",TRUE
"sample_38496",0.6,0.211171715939512,"lung",TRUE
"sample_38497",0.6,0.203564122562542,"lung",TRUE
"sample_38498",0.6,0.280345267325781,"lung",TRUE
"sample_38499",0.6,0.359441415242608,"lung",TRUE
"sample_38500",0.6,0.319472854956351,"lung",TRUE
"sample_38501",0.6,0.155621304699919,"lung",TRUE
"sample_38502",0.6,0.334123866980891,"lung",TRUE
"sample_38503",0.6,0.306762834469619,"lung",TRUE
"sample_38504",0.6,0.319152015085719,"lung",TRUE
"sample_38505",0.6,0.107327377083097,"lung",TRUE
"sample_38506",0.6,0.168614928470163,"lung",TRUE
"sample_38507",0.6,0.311350502869247,"lung",TRUE
"sample_38508",0.6,0.404194493587475,"lung",TRUE
"sample_38509",0.6,0.404465953079804,"lung",TRUE
"sample_38510",0.6,0.412922804535918,"lung",TRUE
"sample_38511",0.6,0.327154750216494,"lung",TRUE
"sample_38512",0.6,0.431840256309653,"lung",TRUE
"sample_38513",0.6,0.0968277216453422,"lung",TRUE
"sample_38514",0.6,0.28634850609544,"lung",TRUE
"sample_38515",0.6,0.342099181888286,"lung",TRUE
"sample_38516",0.6,0.123609597161262,"lung",TRUE
"sample_38517",0.6,0.442523582418951,"lung",TRUE
"sample_38518",0.6,0.20534059704575,"lung",TRUE
"sample_38519",0.6,0.292056860302519,"lung",TRUE
"sample_38520",0.6,0.295498960772972,"lung",TRUE
"sample_38521",0.6,0.223830895854268,"lung",TRUE
"sample_38522",0.6,0.236933746813516,"lung",TRUE
"sample_38523",0.6,0.150724916003283,"lung",TRUE
"sample_38524",0.6,0.307653619628101,"lung",TRUE
"sample_38525",0.6,0.0400726127566791,"lung",TRUE
"sample_38526",0.6,0.349054843795772,"lung",TRUE
"sample_38527",0.6,0.235826477288055,"lung",TRUE
"sample_38528",0.6,0.200655463477603,"lung",TRUE
"sample_38529",0.6,0.290984707128718,"lung",TRUE
"sample_38530",0.6,0.488498622244754,"lung",TRUE
"sample_38531",0.6,0.345376197447921,"lung",TRUE
"sample_38532",0.6,0.439554505839704,"lung",TRUE
"sample_38533",0.6,0.180669253921726,"lung",TRUE
"sample_38534",0.6,0.428986098640643,"lung",TRUE
"sample_38535",0.6,0.344617313660623,"lung",TRUE
"sample_38536",0.6,0.179970206985756,"lung",TRUE
"sample_38537",0.6,0.220981468278382,"lung",TRUE
"sample_38538",0.6,0.422661220205762,"lung",TRUE
"sample_38539",0.6,0.215473047114468,"lung",TRUE
"sample_38540",0.6,0.490041433065452,"lung",TRUE
"sample_38541",0.6,0.181525877939115,"lung",TRUE
"sample_38542",0.6,0.330769095143885,"lung",TRUE
"sample_38543",0.6,0.377295688841334,"lung",TRUE
"sample_38544",0.6,0.413095633926942,"lung",TRUE
"sample_38545",0.6,0.0563155582956523,"lung",TRUE
"sample_38546",0.6,0.225229239630418,"lung",TRUE
"sample_38547",0.6,0,"lung",TRUE
"sample_38548",0.6,0.366392781888166,"lung",TRUE
"sample_38549",0.6,0.176943182126374,"lung",TRUE
"sample_38550",0.6,0.451302505807667,"lung",TRUE
"sample_38551",0.6,0.227834867324067,"lung",TRUE
"sample_38552",0.6,0.252261122229116,"lung",TRUE
"sample_38553",0.6,0.31474980187443,"lung",TRUE
"sample_38554",0.6,0.176167676754698,"lung",TRUE
"sample_38555",0.6,0.323451029939048,"lung",TRUE
"sample_38556",0.6,0.517612880188559,"lung",TRUE
"sample_38557",0.6,0.150824313090015,"lung",TRUE
"sample_38558",0.6,0.284621607387447,"lung",TRUE
"sample_38559",0.6,0.283395849314432,"lung",TRUE
"sample_38560",0.6,0.271560616851242,"lung",TRUE
"sample_38561",0.6,0.291029145643188,"lung",TRUE
"sample_38562",0.6,0.326829553905418,"lung",TRUE
"sample_38563",0.6,0.337336607434523,"lung",TRUE
"sample_38564",0.6,0.297748686350521,"lung",TRUE
"sample_38565",0.6,0.354717625669836,"lung",TRUE
"sample_38566",0.6,0.292597140703076,"lung",TRUE
"sample_38567",0.6,0.212434674639568,"lung",TRUE
"sample_38568",0.6,0.194752537380475,"lung",TRUE
"sample_38569",0.6,0.233673064344107,"lung",TRUE
"sample_38570",0.6,0,"lung",TRUE
"sample_38571",0.6,0.285608881351235,"lung",TRUE
"sample_38572",0.6,0.276098917081384,"lung",TRUE
"sample_38573",0.6,0.37742473059688,"lung",TRUE
"sample_38574",0.6,0.122039975617053,"lung",TRUE
"sample_38575",0.6,0.41701473616494,"lung",TRUE
"sample_38576",0.6,0.444198094277795,"lung",TRUE
"sample_38577",0.6,0.458095413411363,"lung",TRUE
"sample_38578",0.6,0.0601610863968169,"lung",TRUE
"sample_38579",0.6,0.315960318231949,"lung",TRUE
"sample_38580",0.6,0.230949826975776,"lung",TRUE
"sample_38581",0.6,0.237935750270559,"lung",TRUE
"sample_38582",0.6,0.22439932462818,"lung",TRUE
"sample_38583",0.6,0,"lung",TRUE
"sample_38584",0.6,0.248404225554364,"lung",TRUE
"sample_38585",0.6,0.371010515692877,"lung",TRUE
"sample_38586",0.6,0.41316281480025,"lung",TRUE
"sample_38587",0.6,0.339427433859558,"lung",TRUE
"sample_38588",0.6,0.27950411741083,"lung",TRUE
"sample_38589",0.6,0.412014772350507,"lung",TRUE
"sample_38590",0.6,0.121751271839098,"lung",TRUE
"sample_38591",0.6,0.340615368130942,"lung",TRUE
"sample_38592",0.6,0.120920729263241,"lung",TRUE
"sample_38593",0.6,0.252935356896401,"lung",TRUE
"sample_38594",0.6,0.0131319391976467,"lung",TRUE
"sample_38595",0.6,0.466515741977941,"lung",TRUE
"sample_38596",0.6,0.299814090926001,"lung",TRUE
"sample_38597",0.6,0.186431902470689,"lung",TRUE
"sample_38598",0.6,0.213187677188656,"lung",TRUE
"sample_38599",0.6,0.377212421991806,"lung",TRUE
"sample_38600",0.6,0.195544797806917,"lung",TRUE
"sample_38601",0.65,0.499995590784633,"lung",TRUE
"sample_38602",0.65,0.244835050590922,"lung",TRUE
"sample_38603",0.65,0.242862578205738,"lung",TRUE
"sample_38604",0.65,0.539480053972409,"lung",TRUE
"sample_38605",0.65,0.241231010884574,"lung",TRUE
"sample_38606",0.65,0.449479977838675,"lung",TRUE
"sample_38607",0.65,0.283165983775588,"lung",TRUE
"sample_38608",0.65,0.305365188338315,"lung",TRUE
"sample_38609",0.65,0.0650492039755516,"lung",TRUE
"sample_38610",0.65,0.348966349354829,"lung",TRUE
"sample_38611",0.65,0.0772906830322997,"lung",TRUE
"sample_38612",0.65,0.350243514836542,"lung",TRUE
"sample_38613",0.65,0.288942404417807,"lung",TRUE
"sample_38614",0.65,0.366225608067809,"lung",TRUE
"sample_38615",0.65,0.315315838111277,"lung",TRUE
"sample_38616",0.65,0.534391170755465,"lung",TRUE
"sample_38617",0.65,0.23176821941321,"lung",TRUE
"sample_38618",0.65,0.265305181606677,"lung",TRUE
"sample_38619",0.65,0.344707061124684,"lung",TRUE
"sample_38620",0.65,0.307275877465495,"lung",TRUE
"sample_38621",0.65,0.33124249057509,"lung",TRUE
"sample_38622",0.65,0.25051189009246,"lung",TRUE
"sample_38623",0.65,0.534580492028547,"lung",TRUE
"sample_38624",0.65,0.409180007159936,"lung",TRUE
"sample_38625",0.65,0.322991544678906,"lung",TRUE
"sample_38626",0.65,0.137128379987051,"lung",TRUE
"sample_38627",0.65,0.37384943795994,"lung",TRUE
"sample_38628",0.65,0.375654888303865,"lung",TRUE
"sample_38629",0.65,0.180495296190173,"lung",TRUE
"sample_38630",0.65,0.389947092746875,"lung",TRUE
"sample_38631",0.65,0.348547942920584,"lung",TRUE
"sample_38632",0.65,0.297576712117814,"lung",TRUE
"sample_38633",0.65,0.293909815414225,"lung",TRUE
"sample_38634",0.65,0.323742646967588,"lung",TRUE
"sample_38635",0.65,0.3100183462867,"lung",TRUE
"sample_38636",0.65,0.417537785369474,"lung",TRUE
"sample_38637",0.65,0.157756613138828,"lung",TRUE
"sample_38638",0.65,0.498194647803458,"lung",TRUE
"sample_38639",0.65,0.204894271668694,"lung",TRUE
"sample_38640",0.65,0.368283340088897,"lung",TRUE
"sample_38641",0.65,0.246552499681374,"lung",TRUE
"sample_38642",0.65,0.317330503164624,"lung",TRUE
"sample_38643",0.65,0.396483880141873,"lung",TRUE
"sample_38644",0.65,0.444426512598191,"lung",TRUE
"sample_38645",0.65,0.255962104109726,"lung",TRUE
"sample_38646",0.65,0.290794676382265,"lung",TRUE
"sample_38647",0.65,0.557787182297367,"lung",TRUE
"sample_38648",0.65,0.321066764565374,"lung",TRUE
"sample_38649",0.65,0.23125244821766,"lung",TRUE
"sample_38650",0.65,0.234472610674896,"lung",TRUE
"sample_38651",0.65,0.287499112242168,"lung",TRUE
"sample_38652",0.65,0.27516281938977,"lung",TRUE
"sample_38653",0.65,0.278395187501241,"lung",TRUE
"sample_38654",0.65,0.501918042180758,"lung",TRUE
"sample_38655",0.65,0.0288599203322597,"lung",TRUE
"sample_38656",0.65,0.217493728909887,"lung",TRUE
"sample_38657",0.65,0.39738069926197,"lung",TRUE
"sample_38658",0.65,0.378591216080408,"lung",TRUE
"sample_38659",0.65,0.516163186846371,"lung",TRUE
"sample_38660",0.65,0.306916328320483,"lung",TRUE
"sample_38661",0.65,0.268013932983773,"lung",TRUE
"sample_38662",0.65,0.518554141937995,"lung",TRUE
"sample_38663",0.65,0.111312944721321,"lung",TRUE
"sample_38664",0.65,0.273206296028718,"lung",TRUE
"sample_38665",0.65,0.119731094714894,"lung",TRUE
"sample_38666",0.65,0.299566819288288,"lung",TRUE
"sample_38667",0.65,0.324798438393735,"lung",TRUE
"sample_38668",0.65,0.216027750492071,"lung",TRUE
"sample_38669",0.65,0.338527166444882,"lung",TRUE
"sample_38670",0.65,0.245370322413875,"lung",TRUE
"sample_38671",0.65,0.23092899596867,"lung",TRUE
"sample_38672",0.65,0.209245000780376,"lung",TRUE
"sample_38673",0.65,0.413134457807185,"lung",TRUE
"sample_38674",0.65,0.139339526249202,"lung",TRUE
"sample_38675",0.65,0.384901728918566,"lung",TRUE
"sample_38676",0.65,0.121312831768774,"lung",TRUE
"sample_38677",0.65,0.48810307596246,"lung",TRUE
"sample_38678",0.65,0.463778205515551,"lung",TRUE
"sample_38679",0.65,0.406605874670688,"lung",TRUE
"sample_38680",0.65,0.342002938138248,"lung",TRUE
"sample_38681",0.65,0.210065720198892,"lung",TRUE
"sample_38682",0.65,0.271531618822048,"lung",TRUE
"sample_38683",0.65,0.30021439477476,"lung",TRUE
"sample_38684",0.65,0.189452728171489,"lung",TRUE
"sample_38685",0.65,0.44829533483036,"lung",TRUE
"sample_38686",0.65,0.198867053001374,"lung",TRUE
"sample_38687",0.65,0.428563886182863,"lung",TRUE
"sample_38688",0.65,0.079289032020055,"lung",TRUE
"sample_38689",0.65,0.398077729255172,"lung",TRUE
"sample_38690",0.65,0.32056228526656,"lung",TRUE
"sample_38691",0.65,0.314203832016869,"lung",TRUE
"sample_38692",0.65,0.319500545756465,"lung",TRUE
"sample_38693",0.65,0.323345211199306,"lung",TRUE
"sample_38694",0.65,0.26395931531205,"lung",TRUE
"sample_38695",0.65,0.346578642887317,"lung",TRUE
"sample_38696",0.65,0.248309191812886,"lung",TRUE
"sample_38697",0.65,0.258560618427137,"lung",TRUE
"sample_38698",0.65,0.362627423189158,"lung",TRUE
"sample_38699",0.65,0.297768951294743,"lung",TRUE
"sample_38700",0.65,0.379775214776744,"lung",TRUE
"sample_38701",0.65,0.206929856378678,"lung",TRUE
"sample_38702",0.65,0.16130806082721,"lung",TRUE
"sample_38703",0.65,0.362589190654211,"lung",TRUE
"sample_38704",0.65,0.538602998344781,"lung",TRUE
"sample_38705",0.65,0.412149498882656,"lung",TRUE
"sample_38706",0.65,0.340470218031984,"lung",TRUE
"sample_38707",0.65,0.439553062935771,"lung",TRUE
"sample_38708",0.65,0.388233141111327,"lung",TRUE
"sample_38709",0.65,0.258827352462983,"lung",TRUE
"sample_38710",0.65,0.426639695629657,"lung",TRUE
"sample_38711",0.65,0.246854278741755,"lung",TRUE
"sample_38712",0.65,0.531863952392587,"lung",TRUE
"sample_38713",0.65,0.390121406760832,"lung",TRUE
"sample_38714",0.65,0.382091576427435,"lung",TRUE
"sample_38715",0.65,0.181042800606152,"lung",TRUE
"sample_38716",0.65,0.170329989504239,"lung",TRUE
"sample_38717",0.65,0.334065895583986,"lung",TRUE
"sample_38718",0.65,0.0854917112042351,"lung",TRUE
"sample_38719",0.65,0.172425727353411,"lung",TRUE
"sample_38720",0.65,0.275663979821772,"lung",TRUE
"sample_38721",0.65,0.41064562465416,"lung",TRUE
"sample_38722",0.65,0.462186084129946,"lung",TRUE
"sample_38723",0.65,0,"lung",TRUE
"sample_38724",0.65,0.305392527738244,"lung",TRUE
"sample_38725",0.65,0.332414245346668,"lung",TRUE
"sample_38726",0.65,0.359463087382181,"lung",TRUE
"sample_38727",0.65,0.1520549265088,"lung",TRUE
"sample_38728",0.65,0.344455012595558,"lung",TRUE
"sample_38729",0.65,0.261948425904324,"lung",TRUE
"sample_38730",0.65,0.199854940547874,"lung",TRUE
