"ID","miR.alias","miR2","miRNA","miRNA.prev"
"MIMAT0019899","hsa-miR-4756-5p;","hsa_miR_4756_5p;","hsa_miR_4756_5p","hsa_miR_4756_5p"
"MIMAT0019900","hsa-miR-4756-3p;","hsa_miR_4756_3p;","hsa_miR_4756_3p","hsa_miR_4756_3p"
"MIMAT0019901","hsa-miR-4757-5p;","hsa_miR_4757_5p;","hsa_miR_4757_5p","hsa_miR_4757_5p"
"MIMAT0019902","hsa-miR-4757-3p;","hsa_miR_4757_3p;","hsa_miR_4757_3p","hsa_miR_4757_3p"
"MIMAT0019903","hsa-miR-4758-5p;","hsa_miR_4758_5p;","hsa_miR_4758_5p","hsa_miR_4758_5p"
"MIMAT0019904","hsa-miR-4758-3p;","hsa_miR_4758_3p;","hsa_miR_4758_3p","hsa_miR_4758_3p"
"MIMAT0019905","hsa-miR-4759;","hsa_miR_4759;","hsa_miR_4759","hsa_miR_4759"
"MIMAT0019906","hsa-miR-4760-5p;","hsa_miR_4760_5p;","hsa_miR_4760_5p","hsa_miR_4760_5p"
"MIMAT0019907","hsa-miR-4760-3p;","hsa_miR_4760_3p;","hsa_miR_4760_3p","hsa_miR_4760_3p"
"MIMAT0019908","hsa-miR-4761-5p;","hsa_miR_4761_5p;","hsa_miR_4761_5p","hsa_miR_4761_5p"
"MIMAT0019909","hsa-miR-4761-3p;","hsa_miR_4761_3p;","hsa_miR_4761_3p","hsa_miR_4761_3p"
"MIMAT0019910","hsa-miR-4762-5p;","hsa_miR_4762_5p;","hsa_miR_4762_5p","hsa_miR_4762_5p"
"MIMAT0019911","hsa-miR-4762-3p;","hsa_miR_4762_3p;","hsa_miR_4762_3p","hsa_miR_4762_3p"
"MIMAT0019912","hsa-miR-4763-5p;","hsa_miR_4763_5p;","hsa_miR_4763_5p","hsa_miR_4763_5p"
"MIMAT0019913","hsa-miR-4763-3p;","hsa_miR_4763_3p;","hsa_miR_4763_3p","hsa_miR_4763_3p"
"MIMAT0019914","hsa-miR-4764-5p;","hsa_miR_4764_5p;","hsa_miR_4764_5p","hsa_miR_4764_5p"
"MIMAT0019915","hsa-miR-4764-3p;","hsa_miR_4764_3p;","hsa_miR_4764_3p","hsa_miR_4764_3p"
"MIMAT0019916","hsa-miR-4765;","hsa_miR_4765;","hsa_miR_4765","hsa_miR_4765"
"MIMAT0019917","hsa-miR-4766-5p;","hsa_miR_4766_5p;","hsa_miR_4766_5p","hsa_miR_4766_5p"
"MIMAT0019918","hsa-miR-4766-3p;","hsa_miR_4766_3p;","hsa_miR_4766_3p","hsa_miR_4766_3p"
"MIMAT0019919","hsa-miR-4767;","hsa_miR_4767;","hsa_miR_4767","hsa_miR_4767"
"MIMAT0019920","hsa-miR-4768-5p;","hsa_miR_4768_5p;","hsa_miR_4768_5p","hsa_miR_4768_5p"
"MIMAT0019921","hsa-miR-4768-3p;","hsa_miR_4768_3p;","hsa_miR_4768_3p","hsa_miR_4768_3p"
"MIMAT0019922","hsa-miR-4769-5p;","hsa_miR_4769_5p;","hsa_miR_4769_5p","hsa_miR_4769_5p"
"MIMAT0019923","hsa-miR-4769-3p;","hsa_miR_4769_3p;","hsa_miR_4769_3p","hsa_miR_4769_3p"
"MIMAT0019924","hsa-miR-4770;","hsa_miR_4770;","hsa_miR_4770","hsa_miR_4770"
"MIMAT0019925","hsa-miR-4771;","hsa_miR_4771;","hsa_miR_4771","hsa_miR_4771"
"MIMAT0019926","hsa-miR-4772-5p;","hsa_miR_4772_5p;","hsa_miR_4772_5p","hsa_miR_4772_5p"
"MIMAT0019927","hsa-miR-4772-3p;","hsa_miR_4772_3p;","hsa_miR_4772_3p","hsa_miR_4772_3p"
"MIMAT0019928","hsa-miR-4773;","hsa_miR_4773;","hsa_miR_4773","hsa_miR_4773"
"MIMAT0019929","hsa-miR-4774-5p;","hsa_miR_4774_5p;","hsa_miR_4774_5p","hsa_miR_4774_5p"
"MIMAT0019930","hsa-miR-4774-3p;","hsa_miR_4774_3p;","hsa_miR_4774_3p","hsa_miR_4774_3p"
"MIMAT0019931","hsa-miR-4775;","hsa_miR_4775;","hsa_miR_4775","hsa_miR_4775"
"MIMAT0019932","hsa-miR-4776-5p;","hsa_miR_4776_5p;","hsa_miR_4776_5p","hsa_miR_4776_5p"
"MIMAT0019933","hsa-miR-4776-3p;","hsa_miR_4776_3p;","hsa_miR_4776_3p","hsa_miR_4776_3p"
"MIMAT0019934","hsa-miR-4777-5p;","hsa_miR_4777_5p;","hsa_miR_4777_5p","hsa_miR_4777_5p"
"MIMAT0019935","hsa-miR-4777-3p;","hsa_miR_4777_3p;","hsa_miR_4777_3p","hsa_miR_4777_3p"
"MIMAT0019936","hsa-miR-4778-5p;","hsa_miR_4778_5p;","hsa_miR_4778_5p","hsa_miR_4778_5p"
"MIMAT0019937","hsa-miR-4778-3p;","hsa_miR_4778_3p;","hsa_miR_4778_3p","hsa_miR_4778_3p"
"MIMAT0019938","hsa-miR-4779;","hsa_miR_4779;","hsa_miR_4779","hsa_miR_4779"
"MIMAT0019939","hsa-miR-4780;","hsa_miR_4780;","hsa_miR_4780","hsa_miR_4780"
"MIMAT0019940","hsa-miR-4436b-5p;","hsa_miR_4436b_5p;","hsa_miR_4436b_5p","hsa_miR_4436b_5p"
"MIMAT0019941","hsa-miR-4436b-3p;","hsa_miR_4436b_3p;","hsa_miR_4436b_3p","hsa_miR_4436b_3p"
"MIMAT0019942","hsa-miR-4781-5p;","hsa_miR_4781_5p;","hsa_miR_4781_5p","hsa_miR_4781_5p"
"MIMAT0019943","hsa-miR-4781-3p;","hsa_miR_4781_3p;","hsa_miR_4781_3p","hsa_miR_4781_3p"
"MIMAT0019944","hsa-miR-4782-5p;","hsa_miR_4782_5p;","hsa_miR_4782_5p","hsa_miR_4782_5p"
"MIMAT0019945","hsa-miR-4782-3p;","hsa_miR_4782_3p;","hsa_miR_4782_3p","hsa_miR_4782_3p"
"MIMAT0019946","hsa-miR-4783-5p;","hsa_miR_4783_5p;","hsa_miR_4783_5p","hsa_miR_4783_5p"
"MIMAT0019947","hsa-miR-4783-3p;","hsa_miR_4783_3p;","hsa_miR_4783_3p","hsa_miR_4783_3p"
"MIMAT0019948","hsa-miR-4784;","hsa_miR_4784;","hsa_miR_4784","hsa_miR_4784"
"MIMAT0019949","hsa-miR-4785;","hsa_miR_4785;","hsa_miR_4785","hsa_miR_4785"
"MIMAT0019950","hsa-miR-1245b-5p;","hsa_miR_1245b_5p;","hsa_miR_1245b_5p","hsa_miR_1245b_5p"
"MIMAT0019951","hsa-miR-1245b-3p;","hsa_miR_1245b_3p;","hsa_miR_1245b_3p","hsa_miR_1245b_3p"
"MIMAT0019952","hsa-miR-2467-5p;","hsa_miR_2467_5p;","hsa_miR_2467_5p","hsa_miR_2467_5p"
"MIMAT0019953","hsa-miR-2467-3p;","hsa_miR_2467_3p;","hsa_miR_2467_3p","hsa_miR_2467_3p"
"MIMAT0019954","hsa-miR-4786-5p;","hsa_miR_4786_5p;","hsa_miR_4786_5p","hsa_miR_4786_5p"
"MIMAT0019955","hsa-miR-4786-3p;","hsa_miR_4786_3p;","hsa_miR_4786_3p","hsa_miR_4786_3p"
"MIMAT0019956","hsa-miR-4787-5p;","hsa_miR_4787_5p;","hsa_miR_4787_5p","hsa_miR_4787_5p"
"MIMAT0019957","hsa-miR-4787-3p;","hsa_miR_4787_3p;","hsa_miR_4787_3p","hsa_miR_4787_3p"
"MIMAT0019958","hsa-miR-4788;","hsa_miR_4788;","hsa_miR_4788","hsa_miR_4788"
"MIMAT0019959","hsa-miR-4789-5p;","hsa_miR_4789_5p;","hsa_miR_4789_5p","hsa_miR_4789_5p"
"MIMAT0019960","hsa-miR-4789-3p;","hsa_miR_4789_3p;","hsa_miR_4789_3p","hsa_miR_4789_3p"
"MIMAT0019961","hsa-miR-4790-5p;","hsa_miR_4790_5p;","hsa_miR_4790_5p","hsa_miR_4790_5p"
"MIMAT0019962","hsa-miR-4790-3p;","hsa_miR_4790_3p;","hsa_miR_4790_3p","hsa_miR_4790_3p"
"MIMAT0019963","hsa-miR-4791;","hsa_miR_4791;","hsa_miR_4791","hsa_miR_4791"
"MIMAT0019964","hsa-miR-4792;","hsa_miR_4792;","hsa_miR_4792","hsa_miR_4792"
"MIMAT0019965","hsa-miR-4793-5p;","hsa_miR_4793_5p;","hsa_miR_4793_5p","hsa_miR_4793_5p"
"MIMAT0019966","hsa-miR-4793-3p;","hsa_miR_4793_3p;","hsa_miR_4793_3p","hsa_miR_4793_3p"
"MIMAT0019967","hsa-miR-4794;","hsa_miR_4794;","hsa_miR_4794","hsa_miR_4794"
"MIMAT0019968","hsa-miR-4795-5p;","hsa_miR_4795_5p;","hsa_miR_4795_5p","hsa_miR_4795_5p"
"MIMAT0019969","hsa-miR-4795-3p;","hsa_miR_4795_3p;","hsa_miR_4795_3p","hsa_miR_4795_3p"
"MIMAT0019970","hsa-miR-4796-5p;","hsa_miR_4796_5p;","hsa_miR_4796_5p","hsa_miR_4796_5p"
"MIMAT0019971","hsa-miR-4796-3p;","hsa_miR_4796_3p;","hsa_miR_4796_3p","hsa_miR_4796_3p"
"MIMAT0019972","hsa-miR-4797-5p;","hsa_miR_4797_5p;","hsa_miR_4797_5p","hsa_miR_4797_5p"
"MIMAT0019973","hsa-miR-4797-3p;","hsa_miR_4797_3p;","hsa_miR_4797_3p","hsa_miR_4797_3p"
"MIMAT0019974","hsa-miR-4798-5p;","hsa_miR_4798_5p;","hsa_miR_4798_5p","hsa_miR_4798_5p"
"MIMAT0019975","hsa-miR-4798-3p;","hsa_miR_4798_3p;","hsa_miR_4798_3p","hsa_miR_4798_3p"
"MIMAT0019976","hsa-miR-4799-5p;","hsa_miR_4799_5p;","hsa_miR_4799_5p","hsa_miR_4799_5p"
"MIMAT0019977","hsa-miR-4799-3p;","hsa_miR_4799_3p;","hsa_miR_4799_3p","hsa_miR_4799_3p"
"MIMAT0019978","hsa-miR-4800-5p;","hsa_miR_4800_5p;","hsa_miR_4800_5p","hsa_miR_4800_5p"
"MIMAT0019979","hsa-miR-4800-3p;","hsa_miR_4800_3p;","hsa_miR_4800_3p","hsa_miR_4800_3p"
"MIMAT0019980","hsa-miR-4801;","hsa_miR_4801;","hsa_miR_4801","hsa_miR_4801"
"MIMAT0019981","hsa-miR-4802-5p;","hsa_miR_4802_5p;","hsa_miR_4802_5p","hsa_miR_4802_5p"
"MIMAT0019982","hsa-miR-4802-3p;","hsa_miR_4802_3p;","hsa_miR_4802_3p","hsa_miR_4802_3p"
"MIMAT0019983","hsa-miR-4803;","hsa_miR_4803;","hsa_miR_4803","hsa_miR_4803"
"MIMAT0019984","hsa-miR-4804-5p;","hsa_miR_4804_5p;","hsa_miR_4804_5p","hsa_miR_4804_5p"
"MIMAT0019985","hsa-miR-4804-3p;","hsa_miR_4804_3p;","hsa_miR_4804_3p","hsa_miR_4804_3p"
"MIMAT0020299","hsa-miR-4520b-5p;","hsa_miR_4520b_5p;","hsa_miR_4520b_5p","hsa_miR_4520b_5p"
"MIMAT0020300","hsa-miR-4520b-3p;hsa-miR-4520-2-3p;","hsa_miR_4520b_3p;hsa_miR_4520_2_3p;","hsa_miR_4520_2_3p","hsa_miR_4520b_3p"
"MIMAT0020541","hsa-miR-5047;","hsa_miR_5047;","hsa_miR_5047","hsa_miR_5047"
