miRNA,patient2_platelets,patient3_platelets,patient4_platelets,patient5_platelets,patient6_platelets,patient8_platelets,patient9_platelets,patient10_platelets,patient11_platelets,patient12_platelets,patient13_platelets,patient15_platelets,patient16_platelets,patient17_platelets,patient18_platelets,patient19_platelets,patient20_platelets,patient21_platelets,patient14_platelets,patient7a_platelets,patient7b_platelets,patient7c_platelets,control1_platelets,control2_platelets,control3_platelets,control4_platelets,control5_platelets,control6_platelets,control7_platelets,control8_platelets,control10_platelets,control11_platelets,control12_platelets,control13_platelets,control14_platelets,control15_platelets,control16_platelets,control17_platelets,control18_platelets,control20_platelets,control19_platelets,control9a_platelets,control9b_platelets,control9c_platelets,patient2_Microvesicles,patient3_Microvesicles,patient4_Microvesicles,patient5_Microvesicles,patient6_Microvesicles,patient8_Microvesicles,patient9_Microvesicles,patient10_Microvesicles,patient11_Microvesicles,patient12_Microvesicles,patient13_Microvesicles,patient15_Microvesicles,patient16_Microvesicles,patient17_Microvesicles,patient18_Microvesicles,patient19_Microvesicles,patient20_Microvesicles,patient21_Microvesicles,patient14_Microvesicles,patient7a_Microvesicles,patient7b_Microvesicles,patient7c_Microvesicles,control1_Microvesicles,control2_Microvesicles,control3_Microvesicles,control4_Microvesicles,control5_Microvesicles,control6_Microvesicles,control7_Microvesicles,control8_Microvesicles,control10_Microvesicles,control11_Microvesicles,control12_Microvesicles,control13_Microvesicles,control14_Microvesicles,control15_Microvesicles,control16_Microvesicles,control17_Microvesicles,control18_Microvesicles,control20_Microvesicles,control19_Microvesicles,control9a_Microvesicles,control9b_Microvesicles,control9c_Microvesicles,patient2_PBMC,patient3_PBMC,patient4_PBMC,patient5_PBMC,patient6_PBMC,patient8_PBMC,patient9_PBMC,patient10_PBMC,patient11_PBMC,patient12_PBMC,patient13_PBMC,patient15_PBMC,patient16_PBMC,patient17_PBMC,patient18_PBMC,patient19_PBMC,patient20_PBMC,patient21_PBMC,patient14_PBMC,patient7a_PBMC,patient7b_PBMC,patient7c_PBMC,control1_PBMC,control2_PBMC,control3_PBMC,control4_PBMC,control5_PBMC,control6_PBMC,control7_PBMC,control8_PBMC,control10_PBMC,control11_PBMC,control12_PBMC,control13_PBMC,control14_PBMC,control15_PBMC,control16_PBMC,control17_PBMC,control18_PBMC,control20_PBMC,control19_PBMC,control9a_PBMC,control9b_PBMC,control9c_PBMC
hsa-miR-616,5.227671,5.118956,4.917236,5.322646,5.297147,5.367992,5.913521,5.188027,4.78056,4.805665,4.761006,5.754079,5.736864,5.473525,5.305412,4.576729,4.917168,5.084109,5.276231,5.324262,5.261966,5.078053,5.14115,5.211164,5.553095,5.340515,4.931818,4.560092,6.006132,5.152632,4.883461,4.501463,4.670273,5.610393,5.172153,5.261779,5.031715,4.86602,4.726901,5.980288,4.945489,5.07722,5.258957,5.152676,3.670308,4.359732,4.268802,4.046586,3.899087,4.144826,4.112476,4.485314,4.315254,4.720014,4.204853,4.121599,4.032131,4.057403,4.29181,4.061485,4.029808,4.842218,4.084848,3.929178,4.369648,4.400067,3.86422,4.155694,3.640661,3.813885,3.986616,3.739441,3.760572,4.3121,3.810674,4.230369,4.284019,4.356188,4.075036,3.979006,4.366403,4.4653,4.339173,3.862205,4.157223,4.63747,3.9623,4.333489,5.752297,5.044325,5.442312,4.56227,4.605437,4.562248,5.309974,5.149679,5.271769,4.420633,5.021591,5.341008,4.235044,5.83792,5.514409,5.119185,4.643777,4.976666,5.02683,4.230769,4.760822,5.320836,4.266085,4.917091,5.427957,4.529061,4.952802,4.615163,4.584559,4.492952,5.349975,4.633536,5.002037,4.106103,5.196754,3.686823,5.650794,4.58129,5.531958,4.749765,4.879688,5.164804,4.265326,5.546176
hsa-miR-617,3.785657,3.90376,3.736087,3.446703,3.965875,3.917402,4.084849,4.131648,4.070536,4.493827,3.785649,4.408841,4.413186,3.950091,4.04274,3.871918,3.715306,4.652215,4.226498,3.654135,4.045832,3.402707,3.858475,4.392511,4.094991,3.895928,4.245327,3.371766,3.598348,3.250867,4.029816,4.430868,4.458801,4.36999,3.841081,4.266695,4.313807,4.277768,4.349671,4.533501,4.66785,4.008348,3.595776,3.697885,4.429122,5.157932,4.321153,4.65169,4.171935,3.923196,4.095337,4.705566,4.051788,4.90205,4.046885,4.419109,4.136364,4.579983,4.119109,4.610479,4.079327,3.69019,3.977086,4.038903,4.149686,4.115334,4.520552,4.053093,4.347559,5.192514,4.309957,4.016494,4.04595,4.148712,5.138461,4.25872,4.212243,4.192292,4.129136,4.125768,3.601171,4.506631,3.742402,4.130827,3.713976,4.879629,4.268343,4.561489,4.338099,4.539417,4.087224,3.480138,4.10287,3.939125,3.461484,3.931211,3.987699,4.071583,4.171045,3.828653,4.191034,4.11025,3.905515,4.072138,4.354795,4.791375,3.641756,3.927227,4.026988,4.272131,3.875584,3.802734,3.813667,4.341367,3.831245,4.107791,4.660823,4.465011,4.229057,3.979991,3.768544,4.315906,4.065366,4.877952,3.584283,3.870775,3.590757,4.806652,3.401392,4.351769,4.653725,4.005073
hsa-miR-618,4.303591,4.417514,4.282785,4.218845,4.305344,4.030855,4.594563,4.639889,4.782969,4.590235,4.938425,4.787576,4.528283,3.950091,4.656867,4.026914,4.587532,4.409215,4.133461,4.518336,4.251546,4.940296,4.395453,4.582478,4.384925,4.197966,4.845472,4.859733,4.901626,4.622794,5.150847,5.028152,4.031465,4.037006,4.775655,4.429513,4.577452,4.675799,4.568434,4.491152,3.25591,4.193676,4.686064,4.329732,3.975324,3.848111,3.84583,4.765967,4.295498,4.193256,3.989076,4.476623,3.754618,3.964382,4.151389,4.268014,4.470778,4.10677,4.140849,4.653883,4.560938,4.273076,3.864833,4.405708,3.901417,3.957863,4.826629,4.588356,4.037523,3.92974,4.263376,4.29916,3.955928,3.961444,4.019846,4.230369,4.286165,4.193795,4.075036,4.464162,4.804664,3.989479,4.204811,4.220367,4.118673,4.277188,4.271164,4.434769,4.536825,4.301873,4.615779,3.911363,4.048491,4.637845,4.266735,4.587539,4.118536,4.782014,5.303794,4.372028,4.361751,4.739283,4.703756,4.449629,4.261271,4.588915,4.47699,4.48033,4.331664,4.58744,4.682307,3.944779,4.426299,4.342126,4.77993,4.463027,4.939857,4.463033,4.370805,4.385591,4.299445,4.498344,4.22969,4.584436,4.225952,4.469861,4.718653,4.626583,4.017861,4.343064,4.367778,4.582031
hsa-miR-619,4.012096,5.048653,4.283454,4.636458,4.721395,3.746898,3.884932,4.990416,4.590245,4.800236,5.211522,4.639009,4.666114,3.796329,4.943622,4.330183,4.024569,4.210106,5.092186,4.826664,4.703466,4.217557,5.077145,4.423958,4.501911,4.7998,4.345047,4.416567,4.006308,4.186157,3.735478,4.608018,4.873323,4.491731,4.957449,4.434636,4.132737,4.495124,4.295107,4.059785,3.963801,4.087171,4.600355,4.572653,3.874982,3.96182,3.974081,3.591977,3.840864,4.015419,4.19972,4.051822,3.694583,4.356185,4.148782,3.909169,3.91381,4.67237,4.132684,4.288718,4.128459,4.347596,3.80385,3.872711,4.674068,3.476,3.758083,4.553001,4.806267,3.809311,3.901657,4.622715,3.905846,3.802536,4.195097,3.915596,4.254979,3.72541,4.519655,3.966726,3.916487,4.035191,3.681314,4.799363,4.24252,3.863111,4.145006,3.425429,4.755191,5.063269,4.613516,5.085662,4.732472,4.839631,4.835326,4.671865,5.179582,4.267214,4.820594,4.555592,4.260326,4.534123,4.662083,4.94229,4.437695,4.567915,5.002823,5.029202,5.051173,4.996531,5.187097,4.538704,5.038401,4.853786,4.178937,5.22443,4.459984,4.837164,5.017311,4.715848,4.567268,4.687325,4.886549,4.955545,4.8008,4.583114,4.537057,4.234071,5.252853,4.903808,4.444469,4.812734
hsa-miR-620,3.320055,3.624408,3.616394,3.994334,4.366754,3.68987,3.846059,3.677211,3.534464,4.177911,3.832943,4.150793,4.184275,3.300977,4.000374,3.68454,4.237091,3.763883,4.005423,3.80341,4.041351,3.904002,4.446029,4.044892,3.228456,3.719177,3.939327,3.88562,3.806105,3.569932,4.06996,3.490559,4.287098,4.121405,3.841081,3.729222,3.764263,3.496893,4.08967,4.003665,4.124366,3.658201,3.96414,3.949648,4.065823,3.789394,4.097604,3.521711,3.795181,4.102702,3.933059,3.602386,4.273083,3.964382,3.587112,3.850696,4.076417,3.847296,4.064226,4.192944,4.268935,3.7403,3.977056,4.091168,4.102746,4.012957,4.295487,4.022422,4.03432,3.868037,3.849177,4.196498,4.256172,4.408477,4.224422,3.970679,3.764473,3.777022,4.168639,4.142837,3.715262,4.079498,4.15963,3.881548,3.905307,4.278074,4.009802,3.891749,4.005877,3.927858,3.916098,4.148573,3.675745,3.692164,4.053508,3.637294,3.774634,4.485174,3.538515,3.828653,3.933074,3.783786,4.129541,4.135401,3.998748,4.078378,4.801759,4.064483,3.949547,3.891232,3.117387,3.334533,4.37338,3.600206,3.996907,4.531673,3.419242,3.988206,4.112075,3.708832,3.86825,4.192928,3.860242,4.300478,3.875929,4.210429,3.779997,3.897257,3.831841,3.887484,3.356462,3.499511
hsa-miR-621,5.097657,4.098664,4.813138,4.280335,4.701475,5.40354,5.481343,4.049018,3.996957,4.269874,4.543193,5.154694,5.022699,5.313419,4.790999,4.549335,5.258647,5.23869,4.005423,5.285444,5.141437,4.953667,5.292327,5.769324,4.802219,4.934368,5.11336,5.071854,5.545971,5.529919,4.462147,4.568668,4.449287,4.85605,4.202335,4.815798,5.183535,4.67658,4.637613,5.14897,4.486248,4.714648,5.101435,4.979568,3.924906,3.789394,3.908836,3.378321,3.899087,4.202654,3.94887,3.664417,3.955566,3.977298,4.216795,3.235027,3.911131,3.729982,3.773935,4.173107,3.816236,2.966445,3.678234,3.75604,4.239304,3.326734,3.922465,4.251571,4.087841,3.810859,3.999835,3.848799,3.807879,3.340145,3.406496,3.858326,3.622136,3.55704,4.331056,3.479586,3.968391,3.623248,4.250917,3.609884,4.037767,3.700524,3.817538,3.278483,4.158657,3.924642,4.718801,3.695571,3.932261,3.823014,4.837454,3.93763,4.879041,5.031615,4.473809,4.168696,4.234098,4.714604,4.043578,4.567763,4.5407,4.41151,4.524576,4.836243,4.114047,4.234759,3.884922,4.39786,4.681982,4.253913,4.294636,2.739308,4.40281,4.659922,4.151083,4.487432,4.19864,4.176393,3.997057,4.375118,4.181623,4.053487,4.154319,4.307524,4.216774,4.13113,3.542351,3.500874
hsa-miR-622,3.675511,3.856202,4.617636,4.869279,4.543421,4.286777,3.920955,4.373916,3.837634,4.680047,4.368109,3.162508,3.880391,3.523387,4.686883,4.492187,4.288529,4.509957,3.571069,4.280438,3.649115,3.672954,4.84865,4.054113,4.38834,4.377474,4.282668,4.423672,3.516617,4.239595,3.318971,4.198486,4.856504,3.772166,4.116555,4.272016,4.58008,4.455302,4.076546,4.569614,3.154856,4.464007,4.191917,3.847316,4.72313,3.607366,4.434531,3.940824,4.444736,3.973142,4.201426,4.297617,3.578713,4.186225,4.27557,5.100933,3.731617,3.481427,4.03558,4.210663,4.401632,4.234643,3.977056,4.57288,4.289807,4.010115,4.096907,4.251571,3.706373,4.131184,4.093763,4.341612,4.467605,4.064068,4.025292,4.12718,4.730079,4.02138,4.331056,3.740781,3.534001,3.170783,4.063989,4.062654,4.249931,4.580976,3.651408,4.247314,3.788424,4.385371,4.716354,3.708729,3.93418,2.786763,3.860419,4.226703,4.07227,4.05497,3.992824,3.93166,4.525907,4.050447,3.524652,4.031919,4.178699,4.237974,4.314878,3.721894,4.03458,4.075989,4.61567,4.456046,4.054792,4.227993,3.998523,3.976522,4.658076,4.041056,4.301613,4.561039,4.264546,4.476367,4.542663,4.174432,4.368203,3.824045,4.155152,4.384215,4.014977,4.176376,4.936722,4.093386
hsa-miR-623,4.754711,4.681356,4.165665,4.280191,4.088587,4.161296,3.889395,2.910803,4.818479,4.043386,3.541605,4.335884,3.894769,4.350519,4.132624,3.781096,3.485726,2.642127,4.325776,4.673221,4.041351,3.338727,3.991751,4.615263,4.033429,3.588774,4.02171,4.087999,4.185533,4.507196,3.219283,4.522915,3.361688,4.864753,4.573925,4.002671,4.378383,4.905383,4.002698,4.113985,4.66785,4.146529,3.974771,4.537006,3.773865,4.081463,4.730239,4.184962,4.384209,4.611327,4.290642,4.569268,3.860455,5.092898,3.897539,4.268014,4.131817,4.584219,4.232472,3.550342,4.633544,3.976247,4.524476,4.150281,4.296992,3.957863,4.237614,4.495395,4.20119,3.979786,4.815605,4.29096,4.338536,4.505435,4.32102,4.531832,4.657186,4.10756,4.417097,3.919634,4.24217,4.124293,3.618654,4.827471,4.062188,4.71769,4.592461,4.647308,4.34987,4.609313,4.978076,3.480138,5.082099,4.599558,4.44748,4.56233,3.391623,3.926395,4.327317,4.614237,4.229154,4.664238,4.631762,3.988879,5.140436,3.99776,4.178697,4.066176,4.658946,4.30564,4.218541,4.810226,4.242036,4.773426,4.654753,4.518431,3.881752,4.492475,4.95223,4.149744,3.982061,3.857745,3.811029,4.649278,3.861965,4.208808,4.501184,4.529531,4.540134,4.13197,3.601372,4.048648
hsa-miR-624-star,4.856133,4.880326,4.206919,5.519024,5.599699,5.055171,5.724216,5.341575,4.060308,4.68714,4.670451,5.830477,6.399169,6.0185,4.539893,5.720734,5.858082,4.600564,3.703513,4.82115,5.066396,5.922506,3.741077,5.621468,5.868186,5.615924,6.143166,5.109031,4.315335,4.577891,6.066437,5.639773,3.262858,5.231369,3.681083,5.454522,4.759135,5.389979,5.943782,5.469285,4.041983,5.568175,5.266916,6.314704,3.981066,3.727331,4.042476,3.938315,4.171935,3.923196,4.14286,4.290887,4.09672,4.243884,4.484332,3.742178,3.527479,4.363111,3.985183,4.210663,4.03265,4.146392,3.678234,3.826606,3.615268,4.063284,4.020188,3.887808,4.087841,4.084143,3.999835,3.739441,4.045037,3.961444,3.738644,3.53514,3.944675,3.981786,4.072309,4.318624,3.760154,3.850576,4.462119,4.114483,4.363934,3.961029,3.912829,4.131914,4.642506,3.871518,4.267353,4.291296,4.733755,5.080788,4.837045,4.785853,4.782255,5.100132,5.142131,4.124159,5.205104,5.490034,4.410808,5.018171,4.53792,4.928207,4.437412,4.412295,4.430149,4.471458,4.780798,4.945231,4.450003,4.601087,4.575356,4.764781,5.033525,4.858181,4.721014,4.491385,5.425202,4.747708,4.567776,4.174238,5.940156,5.346099,4.53617,5.180672,3.969352,4.875009,4.432142,4.261892
hsa-miR-624,3.629754,3.561417,3.415725,3.56573,3.687127,4.089437,3.756832,3.870793,3.166411,3.575943,3.003692,3.926188,4.257862,3.878623,3.32828,3.58832,3.30653,3.973074,4.013441,3.924905,4.041735,4.071557,3.799101,4.048441,3.884318,3.519573,3.355939,3.656561,3.516617,2.972417,3.690507,4.140882,3.616971,3.292797,4.594245,3.725599,4.032413,4.022591,3.87534,3.468869,3.944475,3.376037,3.974771,3.161606,3.670308,3.96735,4.451131,3.654021,4.289181,4.060751,3.777722,4.099267,4.450248,4.112723,3.889501,4.221555,4.073387,3.901712,4.000352,3.9749,4.070165,3.277176,4.13408,3.752125,3.899694,3.792176,3.916025,5.009258,4.24896,3.565091,3.952893,4.002102,4.094505,3.801248,3.796849,4.082798,4.019656,4.01754,3.786765,4.069254,3.409607,4.42396,3.741553,4.551111,3.628243,3.911783,4.10151,4.032205,4.246287,3.421036,3.684365,3.038431,3.804688,3.400611,3.627252,3.338919,3.773762,3.748823,3.891989,3.467686,3.289568,3.67615,3.700398,3.844595,3.204252,3.247613,4.130649,3.829232,4.034934,2.974544,3.204458,3.754681,3.58284,3.186914,3.887268,3.413719,4.186413,3.644343,3.849368,3.434532,3.566381,3.52532,3.591929,3.442343,3.277188,3.427742,3.135191,3.552063,3.461641,3.670047,3.707433,3.364302
hsa-miR-625-star,4.925545,5.526395,5.725932,4.216434,5.540624,5.08531,5.35382,5.03895,5.460977,5.560264,4.876994,4.550469,5.257996,5.167158,4.57309,5.085619,5.138083,5.237026,4.918672,4.694585,5.088773,4.610162,5.717903,5.275933,5.577095,5.519796,5.204315,5.255414,5.020731,4.962494,3.22709,5.129426,5.026904,5.005075,4.688117,5.334922,5.135556,4.884731,4.219457,5.85215,5.723363,4.912222,5.158804,5.067384,5.972108,6.570706,7.470078,6.247401,6.313973,6.903713,5.019598,6.693575,5.744722,6.215627,6.809186,6.652985,5.975921,6.745801,4.849434,6.037971,6.500767,6.624132,7.050447,5.800105,6.27106,6.3178,7.308673,5.904389,6.542794,6.145301,5.608994,6.510876,6.410447,5.144373,7.206834,7.493627,6.887847,7.233056,6.649612,6.987363,6.681929,7.039662,6.523448,5.669433,5.067242,6.696111,6.475984,6.71983,5.064083,5.001533,4.86664,4.679045,4.642296,4.856475,4.959408,5.395094,4.72557,4.938159,5.178716,4.40983,4.428451,4.642222,4.813494,5.046047,5.190705,4.55769,5.132801,4.758385,4.950649,4.743839,4.778907,4.367447,4.259529,4.554369,4.707065,5.05992,4.58627,4.635493,4.191382,4.632479,4.516232,4.43748,4.62033,5.105556,4.506208,4.662604,4.612674,4.593219,4.542437,4.050653,4.837219,4.645334
hsa-miR-625,12.49524,11.4803,12.39884,12.02258,12.90021,11.84511,13.83078,12.70858,12.04251,11.79409,12.17732,12.38019,12.67106,12.33829,11.92301,11.81959,13.34433,11.64406,11.99715,11.98443,11.87483,11.9254,12.21887,11.52072,11.76973,12.56133,12.85497,11.82863,12.1859,12.5589,12.19181,11.54134,13.21964,12.01344,12.47275,11.94195,13.15483,11.93719,12.37007,13.38713,13.03752,11.96161,12.15165,11.79232,6.396646,3.848111,5.042482,5.500856,5.431898,4.355715,7.133944,4.157988,4.655704,5.103506,4.551497,4.512326,4.341761,4.155769,5.876828,4.931202,5.064176,4.386303,4.763797,4.756811,4.40133,4.564049,4.344323,4.256588,4.41261,5.022577,5.173178,3.794058,5.245311,5.24383,4.284401,4.465187,3.947124,4.926882,4.412646,4.142837,4.283817,4.917153,4.013267,5.304944,6.285181,4.88339,4.681828,4.634972,11.14057,10.79346,11.79509,10.94733,10.89054,10.8764,12.29056,10.95806,11.49439,11.085,11.79629,10.54073,11.38226,11.3175,10.7034,10.86799,11.76177,10.86445,11.37856,10.56272,10.57339,10.72665,11.04678,10.80927,10.94917,11.21674,11.34245,11.22831,10.82373,11.41662,10.97642,10.65983,11.2941,11.34379,10.67124,10.94047,11.34146,10.89675,11.12691,11.84135,11.47925,10.77849,10.76698,10.96204
hsa-miR-626,4.876936,5.09549,5.493861,4.909401,5.514637,5.325001,5.565038,5.090801,5.505942,5.377551,5.320179,5.527339,5.372939,5.586318,5.950198,5.663877,5.254716,5.527442,4.717854,5.498712,5.363801,4.891569,5.260874,5.459188,4.946387,4.7056,4.994648,5.072356,5.853275,5.529919,5.304014,4.761415,4.561804,5.006877,4.775655,5.334922,6.1475,5.631453,5.616665,5.677896,4.965338,5.03908,5.716476,6.117702,4.020617,3.789394,3.920308,3.940824,4.040166,4.269954,4.347469,4.520615,4.056454,3.862216,3.889501,3.732962,3.85273,3.849368,4.487432,4.210663,3.758943,4.21877,4.200544,4.19802,3.955256,3.79504,4.028297,4.202617,3.87354,4.761647,3.795498,3.682782,4.253295,4.018476,4.175792,3.799921,3.942262,3.974052,4.461327,4.172761,4.108882,4.339677,4.290998,3.905132,4.145939,3.91869,3.762745,4.368737,4.838331,4.88373,5.061222,4.436553,5.214434,4.889508,4.976595,4.921151,5.367874,4.959582,5.514696,5.244889,5.496263,4.959031,4.890545,4.703387,5.291938,4.639761,5.094167,5.425183,5.465015,5.386549,5.233394,5.293803,5.149817,5.583903,4.64904,4.460874,4.839674,5.285461,4.97883,5.208982,4.607986,5.141937,4.861751,5.255847,4.769516,4.939719,5.005373,4.835557,4.86919,4.902357,4.401983,4.861081
hsa-miR-627,6.559348,6.365077,5.605933,6.099761,6.303397,5.787777,6.963896,5.863221,5.879237,5.615064,6.162666,6.269286,7.340123,6.565959,6.370125,5.973592,6.578312,5.549041,4.866151,6.041018,5.965675,6.149311,5.452384,6.486711,6.309935,5.988803,6.618918,5.925616,6.617337,5.998521,6.323899,6.027673,5.705163,6.23083,5.998108,6.678146,6.126405,6.080085,6.729716,7.150687,6.117791,6.350768,6.653429,6.465611,4.207139,4.514157,3.715423,4.095774,4.130267,4.202654,4.234656,3.724827,3.694583,4.108383,4.051328,3.799077,4.073387,3.611431,4.602143,4.019778,3.929049,3.638409,3.805288,3.872711,4.150381,4.164827,4.158526,4.103315,4.142981,4.172061,3.795498,3.952974,4.094505,4.191916,4.607921,3.53514,4.024144,3.674639,3.934773,3.679597,4.108882,4.081361,3.859969,4.113586,4.340251,3.524262,4.088867,3.789575,5.560686,5.474082,5.520323,5.239982,5.703374,5.822366,6.132216,4.473491,5.233822,5.338521,6.270507,5.176631,5.386382,5.980366,5.304816,5.520724,5.475599,5.436036,5.266019,5.586761,5.714044,5.079479,5.836006,5.349081,6.047443,5.710886,5.188963,5.041571,5.828066,5.673777,5.333691,5.35453,5.575396,6.191565,6.345398,5.288843,6.750649,5.72426,5.57267,6.04021,6.175465,5.009423,5.936707,5.707306
hsa-miR-628-3p,10.69373,10.08067,9.935106,9.640337,10.69807,10.91385,10.98111,10.06225,9.902859,10.14947,9.576703,10.90912,11.17929,10.5562,10.65333,10.59721,10.59138,10.24942,10.12959,10.13413,10.00973,10.14896,10.65092,10.72003,10.27085,10.76815,10.62518,9.923409,11.07346,11.01161,10.94058,9.65225,11.07023,9.857829,11.27757,10.41681,11.36198,10.08144,10.67656,11.67153,11.02217,10.25657,10.55405,10.46409,4.590655,3.663372,4.097604,3.718688,4.289181,4.486491,5.180817,3.946457,4.100832,3.5179,3.942033,3.732962,3.598678,3.962408,5.184156,4.057738,4.079327,4.267994,3.977056,4.380075,4.338102,4.218226,3.646598,4.203591,3.818296,3.920606,4.225481,4.149481,4.212842,3.908618,3.610627,3.858326,4.060061,3.723971,4.302454,4.072246,4.198866,3.515754,4.420072,4.114483,4.949477,4.057388,4.232397,4.032205,8.896873,8.227057,9.579103,8.580261,8.294598,8.851954,8.633116,8.557306,9.799515,9.168931,9.770513,9.071703,9.588769,9.09021,8.25751,8.629436,8.660611,8.413427,9.619606,8.096843,8.203238,8.183696,9.329617,8.664805,8.483578,8.47236,8.808659,8.23096,8.654938,8.863159,8.901513,8.442093,8.762418,9.054514,8.69792,8.444984,9.383555,8.773817,8.509012,9.212391,8.464148,8.559237,8.248768,8.45187
hsa-miR-628-5p,7.400465,7.56747,6.890652,6.470084,7.203496,7.809242,7.928497,6.837669,6.037558,6.616282,6.320831,7.541169,8.357145,6.894346,7.260316,6.853703,7.406128,6.782321,5.960763,6.876375,7.161967,6.718377,7.506738,7.493227,7.439171,7.661282,7.102482,6.860104,7.942482,7.784408,8.081228,6.819874,7.878176,7.003497,7.438684,7.950089,8.841595,7.439131,7.716962,9.295201,7.678901,7.263759,7.169763,8.050364,7.152408,5.573054,5.537512,5.223883,5.510545,5.348411,4.641614,6.223049,5.93725,5.809513,6.931687,5.955592,5.81712,5.107981,4.539751,4.403528,5.701305,5.971955,6.274425,6.203094,5.443207,5.685003,6.108224,5.953705,5.036729,5.40689,4.181879,5.810223,5.666354,4.267548,4.482276,5.340698,4.356771,5.018902,4.168639,4.995639,4.283797,4.460148,4.793182,4.346861,4.441436,5.173348,4.58421,4.204588,5.669023,4.940213,6.304409,6.031132,5.422131,6.241205,6.153683,6.342611,6.70184,6.627185,6.888731,6.77393,6.520092,6.628097,5.180774,6.626429,6.400966,4.945845,6.42084,5.776791,5.92095,5.54506,6.949267,6.101345,6.033796,6.167552,5.626769,5.979168,6.148289,6.212823,4.977827,5.41962,6.281617,6.198624,6.167409,5.587397,7.81418,5.772431,5.627008,5.704909,5.651213,6.298937,5.864395,5.822605
hsa-miR-629-star,6.464314,5.980193,6.357049,7.775189,7.191722,6.816184,7.003106,7.585593,6.88483,7.302594,7.577036,7.166574,6.3197,6.950341,6.440181,6.469298,6.911062,6.517281,7.534615,7.247728,7.050457,6.966164,6.036008,6.350002,5.776041,6.458205,6.751159,6.327376,6.139689,6.514199,6.297719,7.189104,5.713242,6.625604,6.638572,6.72666,6.217506,5.979578,6.844033,5.93107,6.997912,6.674899,6.922245,6.59101,4.311352,4.359732,4.752496,3.587951,4.368402,4.78743,4.614748,4.989459,4.358457,4.061563,4.459666,4.071273,3.910451,4.251726,4.374774,4.173107,4.224432,4.473101,3.864162,4.479808,4.102746,4.213994,4.065346,3.99667,4.20119,4.268015,3.954284,4.29096,4.088447,4.120539,3.853707,3.800065,4.317589,5.013089,4.215793,3.678596,4.404725,4.297421,4.065953,4.546447,4.422687,4.31821,3.964667,3.73423,7.72124,7.686668,7.677067,7.708211,7.433514,7.664655,7.211803,7.780775,7.443093,7.480872,7.15416,7.431255,7.016135,7.399946,7.775503,7.909655,7.345736,7.689245,7.766809,7.342662,7.112072,7.642738,6.308321,7.718243,7.603286,7.455042,7.901081,7.961138,7.564976,7.205804,7.705228,7.444245,7.788239,7.563016,7.588326,7.587489,7.305978,7.419594,7.908208,7.7348,7.756855,7.722661,7.45572,7.771831
hsa-miR-629,10.36901,9.823055,9.706504,9.922512,9.930364,10.31521,10.55888,9.99585,9.743324,9.895693,10.04455,10.11894,10.15701,10.00669,9.805678,9.903122,10.19415,9.302279,10.00368,9.914926,9.60114,9.723625,9.270823,9.499087,9.434373,9.704051,9.665249,9.558704,10.42071,8.395919,10.17579,9.386151,10.32824,9.299751,10.86337,9.631041,10.55197,9.512847,9.94518,10.07004,9.843069,9.509979,9.807198,9.718533,4.338559,4.070262,4.251509,4.91678,4.479171,4.65238,5.072013,4.202118,4.550679,4.630861,4.586072,4.821438,4.124844,4.011639,5.249854,4.320805,4.143981,4.104379,4.851309,4.193909,4.239304,4.328494,3.969314,4.665703,5.06884,4.348195,4.883916,4.292418,4.766376,3.486161,4.55587,4.479582,4.659213,4.724306,4.027802,4.276553,4.15487,4.921431,4.063989,4.467562,5.274087,3.966002,4.926137,4.757756,9.462288,9.79922,9.908151,9.661444,9.442924,9.29513,9.361658,9.608671,9.608764,9.554153,9.513946,9.282594,9.260731,9.630864,9.500648,9.315149,9.42948,9.143679,9.778351,9.10467,8.853931,9.135816,9.065003,9.277988,9.174144,9.116386,9.398923,9.746564,9.340022,8.526382,9.511245,9.281968,9.73356,9.321573,9.372719,9.34222,9.93727,9.211683,9.44411,8.879049,9.520031,9.397826,9.33042,9.602052
hsa-miR-630,3.675511,3.624606,3.264682,3.2462,3.582331,3.801612,3.211377,3.454433,3.471997,3.744191,3.713014,3.538771,4.226365,3.622999,3.078058,3.040392,3.462619,3.460045,2.933579,3.558347,3.701965,3.816352,3.684759,4.209622,3.526353,3.660324,3.544059,3.846379,4.42867,3.778865,3.307821,3.494283,3.446094,3.999652,3.994345,3.81686,3.599992,3.780495,3.527025,3.106222,4.304244,3.661743,3.703143,3.471889,3.773865,4.375006,4.095447,4.088354,3.364526,4.106968,3.933059,3.998859,3.855023,4.702547,3.775291,3.401543,4.197262,4.398236,3.960696,3.9749,3.762251,4.146392,3.742409,4.50144,3.908143,3.904455,3.758083,4.002488,3.640661,4.463178,4.141775,4.162127,4.81579,3.553802,4.030779,4.43464,3.764696,4.152315,3.994441,3.85635,4.061873,3.990438,3.800193,3.850398,4.203844,4.327124,4.232397,3.73423,3.72235,3.755996,3.745111,3.255842,3.180417,3.130718,3.341783,3.69074,3.464609,3.503041,2.986683,3.888012,3.805176,3.733102,4.175247,4.200638,2.943379,3.322187,3.641756,3.878432,3.763281,3.897301,3.577471,3.467357,3.415197,3.547722,3.783954,3.716518,3.412905,3.755833,3.402893,4.112301,3.6747,3.761129,3.532587,3.686823,3.52863,3.719069,3.83525,3.092654,4.051961,3.669994,3.707433,3.68177
