ID,AR-30,AR-33,AR-41,AR-43,AR-44,AR-46,AR-50,AR-52,AR-57,AR-58,AR-84,AR-85,AR-86,AR-87,N-18,N-20,N-27,N-31,N-37,N-45,N-48,N-49,N-51,N-53,N-54,N-55,N-56,N-64,N-65,N-92,CTL01_LVntr_1,CTL24_HPntr_1,PMC01_PCntr_1,RBC01_PCntr_1,HUV01_PCntr_1
hsa-let-7a(3),4323,2296,7830,5266,506,217,18475,24413,9630,899,33318,95895,11819,77581,1346,13631,5,7697,13235,1161,10579,56741,2532,7177,13224,188,157,1845,7884,6268,62908,15989,58374,26398,21838
hsa-let-7a*(2),31,1,23,2,0,79,0,606,0,0,564,2850,0,1,0,0,0,10,30,94,153,0,211,0,0,0,0,0,0,507,326,47,516,35,82
hsa-let-7a-2*,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,22
hsa-let-7b,14220,8858,17836,25831,265,613,69671,72426,63954,4668,95364,349886,24317,377055,6541,65712,0,29685,26796,5294,24797,199360,5452,11276,46698,681,1207,2626,28468,18312,9309,4729,11017,7949,2355
hsa-let-7b*,314,0,121,52,0,0,1486,853,205,0,965,2305,1228,2136,37,252,0,78,280,47,155,44,211,475,0,0,0,377,949,0,52,22,45,6,10
hsa-let-7c,797,135,589,190,9,11,5096,588,518,674,7185,23970,717,5149,71,958,0,485,356,111,1330,4688,4,577,95,27,31,11,192,739,6100,3323,1504,107,2341
hsa-let-7c*,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,9
hsa-let-7d,760,286,2441,1939,2,108,1358,7086,1738,920,4810,24163,2223,18816,267,2585,0,2283,3425,347,1873,8294,517,1403,3085,6,483,169,1935,3889,9163,814,825,6526,2149
hsa-let-7d*,2472,1632,1152,935,309,21,5555,7197,3071,385,6399,36441,3519,9531,974,767,0,2112,5461,683,1088,4947,561,9092,6184,0,0,0,5422,4058,241,40,291,34,168
hsa-let-7e,86,28,119,92,19,34,282,341,590,14,887,1507,642,1935,41,51,0,294,196,64,377,683,9,119,231,11,16,31,135,105,4760,340,1376,38,3353
hsa-let-7e*,6,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,380,0,0,0,0,0,0,0,0,43,6,4,0,23
hsa-let-7f(2),885,1996,2697,1842,19,85,5329,11231,6735,311,12164,37443,2956,24787,327,9689,0,3424,4221,344,4202,19373,845,3440,9510,90,344,1963,6143,6476,83623,14560,59527,43009,25202
hsa-let-7f-1*,11,0,34,7,0,0,5,148,0,0,4,1019,0,1,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,34,3,70,1,28
hsa-let-7f-2*,13,0,15,12,0,0,0,4,0,0,1,990,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,10,6,20,5,15
hsa-let-7g,1142,1074,2972,2695,9,117,7123,9972,2069,1,14179,52869,1492,27111,649,14074,0,3324,4580,530,5125,24057,1297,3675,5692,32,18,17,4062,5360,23276,5208,38164,11458,5967
hsa-let-7g*,92,0,32,40,0,0,0,653,0,0,647,1406,581,657,11,0,0,13,88,2,234,0,0,0,0,0,0,0,0,0,81,13,41,8,5
hsa-let-7i,2566,2826,8221,8440,629,456,16507,24366,20511,0,29601,160339,7459,71892,1486,48087,335,9331,19144,1146,13092,83303,3163,6618,23897,63,317,24,11606,14590,10880,2806,16748,10247,21164
hsa-let-7i*,216,5,549,443,0,9,2066,1385,0,0,700,8256,1358,4358,35,0,0,135,484,5,0,839,0,0,0,0,0,0,1417,727,614,55,335,50,162
hsa-miR-1(2),21,0,11,14,4,57,0,807,0,0,0,998,0,0,8,145,0,23,52,12,0,0,158,0,0,0,0,594,0,332,680367,80,406,5,9
hsa-miR-1-1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,1,0,0
hsa-miR-1-2*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
hsa-miR-100,15404,3492,6422,401,552,194,40057,15793,3304,6,20532,120843,28399,51312,294,2573,0,736,1998,354,2635,25573,6737,1956,1792,26,38,2,1430,568,1922,2937,46,0,25398
hsa-miR-100*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,509
hsa-miR-101(2),6550,1342,2974,19859,26,2070,43785,51510,40324,3170,130077,309089,12419,136113,5205,111229,3,14374,42773,2156,36645,129878,8850,15995,34424,35,31,1059,20154,16685,22637,7665,13415,7340,2613
hsa-miR-101-1*,52,5,24,88,0,13,0,0,825,15,0,2690,0,0,1,282,0,151,98,35,0,403,0,0,0,0,0,0,346,786,321,35,90,9,11
hsa-miR-101-2*,0,0,0,7,0,0,0,0,0,0,0,540,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,2
hsa-miR-103(2),3904,2974,10772,17379,11,538,19685,18591,33653,2576,28974,134040,20423,47697,1786,65416,0,18652,19349,1767,6812,47507,4838,9491,26063,42,22,600,11231,10596,17925,6189,9870,26501,18596
hsa-miR-103-1*,0,0,2,1,0,0,0,0,33,0,0,3,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3
hsa-miR-103-2*,0,0,50,52,0,0,0,0,715,0,0,1890,0,0,0,0,0,10,65,19,0,0,0,0,0,0,0,0,505,0,7,3,12,1,37
hsa-miR-105(2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-105*(2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-106a,54,522,343,786,1,39,2867,2114,942,4,2260,8784,24,4536,32,1948,0,227,305,29,346,1505,548,4,867,0,0,175,24,467,75,35,246,894,379
hsa-miR-106a*,0,0,0,12,0,1,0,0,0,0,0,0,0,0,3,0,0,10,17,0,0,0,0,0,456,0,0,0,0,0,4,0,10,14,0
hsa-miR-106b,1589,1153,4939,8907,449,519,18733,20611,10271,0,33631,98513,5360,42723,1274,24421,0,6142,11875,992,6796,35828,1450,4541,15600,14,14,1420,7007,13316,3468,2034,7767,16235,11680
hsa-miR-106b*,3267,1409,4424,10959,599,306,9379,10454,21155,266,20169,78709,3810,31837,1449,19424,592,5917,16386,1696,4787,37072,1630,3217,9443,15,9,694,5623,4205,42,126,290,342,420
hsa-miR-107,1272,531,3013,5256,3,194,6280,3859,10820,1011,9322,35741,6102,18128,390,18589,0,2307,5513,477,1124,15014,1626,1095,3267,0,2,289,2975,1452,2601,706,752,2707,1379
hsa-miR-107*,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2
hsa-miR-10a,1703,13,1228,577,8,43,1806,12623,3,505,12168,11439,1797,10622,384,1567,0,973,1736,278,4266,1931,1703,1272,1897,44,569,1947,1159,880,1408,1998,560,2,2211
hsa-miR-10a*,11,0,13,1,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,26,37,9,0,106
hsa-miR-10b,4784,1054,4784,1544,19,56,3530,16752,751,531,18704,15174,7027,14117,1466,2048,0,2128,5328,2265,9200,7974,4534,4202,7463,15,52,2031,4028,4686,2270,88,869,0,3410
hsa-miR-10b*,22,0,11,13,0,0,0,0,0,0,0,0,0,0,2,0,0,5,10,8,0,0,0,0,0,0,0,3,0,0,19,1,1,0,165
hsa-miR-1179,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,30,0,2
hsa-miR-1179*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-1180,75,392,190,326,3,21,1022,1868,204,0,910,2620,880,3067,38,218,0,185,166,109,949,1425,0,465,2192,0,1,0,467,0,6,1,1,15,40
hsa-miR-1180*,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1185-1-3p,0,0,0,11,0,0,0,0,0,0,0,1162,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,7,0,33,4,102,0,324
hsa-miR-1185-2-3p,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,0,76
hsa-miR-1185-5p(2),0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,29,0,36
hsa-miR-1193-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1193-5p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-1197,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52,0,46
hsa-miR-1197*,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-122,999747,351896,485188,7319,6399,7933,1683692,749479,64710,3989,1253308,5978229,817602,1910605,2871,33497,219,13639,6845,2446,67835,267794,125012,18620,36472,8378,1257,9276,38453,42792,4,98066,0,0,1
hsa-miR-122*,218,0,250,12,0,0,0,0,0,0,944,5973,0,505,0,0,0,3,0,3,0,0,0,0,411,0,0,0,1,0,0,322,0,0,0
hsa-miR-124(3),128,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,3,6,0,0,1
hsa-miR-124*(3),0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1245-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1245-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-1247,122,0,27,11,0,0,1,1,0,0,0,551,0,567,6,0,0,3,8,5,0,0,0,0,0,0,0,0,0,0,3,11,1,0,1
hsa-miR-1247*,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
hsa-miR-1249,23,0,13,37,0,0,0,73,0,0,110,662,1,0,23,0,0,28,52,37,0,0,237,0,47,0,0,0,0,0,1,1,28,1,1
hsa-miR-1249*,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,12,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1
hsa-miR-1250,18,0,11,10,0,0,0,0,0,0,0,0,600,0,0,0,0,28,45,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
hsa-miR-1250*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1251,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-1251*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
hsa-miR-1252*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-1255a-3p,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
hsa-miR-1255a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,14
hsa-miR-1255b,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-1255b*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1256-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2
hsa-miR-1256-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
hsa-miR-1258-3p,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
hsa-miR-1258-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-125a,2001,3,858,931,457,34,3115,9666,2225,285,14723,37352,3061,10615,1605,1449,0,3178,3191,2972,2777,4508,797,4541,4023,30,28,1388,5985,4163,5268,1016,879,2,473
hsa-miR-125a*,2,0,31,7,0,1,0,573,0,0,0,218,500,0,2,0,0,24,51,0,391,0,0,0,0,0,0,0,491,0,22,3,1,0,135
hsa-miR-125b(2),21584,4176,5821,862,883,167,57983,37508,3173,902,88470,300696,27030,76716,1134,2162,11,2381,2829,3742,5873,23066,7097,3355,4919,96,54,597,3078,680,14462,4425,216,7,3040
hsa-miR-125b-1*,20,0,0,0,0,0,0,9,0,0,0,340,0,0,0,0,377,0,7,8,0,1,0,0,0,0,0,0,0,0,93,4,2,0,154
hsa-miR-125b-2*,1298,0,496,63,1,0,3940,606,1,0,1359,9928,3270,2070,6,345,0,29,56,37,0,592,0,2,0,4,0,0,0,0,307,226,1,1,366
hsa-miR-126,7963,2856,11449,7539,25,234,16163,28304,15971,3754,28292,299699,11261,53434,1800,11915,0,12309,14370,2332,11790,38835,3159,8920,14082,26,46,1222,9334,10544,86593,19302,38601,3383,96175
hsa-miR-126*,1227,271,2728,510,4,58,5972,9423,3378,2282,9106,115816,2714,14537,402,5668,0,3013,3221,164,2634,6501,835,3674,8798,8,11,501,3488,7529,43226,2697,10043,928,24654
hsa-miR-1263-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1263-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1264*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-1266*,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
hsa-miR-1269*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-127-3p,112,0,161,133,2,11,583,3642,295,0,1789,8199,1082,2320,94,750,0,1378,647,425,735,2330,0,2584,1067,4,20,648,671,1698,506,293,1117,1,1575
hsa-miR-127-5p,0,0,0,0,0,0,0,0,0,9,5,619,0,0,0,0,0,45,13,0,0,0,0,446,0,14,2,0,0,0,157,46,89,0,1331
hsa-miR-1270(2),0,0,9,2,0,4,0,0,963,0,0,1071,468,0,0,0,0,36,78,0,0,272,0,0,496,0,0,1,0,0,1,1,5,3,0
hsa-miR-1270*(2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1271,24,0,44,1,0,0,0,1,0,0,575,328,0,0,0,0,0,47,58,13,0,0,0,0,0,0,0,0,0,0,120,11,53,0,61
hsa-miR-1271*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hsa-miR-1277-3p,1,0,2,3,0,0,0,0,0,0,0,211,0,0,0,0,0,14,3,0,0,95,0,438,0,0,0,0,0,0,172,4,6,15,113
hsa-miR-1277-5p,6,0,4,0,0,0,0,0,0,0,0,597,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,208,11,136,67,35
hsa-miR-1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
hsa-miR-1278*,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-128(2),1734,578,1532,1039,1,22,3192,6990,1885,270,4997,23562,3471,7711,339,277,0,1307,3452,261,1239,2427,224,3434,542,11,0,1,1908,575,651,269,602,54,530
hsa-miR-128-1*,25,0,6,0,0,0,0,5,0,0,0,457,0,0,0,0,0,14,17,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
hsa-miR-128-2*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1283-1-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1283-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1283-5p(2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
hsa-miR-1284-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
hsa-miR-1284-5p,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1
hsa-miR-1286,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
hsa-miR-1286*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1287,78,0,106,85,0,8,0,0,438,0,623,2338,0,833,25,0,0,27,68,12,0,478,0,447,1,0,1,0,0,0,87,3,8,0,10
hsa-miR-1287*,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,3,2,5
hsa-miR-1289-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1289-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-129-1-3p,8,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-129-2-3p,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,7,2,0,0,4
hsa-miR-129-5p(2),31,0,17,10,0,0,0,0,0,0,0,1,578,0,6,0,0,23,16,8,0,288,0,0,470,0,0,0,0,1,2,0,1,0,2
hsa-miR-1293-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hsa-miR-1293-5p,8,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,4
hsa-miR-1294-3p,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
hsa-miR-1294-5p,4,111,12,78,0,4,347,0,0,0,0,351,0,0,0,0,0,41,62,0,0,579,0,563,151,0,0,0,0,0,2,0,5,2,1
hsa-miR-1295,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
hsa-miR-1295*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1296,43,0,14,0,0,0,0,283,0,0,0,1665,0,183,0,0,0,29,55,20,0,0,0,1,1,0,0,0,0,0,47,14,6,0,9
hsa-miR-1296*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1298-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1298-5p,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1301,145,508,410,164,0,6,539,3045,299,0,2020,6514,1815,1670,29,185,0,512,361,130,351,265,0,615,823,0,0,0,1,1048,26,10,152,5,41
hsa-miR-1301*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1303-3p,0,0,14,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4
hsa-miR-1303-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,1
hsa-miR-1304-3p,6,0,114,29,0,0,0,0,0,514,461,943,0,0,6,0,0,56,146,6,69,0,0,0,385,0,0,0,0,616,3,3,7,0,21
hsa-miR-1304-5p,8,0,9,20,0,0,0,0,493,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,26
hsa-miR-1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-1305*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-1306-3p,26,0,6,31,0,0,0,1,0,0,0,2746,0,0,20,0,0,40,73,15,0,0,0,0,535,0,1,0,0,0,2,0,1,0,5
hsa-miR-1306-5p,96,0,162,148,0,4,585,446,2,0,0,840,66,1157,71,0,0,195,474,98,0,1822,0,179,1037,0,0,0,345,0,11,2,5,11,3
hsa-miR-1307,8165,1947,4675,1978,60,424,21150,21676,1678,0,9741,88554,11437,42177,338,3143,0,3866,5544,814,5007,15898,2471,18294,33717,556,2,1963,12120,5812,775,279,121,24,412
hsa-miR-1307*,2078,1376,1669,1344,4,78,10217,6920,9186,664,5307,45667,14884,8480,708,2351,0,2070,1919,795,5152,10126,2864,3554,8889,0,673,985,2302,2851,215,51,49,2,238
hsa-miR-130a,1892,546,1103,2560,337,192,7568,4589,2322,645,8954,83178,5314,25144,166,3127,0,2437,2352,376,2134,10925,285,2501,2529,4,9,1080,1525,2327,5504,435,999,593,2157
hsa-miR-130a*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21
hsa-miR-130b-3p,507,0,1106,735,0,51,684,1180,1858,590,794,17517,190,2709,44,1308,0,596,1000,89,0,2053,593,1629,1827,12,0,571,463,1,179,235,184,179,1690
hsa-miR-130b-5p,42,0,84,46,5,0,961,1644,0,0,0,2971,0,2250,20,0,0,170,164,35,412,0,348,41,218,0,0,0,0,0,18,40,153,4,106
hsa-miR-132-3p,111,0,87,30,0,24,2609,1105,0,0,4563,3360,1759,463,13,783,0,480,721,3,0,339,354,0,477,0,0,0,0,8,268,74,369,9,123
hsa-miR-132-5p,0,0,4,26,0,0,0,0,0,0,0,457,0,0,0,0,0,7,8,7,0,0,0,0,0,0,0,0,0,0,38,2,2,0,14
hsa-miR-1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
hsa-miR-1323*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-133a(2),26,0,24,65,0,34,1154,1,3,0,1362,7273,7,509,37,11,0,47,180,17,13,1080,0,515,404,0,7,577,1,375,181096,25,73,0,2
hsa-miR-133a*(2),0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4694,1,0,0,0
hsa-miR-133b,3,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3354,1,6,0,0
hsa-miR-133b*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-134,110,7,28,61,9,23,754,896,1458,0,562,8164,1025,1183,56,160,0,626,198,35,0,3,0,0,1041,0,0,644,0,1054,44,21,281,2,604
hsa-miR-134*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
hsa-miR-135a(2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,93,5,11,6,1
hsa-miR-135a-1*,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-135a-2*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-135b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,9,0,3
hsa-miR-135b*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-136-3p,0,0,7,0,0,0,0,9,0,7,622,386,0,0,8,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,92,32,568,0,89
