"x_name","y_name","rxyi","n","sample_id"
"lymph node","brain",0.0639427241245326,128,"DFTJ"
"salivary gland","brain",-0.121282025505634,128,"DFTJ"
"spleen","brain",-0.15355213572498,128,"DFTJ"
"adipocyte","brain",-0.294614011299479,128,"DFTJ"
"artery","brain",-0.480462551770304,128,"DFTJ"
"bone","brain",-0.0972444816840915,128,"DFTJ"
"skin","brain",-0.456142613847942,128,"DFTJ"
"stomach","brain",-0.290859542945349,128,"DFTJ"
"kidney","brain",-0.0894547611374425,128,"DFTJ"
"liver","brain",0.261780239928901,128,"DFTJ"
"nerve","brain",-0.370961964364381,128,"DFTJ"
"lung","brain",0.307433558040652,128,"DFTJ"
"heart","brain",-0.0633534652218486,128,"DFTJ"
"bowel","brain",-0.20139494587903,128,"DFTJ"
"brain","brain",1,128,"DFTJ"
"pancreas","brain",-0.119700653849463,128,"DFTJ"
"bladder","pancreas",-0.0187108028185893,128,"DFTJ"
"lymph node","pancreas",-0.103379204176838,128,"DFTJ"
"salivary gland","pancreas",-0.553741041553124,128,"DFTJ"
"spleen","pancreas",0.121755402868408,128,"DFTJ"
"adipocyte","pancreas",-0.0587140542478651,128,"DFTJ"
"artery","pancreas",0.00237137530863934,128,"DFTJ"
"bone","pancreas",0.126346185891413,128,"DFTJ"
"skin","pancreas",0.124336576494177,128,"DFTJ"
"stomach","pancreas",-0.125300855694535,128,"DFTJ"
"kidney","pancreas",0.221662306595465,128,"DFTJ"
"liver","pancreas",-0.278713565032427,128,"DFTJ"
"nerve","pancreas",0.279261463305347,128,"DFTJ"
"lung","pancreas",0.207711721698181,128,"DFTJ"
"heart","pancreas",0.0843492576858674,128,"DFTJ"
"bowel","pancreas",0.27089143285678,128,"DFTJ"
"brain","pancreas",-0.119700653849463,128,"DFTJ"
"pancreas","pancreas",1,128,"DFTJ"
"bladder","bladder",1,1511,"NAS"
"lymph node","bladder",0.0863313031158157,1511,"NAS"
"salivary gland","bladder",0.226838276472538,1511,"NAS"
"spleen","bladder",-0.121908598308588,1511,"NAS"
"adipocyte","bladder",-0.0139698371815396,1511,"NAS"
"artery","bladder",-0.321244950828696,1511,"NAS"
"bone","bladder",-0.13024224856616,1511,"NAS"
"skin","bladder",0.176186557175495,1511,"NAS"
"stomach","bladder",0.195313794540654,1511,"NAS"
"kidney","bladder",0.00684778374282743,1511,"NAS"
"liver","bladder",0.179106660152619,1511,"NAS"
"nerve","bladder",-0.0786660511568394,1511,"NAS"
"lung","bladder",0.0994660738910239,1511,"NAS"
"heart","bladder",-0.0133281383179563,1511,"NAS"
"bowel","bladder",-0.358176008934662,1511,"NAS"
"brain","bladder",0.256412624216803,1511,"NAS"
"pancreas","bladder",0.0350139148351792,1511,"NAS"
"bladder","lymph node",0.0863313031158157,1511,"NAS"
"lymph node","lymph node",1,1511,"NAS"
"salivary gland","lymph node",0.273120813350258,1511,"NAS"
"spleen","lymph node",-0.70471128570208,1511,"NAS"
"adipocyte","lymph node",-0.0501888710295788,1511,"NAS"
"artery","lymph node",0.291690684201555,1511,"NAS"
"bone","lymph node",-0.215887456623677,1511,"NAS"
"skin","lymph node",0.354309793033715,1511,"NAS"
"stomach","lymph node",0.282175400504552,1511,"NAS"
"kidney","lymph node",0.117574661633503,1511,"NAS"
"liver","lymph node",0.493232554425727,1511,"NAS"
"nerve","lymph node",0.103894464357201,1511,"NAS"
"lung","lymph node",-0.18405454348008,1511,"NAS"
"heart","lymph node",0.015338585343505,1511,"NAS"
"bowel","lymph node",0.0438738976329897,1511,"NAS"
"brain","lymph node",0.0150789847621167,1511,"NAS"
"pancreas","lymph node",-0.0593014612589328,1511,"NAS"
"bladder","salivary gland",0.226838276472538,1511,"NAS"
"lymph node","salivary gland",0.273120813350258,1511,"NAS"
"salivary gland","salivary gland",1,1511,"NAS"
"spleen","salivary gland",-0.158680834808375,1511,"NAS"
"adipocyte","salivary gland",0.165818145618213,1511,"NAS"
"artery","salivary gland",0.131783678026967,1511,"NAS"
"bone","salivary gland",-0.425236176274663,1511,"NAS"
"skin","salivary gland",0.665222718517529,1511,"NAS"
"stomach","salivary gland",0.836423521679643,1511,"NAS"
"kidney","salivary gland",-0.024004452664301,1511,"NAS"
"liver","salivary gland",0.417183001363031,1511,"NAS"
"nerve","salivary gland",0.049364395212864,1511,"NAS"
"lung","salivary gland",-0.299082629443367,1511,"NAS"
"heart","salivary gland",0.189599541026329,1511,"NAS"
"bowel","salivary gland",-0.361313414295771,1511,"NAS"
"brain","salivary gland",0.338697644282449,1511,"NAS"
"pancreas","salivary gland",-0.353143897594655,1511,"NAS"
"bladder","spleen",-0.121908598308588,1511,"NAS"
"lymph node","spleen",-0.70471128570208,1511,"NAS"
"salivary gland","spleen",-0.158680834808375,1511,"NAS"
"spleen","spleen",1,1511,"NAS"
"adipocyte","spleen",0.108202196353912,1511,"NAS"
"artery","spleen",-0.16448414849238,1511,"NAS"
"bone","spleen",0.189385070173875,1511,"NAS"
"skin","spleen",-0.283012932899424,1511,"NAS"
"stomach","spleen",-0.201136677174677,1511,"NAS"
"kidney","spleen",-0.124512876164556,1511,"NAS"
"liver","spleen",-0.573241552454974,1511,"NAS"
"nerve","spleen",-0.2690459461364,1511,"NAS"
"lung","spleen",0.0958318439402228,1511,"NAS"
"heart","spleen",-0.0228833233065232,1511,"NAS"
"bowel","spleen",-0.0910718831033791,1511,"NAS"
"brain","spleen",0.171268314985709,1511,"NAS"
"pancreas","spleen",0.0931107278264467,1511,"NAS"
"bladder","adipocyte",-0.0139698371815396,1511,"NAS"
"lymph node","adipocyte",-0.0501888710295788,1511,"NAS"
"salivary gland","adipocyte",0.165818145618213,1511,"NAS"
"spleen","adipocyte",0.108202196353912,1511,"NAS"
"adipocyte","adipocyte",1,1511,"NAS"
"artery","adipocyte",-0.226223495777578,1511,"NAS"
"bone","adipocyte",0.0375925350859967,1511,"NAS"
"skin","adipocyte",-0.0175422349901112,1511,"NAS"
"stomach","adipocyte",0.0995040958630072,1511,"NAS"
"kidney","adipocyte",-0.1917204385825,1511,"NAS"
"liver","adipocyte",-0.411001073041035,1511,"NAS"
"nerve","adipocyte",-0.228129143037524,1511,"NAS"
"lung","adipocyte",0.110166609787617,1511,"NAS"
"heart","adipocyte",-0.218722585937268,1511,"NAS"
"bowel","adipocyte",-0.25219221182921,1511,"NAS"
"brain","adipocyte",0.367317345211615,1511,"NAS"
"pancreas","adipocyte",-0.104682641964444,1511,"NAS"
"bladder","artery",-0.321244950828696,1511,"NAS"
"lymph node","artery",0.291690684201555,1511,"NAS"
"salivary gland","artery",0.131783678026967,1511,"NAS"
"spleen","artery",-0.16448414849238,1511,"NAS"
"adipocyte","artery",-0.226223495777578,1511,"NAS"
"artery","artery",1,1511,"NAS"
"bone","artery",-0.118768058439378,1511,"NAS"
"skin","artery",0.310452544849206,1511,"NAS"
"stomach","artery",0.0391155122141825,1511,"NAS"
"kidney","artery",0.280170846368362,1511,"NAS"
"liver","artery",0.364592943232104,1511,"NAS"
"nerve","artery",-0.174156877228452,1511,"NAS"
"lung","artery",-0.552690980506681,1511,"NAS"
"heart","artery",0.150083581154857,1511,"NAS"
"bowel","artery",0.342466231732085,1511,"NAS"
"brain","artery",-0.0970475583644926,1511,"NAS"
"pancreas","artery",0.0477748440816986,1511,"NAS"
"bladder","bone",-0.13024224856616,1511,"NAS"
"lymph node","bone",-0.215887456623677,1511,"NAS"
"salivary gland","bone",-0.425236176274663,1511,"NAS"
"spleen","bone",0.189385070173875,1511,"NAS"
"adipocyte","bone",0.0375925350859967,1511,"NAS"
"artery","bone",-0.118768058439378,1511,"NAS"
"bone","bone",1,1511,"NAS"
"skin","bone",-0.449115022516491,1511,"NAS"
"stomach","bone",-0.384504467899448,1511,"NAS"
"kidney","bone",-0.141846769032922,1511,"NAS"
"liver","bone",-0.392525956084072,1511,"NAS"
"nerve","bone",-0.126081606919524,1511,"NAS"
"lung","bone",-0.00138247445558969,1511,"NAS"
"heart","bone",-0.127554824855837,1511,"NAS"
"bowel","bone",0.0702689017674561,1511,"NAS"
"brain","bone",-0.0382863511129232,1511,"NAS"
"pancreas","bone",0.121272392148099,1511,"NAS"
"bladder","skin",0.176186557175495,1511,"NAS"
"lymph node","skin",0.354309793033715,1511,"NAS"
"salivary gland","skin",0.665222718517529,1511,"NAS"
"spleen","skin",-0.283012932899424,1511,"NAS"
"adipocyte","skin",-0.0175422349901112,1511,"NAS"
"artery","skin",0.310452544849206,1511,"NAS"
"bone","skin",-0.449115022516491,1511,"NAS"
"skin","skin",1,1511,"NAS"
"stomach","skin",0.652760782114103,1511,"NAS"
"kidney","skin",0.0735522491223841,1511,"NAS"
"liver","skin",0.480735493949831,1511,"NAS"
"nerve","skin",0.113402638735406,1511,"NAS"
"lung","skin",-0.19295391376194,1511,"NAS"
"heart","skin",0.166456727293995,1511,"NAS"
"bowel","skin",-0.0800190375322749,1511,"NAS"
"brain","skin",0.179856113807655,1511,"NAS"
"pancreas","skin",-0.167553756208726,1511,"NAS"
"bladder","stomach",0.195313794540654,1511,"NAS"
"lymph node","stomach",0.282175400504552,1511,"NAS"
"salivary gland","stomach",0.836423521679643,1511,"NAS"
"spleen","stomach",-0.201136677174677,1511,"NAS"
"adipocyte","stomach",0.0995040958630072,1511,"NAS"
"artery","stomach",0.0391155122141825,1511,"NAS"
"bone","stomach",-0.384504467899448,1511,"NAS"
"skin","stomach",0.652760782114103,1511,"NAS"
"stomach","stomach",1,1511,"NAS"
"kidney","stomach",-0.0456106372953608,1511,"NAS"
"liver","stomach",0.400560205106655,1511,"NAS"
"nerve","stomach",0.0545744056688075,1511,"NAS"
"lung","stomach",-0.240481272456446,1511,"NAS"
"heart","stomach",0.24387979517968,1511,"NAS"
"bowel","stomach",-0.44084869370715,1511,"NAS"
"brain","stomach",0.272093006208411,1511,"NAS"
"pancreas","stomach",-0.217768583053185,1511,"NAS"
"bladder","kidney",0.00684778374282743,1511,"NAS"
"lymph node","kidney",0.117574661633503,1511,"NAS"
"salivary gland","kidney",-0.024004452664301,1511,"NAS"
"spleen","kidney",-0.124512876164556,1511,"NAS"
"adipocyte","kidney",-0.1917204385825,1511,"NAS"
"artery","kidney",0.280170846368362,1511,"NAS"
"bone","kidney",-0.141846769032922,1511,"NAS"
"skin","kidney",0.0735522491223841,1511,"NAS"
"stomach","kidney",-0.0456106372953608,1511,"NAS"
"kidney","kidney",1,1511,"NAS"
"liver","kidney",0.105125954965733,1511,"NAS"
"nerve","kidney",-0.0581655165269243,1511,"NAS"
"lung","kidney",-0.0884666332232768,1511,"NAS"
"heart","kidney",0.0944635485924163,1511,"NAS"
"bowel","kidney",-0.0234728315234129,1511,"NAS"
"brain","kidney",-0.0572163109857,1511,"NAS"
"pancreas","kidney",0.0682414364857274,1511,"NAS"
"bladder","liver",0.179106660152619,1511,"NAS"
"lymph node","liver",0.493232554425727,1511,"NAS"
"salivary gland","liver",0.417183001363031,1511,"NAS"
"spleen","liver",-0.573241552454974,1511,"NAS"
"adipocyte","liver",-0.411001073041035,1511,"NAS"
"artery","liver",0.364592943232104,1511,"NAS"
"bone","liver",-0.392525956084072,1511,"NAS"
"skin","liver",0.480735493949831,1511,"NAS"
"stomach","liver",0.400560205106655,1511,"NAS"
"kidney","liver",0.105125954965733,1511,"NAS"
"liver","liver",1,1511,"NAS"
"nerve","liver",0.384417895934401,1511,"NAS"
"lung","liver",-0.418600089218254,1511,"NAS"
"heart","liver",0.0892588685944643,1511,"NAS"
"bowel","liver",0.104216115493847,1511,"NAS"
"brain","liver",-0.325414308348115,1511,"NAS"
"pancreas","liver",-0.191612830827877,1511,"NAS"
"bladder","nerve",-0.0786660511568394,1511,"NAS"
"lymph node","nerve",0.103894464357201,1511,"NAS"
"salivary gland","nerve",0.049364395212864,1511,"NAS"
"spleen","nerve",-0.2690459461364,1511,"NAS"
"adipocyte","nerve",-0.228129143037524,1511,"NAS"
"artery","nerve",-0.174156877228452,1511,"NAS"
"bone","nerve",-0.126081606919524,1511,"NAS"
"skin","nerve",0.113402638735406,1511,"NAS"
"stomach","nerve",0.0545744056688075,1511,"NAS"
"kidney","nerve",-0.0581655165269243,1511,"NAS"
"liver","nerve",0.384417895934401,1511,"NAS"
"nerve","nerve",1,1511,"NAS"
"lung","nerve",0.215252847020335,1511,"NAS"
"heart","nerve",0.0214628581560225,1511,"NAS"
"bowel","nerve",0.12392265287636,1511,"NAS"
"brain","nerve",-0.512627423645791,1511,"NAS"
"pancreas","nerve",-0.214517929511699,1511,"NAS"
"bladder","lung",0.0994660738910239,1511,"NAS"
"lymph node","lung",-0.18405454348008,1511,"NAS"
"salivary gland","lung",-0.299082629443367,1511,"NAS"
"spleen","lung",0.0958318439402228,1511,"NAS"
"adipocyte","lung",0.110166609787617,1511,"NAS"
"artery","lung",-0.552690980506681,1511,"NAS"
"bone","lung",-0.00138247445558969,1511,"NAS"
"skin","lung",-0.19295391376194,1511,"NAS"
"stomach","lung",-0.240481272456446,1511,"NAS"
"kidney","lung",-0.0884666332232768,1511,"NAS"
"liver","lung",-0.418600089218254,1511,"NAS"
"nerve","lung",0.215252847020335,1511,"NAS"
"lung","lung",1,1511,"NAS"
"heart","lung",-0.0852758057292873,1511,"NAS"
"bowel","lung",-0.0795926485868104,1511,"NAS"
"brain","lung",0.0659675089810495,1511,"NAS"
"pancreas","lung",0.0300544275241606,1511,"NAS"
"bladder","heart",-0.0133281383179563,1511,"NAS"
"lymph node","heart",0.015338585343505,1511,"NAS"
"salivary gland","heart",0.189599541026329,1511,"NAS"
"spleen","heart",-0.0228833233065232,1511,"NAS"
"adipocyte","heart",-0.218722585937268,1511,"NAS"
"artery","heart",0.150083581154857,1511,"NAS"
"bone","heart",-0.127554824855837,1511,"NAS"
"skin","heart",0.166456727293995,1511,"NAS"
"stomach","heart",0.24387979517968,1511,"NAS"
"kidney","heart",0.0944635485924163,1511,"NAS"
"liver","heart",0.0892588685944643,1511,"NAS"
"nerve","heart",0.0214628581560225,1511,"NAS"
"lung","heart",-0.0852758057292873,1511,"NAS"
"heart","heart",1,1511,"NAS"
"bowel","heart",-0.0824524038609993,1511,"NAS"
"brain","heart",0.106729788582751,1511,"NAS"
"pancreas","heart",0.101429596982442,1511,"NAS"
"bladder","bowel",-0.358176008934662,1511,"NAS"
"lymph node","bowel",0.0438738976329897,1511,"NAS"
"salivary gland","bowel",-0.361313414295771,1511,"NAS"
"spleen","bowel",-0.0910718831033791,1511,"NAS"
"adipocyte","bowel",-0.25219221182921,1511,"NAS"
"artery","bowel",0.342466231732085,1511,"NAS"
"bone","bowel",0.0702689017674561,1511,"NAS"
"skin","bowel",-0.0800190375322749,1511,"NAS"
"stomach","bowel",-0.44084869370715,1511,"NAS"
"kidney","bowel",-0.0234728315234129,1511,"NAS"
"liver","bowel",0.104216115493847,1511,"NAS"
"nerve","bowel",0.12392265287636,1511,"NAS"
"lung","bowel",-0.0795926485868104,1511,"NAS"
"heart","bowel",-0.0824524038609993,1511,"NAS"
"bowel","bowel",1,1511,"NAS"
"brain","bowel",-0.309028605778396,1511,"NAS"
"pancreas","bowel",0.050335001183836,1511,"NAS"
"bladder","brain",0.256412624216803,1511,"NAS"
"lymph node","brain",0.0150789847621167,1511,"NAS"
"salivary gland","brain",0.338697644282449,1511,"NAS"
"spleen","brain",0.171268314985709,1511,"NAS"
"adipocyte","brain",0.367317345211615,1511,"NAS"
"artery","brain",-0.0970475583644926,1511,"NAS"
"bone","brain",-0.0382863511129232,1511,"NAS"
"skin","brain",0.179856113807655,1511,"NAS"
"stomach","brain",0.272093006208411,1511,"NAS"
"kidney","brain",-0.0572163109857,1511,"NAS"
"liver","brain",-0.325414308348115,1511,"NAS"
"nerve","brain",-0.512627423645791,1511,"NAS"
"lung","brain",0.0659675089810495,1511,"NAS"
"heart","brain",0.106729788582751,1511,"NAS"
"bowel","brain",-0.309028605778396,1511,"NAS"
"brain","brain",1,1511,"NAS"
"pancreas","brain",0.0816026325404545,1511,"NAS"
"bladder","pancreas",0.0350139148351792,1511,"NAS"
"lymph node","pancreas",-0.0593014612589328,1511,"NAS"
"salivary gland","pancreas",-0.353143897594655,1511,"NAS"
"spleen","pancreas",0.0931107278264467,1511,"NAS"
"adipocyte","pancreas",-0.104682641964444,1511,"NAS"
"artery","pancreas",0.0477748440816986,1511,"NAS"
"bone","pancreas",0.121272392148099,1511,"NAS"
"skin","pancreas",-0.167553756208726,1511,"NAS"
"stomach","pancreas",-0.217768583053185,1511,"NAS"
"kidney","pancreas",0.0682414364857274,1511,"NAS"
"liver","pancreas",-0.191612830827877,1511,"NAS"
"nerve","pancreas",-0.214517929511699,1511,"NAS"
"lung","pancreas",0.0300544275241606,1511,"NAS"
"heart","pancreas",0.101429596982442,1511,"NAS"
"bowel","pancreas",0.050335001183836,1511,"NAS"
"brain","pancreas",0.0816026325404545,1511,"NAS"
"pancreas","pancreas",1,1511,"NAS"
