"x_name","y_name","rxyi","n","sample_id"
"brain","adipocyte",0.327184565612359,160,"SY"
"pancreas","adipocyte",-0.366105516517102,160,"SY"
"bladder","artery",-0.71162493318506,160,"SY"
"lymph node","artery",-0.0108432068292607,160,"SY"
"salivary gland","artery",0.447545190843702,160,"SY"
"spleen","artery",-0.11200273732135,160,"SY"
"adipocyte","artery",0.720735172911743,160,"SY"
"artery","artery",1,160,"SY"
"bone","artery",0.466557405740175,160,"SY"
"skin","artery",-0.010812430211742,160,"SY"
"stomach","artery",0.464044638234544,160,"SY"
"kidney","artery",-0.307666922936703,160,"SY"
"liver","artery",-0.0649443791145223,160,"SY"
"nerve","artery",0.398578671376453,160,"SY"
"lung","artery",-0.860114281991015,160,"SY"
"heart","artery",0.106125421233498,160,"SY"
"bowel","artery",0.0508752982093584,160,"SY"
"brain","artery",0.303127303157653,160,"SY"
"pancreas","artery",-0.392475177748334,160,"SY"
"bladder","bone",-0.542213984409856,160,"SY"
"lymph node","bone",-0.312254009532399,160,"SY"
"salivary gland","bone",0.314506694411728,160,"SY"
"spleen","bone",-0.176086956521739,160,"SY"
"adipocyte","bone",0.32594632602836,160,"SY"
"artery","bone",0.466557405740175,160,"SY"
"bone","bone",1,160,"SY"
"skin","bone",-0.171586040144411,160,"SY"
"stomach","bone",0.509606158502467,160,"SY"
"kidney","bone",0.0421751550276606,160,"SY"
"liver","bone",-0.322149302707137,160,"SY"
"nerve","bone",0.312001382871909,160,"SY"
"lung","bone",-0.456765442337814,160,"SY"
"heart","bone",0.675630450448601,160,"SY"
"bowel","bone",-0.262586877502139,160,"SY"
"brain","bone",0.210518143086913,160,"SY"
"pancreas","bone",-0.106315256328917,160,"SY"
"bladder","skin",0.139339261784597,160,"SY"
"lymph node","skin",-0.395475404409265,160,"SY"
"salivary gland","skin",0.160846268457173,160,"SY"
"spleen","skin",0.134639265523747,160,"SY"
"adipocyte","skin",0.209194061212941,160,"SY"
"artery","skin",-0.010812430211742,160,"SY"
"bone","skin",-0.171586040144411,160,"SY"
"skin","skin",1,160,"SY"
"stomach","skin",0.426084534367251,160,"SY"
"kidney","skin",0.306331515729097,160,"SY"
"liver","skin",-0.0479551936238118,160,"SY"
"nerve","skin",0.02205841586309,160,"SY"
"lung","skin",0.122937070482561,160,"SY"
"heart","skin",-0.454271152426135,160,"SY"
"bowel","skin",0.0208260805673106,160,"SY"
"brain","skin",-0.418498036127366,160,"SY"
"pancreas","skin",0.286265163178929,160,"SY"
"bladder","stomach",-0.45676549329495,160,"SY"
"lymph node","stomach",-0.457683945477148,160,"SY"
"salivary gland","stomach",0.473881224919299,160,"SY"
"spleen","stomach",-0.275722750818591,160,"SY"
"adipocyte","stomach",0.486234957200999,160,"SY"
"artery","stomach",0.464044638234544,160,"SY"
"bone","stomach",0.509606158502467,160,"SY"
"skin","stomach",0.426084534367251,160,"SY"
"stomach","stomach",1,160,"SY"
"kidney","stomach",-0.124554115485497,160,"SY"
"liver","stomach",-0.19430002857099,160,"SY"
"nerve","stomach",0.222645257409864,160,"SY"
"lung","stomach",-0.416973314398281,160,"SY"
"heart","stomach",0.13310659190686,160,"SY"
"bowel","stomach",-0.263640329299009,160,"SY"
"brain","stomach",-0.0249170481603461,160,"SY"
"pancreas","stomach",-0.0779557104175742,160,"SY"
"bladder","kidney",0.148592634565581,160,"SY"
"lymph node","kidney",-0.405525277247167,160,"SY"
"salivary gland","kidney",-0.195778890899259,160,"SY"
"spleen","kidney",-0.0790142950546175,160,"SY"
"adipocyte","kidney",-0.27031485494172,160,"SY"
"artery","kidney",-0.307666922936703,160,"SY"
"bone","kidney",0.0421751550276606,160,"SY"
"skin","kidney",0.306331515729097,160,"SY"
"stomach","kidney",-0.124554115485497,160,"SY"
"kidney","kidney",1,160,"SY"
"liver","kidney",-0.377987383047078,160,"SY"
"nerve","kidney",0.148509692375586,160,"SY"
"lung","kidney",0.328711911243571,160,"SY"
"heart","kidney",0.18570017176469,160,"SY"
"bowel","kidney",-0.0683427474652431,160,"SY"
"brain","kidney",-0.308662034633816,160,"SY"
"pancreas","kidney",0.601743234999244,160,"SY"
"bladder","liver",0.218159736594967,160,"SY"
"lymph node","liver",0.3407099541614,160,"SY"
"salivary gland","liver",-0.0262433060274238,160,"SY"
"spleen","liver",0.483883159498418,160,"SY"
"adipocyte","liver",0.0411139106996367,160,"SY"
"artery","liver",-0.0649443791145223,160,"SY"
"bone","liver",-0.322149302707137,160,"SY"
"skin","liver",-0.0479551936238118,160,"SY"
"stomach","liver",-0.19430002857099,160,"SY"
"kidney","liver",-0.377987383047078,160,"SY"
"liver","liver",1,160,"SY"
"nerve","liver",-0.209815451235669,160,"SY"
"lung","liver",-0.0774093639055724,160,"SY"
"heart","liver",-0.415696918781485,160,"SY"
"bowel","liver",-0.0229105400744955,160,"SY"
"brain","liver",0.243686916803904,160,"SY"
"pancreas","liver",-0.426269451921651,160,"SY"
"bladder","nerve",-0.43164170012025,160,"SY"
"lymph node","nerve",-0.236877946264643,160,"SY"
"salivary gland","nerve",0.0592961193485793,160,"SY"
"spleen","nerve",-0.13090979406418,160,"SY"
"adipocyte","nerve",0.321625810460218,160,"SY"
"artery","nerve",0.398578671376453,160,"SY"
"bone","nerve",0.312001382871909,160,"SY"
"skin","nerve",0.02205841586309,160,"SY"
"stomach","nerve",0.222645257409864,160,"SY"
"kidney","nerve",0.148509692375586,160,"SY"
"liver","nerve",-0.209815451235669,160,"SY"
"nerve","nerve",1,160,"SY"
"lung","nerve",-0.453819632987206,160,"SY"
"heart","nerve",0.23500059202553,160,"SY"
"bowel","nerve",0.251110344827393,160,"SY"
"brain","nerve",-0.0613569909275275,160,"SY"
"pancreas","nerve",0.14464191158648,160,"SY"
"bladder","lung",0.742935940720487,160,"SY"
"lymph node","lung",-0.0216667232540069,160,"SY"
"salivary gland","lung",-0.461701017835107,160,"SY"
"spleen","lung",0.10306180147604,160,"SY"
"adipocyte","lung",-0.735686899935459,160,"SY"
"artery","lung",-0.860114281991015,160,"SY"
"bone","lung",-0.456765442337814,160,"SY"
"skin","lung",0.122937070482561,160,"SY"
"stomach","lung",-0.416973314398281,160,"SY"
"kidney","lung",0.328711911243571,160,"SY"
"liver","lung",-0.0774093639055724,160,"SY"
"nerve","lung",-0.453819632987206,160,"SY"
"lung","lung",1,160,"SY"
"heart","lung",-0.11394901122484,160,"SY"
"bowel","lung",0.0206562209072517,160,"SY"
"brain","lung",-0.432660426477055,160,"SY"
"pancreas","lung",0.447468546725616,160,"SY"
"bladder","heart",-0.389529114840309,160,"SY"
"lymph node","heart",-0.225769304101108,160,"SY"
"salivary gland","heart",-0.0786201696028894,160,"SY"
"spleen","heart",-0.397881074704312,160,"SY"
"adipocyte","heart",-0.182853734383981,160,"SY"
"artery","heart",0.106125421233498,160,"SY"
"bone","heart",0.675630450448601,160,"SY"
"skin","heart",-0.454271152426135,160,"SY"
"stomach","heart",0.13310659190686,160,"SY"
"kidney","heart",0.18570017176469,160,"SY"
"liver","heart",-0.415696918781485,160,"SY"
"nerve","heart",0.23500059202553,160,"SY"
"lung","heart",-0.11394901122484,160,"SY"
"heart","heart",1,160,"SY"
"bowel","heart",-0.266771977266781,160,"SY"
"brain","heart",0.155930632879691,160,"SY"
"pancreas","heart",0.176843898615224,160,"SY"
"bladder","bowel",-0.00421494057330809,160,"SY"
"lymph node","bowel",0.184467965630082,160,"SY"
"salivary gland","bowel",-0.128292800788493,160,"SY"
"spleen","bowel",0.332421347945574,160,"SY"
"adipocyte","bowel",0.242814767574835,160,"SY"
"artery","bowel",0.0508752982093584,160,"SY"
"bone","bowel",-0.262586877502139,160,"SY"
"skin","bowel",0.0208260805673106,160,"SY"
"stomach","bowel",-0.263640329299009,160,"SY"
"kidney","bowel",-0.0683427474652431,160,"SY"
"liver","bowel",-0.0229105400744955,160,"SY"
"nerve","bowel",0.251110344827393,160,"SY"
"lung","bowel",0.0206562209072517,160,"SY"
"heart","bowel",-0.266771977266781,160,"SY"
"bowel","bowel",1,160,"SY"
"brain","bowel",-0.0180887684589981,160,"SY"
"pancreas","bowel",-0.112140181811139,160,"SY"
"bladder","brain",-0.318310695552068,160,"SY"
"lymph node","brain",0.160549750771762,160,"SY"
"salivary gland","brain",0.102612109433705,160,"SY"
"spleen","brain",-0.0151765964008491,160,"SY"
"adipocyte","brain",0.327184565612359,160,"SY"
"artery","brain",0.303127303157653,160,"SY"
"bone","brain",0.210518143086913,160,"SY"
"skin","brain",-0.418498036127366,160,"SY"
"stomach","brain",-0.0249170481603461,160,"SY"
"kidney","brain",-0.308662034633816,160,"SY"
"liver","brain",0.243686916803904,160,"SY"
"nerve","brain",-0.0613569909275275,160,"SY"
"lung","brain",-0.432660426477055,160,"SY"
"heart","brain",0.155930632879691,160,"SY"
"bowel","brain",-0.0180887684589981,160,"SY"
"brain","brain",1,160,"SY"
"pancreas","brain",-0.339798085414491,160,"SY"
"bladder","pancreas",0.2389306098726,160,"SY"
"lymph node","pancreas",-0.305439012398747,160,"SY"
"salivary gland","pancreas",-0.351882682223644,160,"SY"
"spleen","pancreas",-0.26560000153013,160,"SY"
"adipocyte","pancreas",-0.366105516517102,160,"SY"
"artery","pancreas",-0.392475177748334,160,"SY"
"bone","pancreas",-0.106315256328917,160,"SY"
"skin","pancreas",0.286265163178929,160,"SY"
"stomach","pancreas",-0.0779557104175742,160,"SY"
"kidney","pancreas",0.601743234999244,160,"SY"
"liver","pancreas",-0.426269451921651,160,"SY"
"nerve","pancreas",0.14464191158648,160,"SY"
"lung","pancreas",0.447468546725616,160,"SY"
"heart","pancreas",0.176843898615224,160,"SY"
"bowel","pancreas",-0.112140181811139,160,"SY"
"brain","pancreas",-0.339798085414491,160,"SY"
"pancreas","pancreas",1,160,"SY"
"bladder","bladder",1,128,"DFTJ"
"lymph node","bladder",0.347700520174111,128,"DFTJ"
"salivary gland","bladder",-0.225327387860122,128,"DFTJ"
"spleen","bladder",-0.123465625875373,128,"DFTJ"
"adipocyte","bladder",-0.521419252375997,128,"DFTJ"
"artery","bladder",-0.760601690789198,128,"DFTJ"
"bone","bladder",-0.217255262395623,128,"DFTJ"
"skin","bladder",-0.42852521792444,128,"DFTJ"
"stomach","bladder",-0.600245923026856,128,"DFTJ"
"kidney","bladder",0.365373201713152,128,"DFTJ"
"liver","bladder",0.307024964629205,128,"DFTJ"
"nerve","bladder",-0.645015486642283,128,"DFTJ"
"lung","bladder",0.592078958678589,128,"DFTJ"
"heart","bladder",-0.267486896481542,128,"DFTJ"
"bowel","bladder",-0.191771432892612,128,"DFTJ"
"brain","bladder",0.409470451873566,128,"DFTJ"
"pancreas","bladder",-0.0187108028185893,128,"DFTJ"
"bladder","lymph node",0.347700520174111,128,"DFTJ"
"lymph node","lymph node",1,128,"DFTJ"
"salivary gland","lymph node",0.102111956820296,128,"DFTJ"
"spleen","lymph node",-0.255150077967931,128,"DFTJ"
"adipocyte","lymph node",-0.223206516264037,128,"DFTJ"
"artery","lymph node",-0.154234164388008,128,"DFTJ"
"bone","lymph node",-0.0984789774613066,128,"DFTJ"
"skin","lymph node",-0.25339842525289,128,"DFTJ"
"stomach","lymph node",-0.302413545158911,128,"DFTJ"
"kidney","lymph node",0.227004169520194,128,"DFTJ"
"liver","lymph node",0.320209012149889,128,"DFTJ"
"nerve","lymph node",-0.247778962129198,128,"DFTJ"
"lung","lymph node",-0.127291615217731,128,"DFTJ"
"heart","lymph node",-0.0805604465765605,128,"DFTJ"
"bowel","lymph node",-0.132837590172514,128,"DFTJ"
"brain","lymph node",0.0639427241245326,128,"DFTJ"
"pancreas","lymph node",-0.103379204176838,128,"DFTJ"
"bladder","salivary gland",-0.225327387860122,128,"DFTJ"
"lymph node","salivary gland",0.102111956820296,128,"DFTJ"
"salivary gland","salivary gland",1,128,"DFTJ"
"spleen","salivary gland",-0.173864824482727,128,"DFTJ"
"adipocyte","salivary gland",0.128155445923497,128,"DFTJ"
"artery","salivary gland",0.389053827333194,128,"DFTJ"
"bone","salivary gland",0.175515846069487,128,"DFTJ"
"skin","salivary gland",0.154422506626356,128,"DFTJ"
"stomach","salivary gland",0.436669581403927,128,"DFTJ"
"kidney","salivary gland",-0.212429927600142,128,"DFTJ"
"liver","salivary gland",0.335501588026061,128,"DFTJ"
"nerve","salivary gland",0.0172774359804301,128,"DFTJ"
"lung","salivary gland",-0.598549665815552,128,"DFTJ"
"heart","salivary gland",-0.0380503487085887,128,"DFTJ"
"bowel","salivary gland",-0.3513188254591,128,"DFTJ"
"brain","salivary gland",-0.121282025505634,128,"DFTJ"
"pancreas","salivary gland",-0.553741041553124,128,"DFTJ"
"bladder","spleen",-0.123465625875373,128,"DFTJ"
"lymph node","spleen",-0.255150077967931,128,"DFTJ"
"salivary gland","spleen",-0.173864824482727,128,"DFTJ"
"spleen","spleen",1,128,"DFTJ"
"adipocyte","spleen",0.156839406702069,128,"DFTJ"
"artery","spleen",-0.00175312013207294,128,"DFTJ"
"bone","spleen",0.268723676982238,128,"DFTJ"
"skin","spleen",0.269566106041259,128,"DFTJ"
"stomach","spleen",0.0715014298856108,128,"DFTJ"
"kidney","spleen",0.0351346466026962,128,"DFTJ"
"liver","spleen",-0.119317661600439,128,"DFTJ"
"nerve","spleen",0.193415829135119,128,"DFTJ"
"lung","spleen",0.128254042466001,128,"DFTJ"
"heart","spleen",-0.134035037561478,128,"DFTJ"
"bowel","spleen",0.211295821026006,128,"DFTJ"
"brain","spleen",-0.15355213572498,128,"DFTJ"
"pancreas","spleen",0.121755402868408,128,"DFTJ"
"bladder","adipocyte",-0.521419252375997,128,"DFTJ"
"lymph node","adipocyte",-0.223206516264037,128,"DFTJ"
"salivary gland","adipocyte",0.128155445923497,128,"DFTJ"
"spleen","adipocyte",0.156839406702069,128,"DFTJ"
"adipocyte","adipocyte",1,128,"DFTJ"
"artery","adipocyte",0.411791664929993,128,"DFTJ"
"bone","adipocyte",0.26020303058048,128,"DFTJ"
"skin","adipocyte",0.225935584065953,128,"DFTJ"
"stomach","adipocyte",0.570171686407157,128,"DFTJ"
"kidney","adipocyte",-0.158857201854656,128,"DFTJ"
"liver","adipocyte",-0.173863532320088,128,"DFTJ"
"nerve","adipocyte",0.297907537501098,128,"DFTJ"
"lung","adipocyte",-0.474403603553996,128,"DFTJ"
"heart","adipocyte",0.0211456330755094,128,"DFTJ"
"bowel","adipocyte",0.149260417564672,128,"DFTJ"
"brain","adipocyte",-0.294614011299479,128,"DFTJ"
"pancreas","adipocyte",-0.0587140542478651,128,"DFTJ"
"bladder","artery",-0.760601690789198,128,"DFTJ"
"lymph node","artery",-0.154234164388008,128,"DFTJ"
"salivary gland","artery",0.389053827333194,128,"DFTJ"
"spleen","artery",-0.00175312013207294,128,"DFTJ"
"adipocyte","artery",0.411791664929993,128,"DFTJ"
"artery","artery",1,128,"DFTJ"
"bone","artery",0.34337353951075,128,"DFTJ"
"skin","artery",0.61014196853336,128,"DFTJ"
"stomach","artery",0.612321619865294,128,"DFTJ"
"kidney","artery",-0.24639803632722,128,"DFTJ"
"liver","artery",-0.380746345505073,128,"DFTJ"
"nerve","artery",0.588388923471166,128,"DFTJ"
"lung","artery",-0.632899577132141,128,"DFTJ"
"heart","artery",0.295429350454849,128,"DFTJ"
"bowel","artery",0.306208979541669,128,"DFTJ"
"brain","artery",-0.480462551770304,128,"DFTJ"
"pancreas","artery",0.00237137530863934,128,"DFTJ"
"bladder","bone",-0.217255262395623,128,"DFTJ"
"lymph node","bone",-0.0984789774613066,128,"DFTJ"
"salivary gland","bone",0.175515846069487,128,"DFTJ"
"spleen","bone",0.268723676982238,128,"DFTJ"
"adipocyte","bone",0.26020303058048,128,"DFTJ"
"artery","bone",0.34337353951075,128,"DFTJ"
"bone","bone",1,128,"DFTJ"
"skin","bone",0.338090678794067,128,"DFTJ"
"stomach","bone",0.556749789344596,128,"DFTJ"
"kidney","bone",-0.0847375364188315,128,"DFTJ"
"liver","bone",-0.0132587895989745,128,"DFTJ"
"nerve","bone",0.0958494078986165,128,"DFTJ"
"lung","bone",-0.212969196085453,128,"DFTJ"
"heart","bone",0.309818357478915,128,"DFTJ"
"bowel","bone",0.0694075370589346,128,"DFTJ"
"brain","bone",-0.0972444816840915,128,"DFTJ"
"pancreas","bone",0.126346185891413,128,"DFTJ"
"bladder","skin",-0.42852521792444,128,"DFTJ"
"lymph node","skin",-0.25339842525289,128,"DFTJ"
"salivary gland","skin",0.154422506626356,128,"DFTJ"
"spleen","skin",0.269566106041259,128,"DFTJ"
"adipocyte","skin",0.225935584065953,128,"DFTJ"
"artery","skin",0.61014196853336,128,"DFTJ"
"bone","skin",0.338090678794067,128,"DFTJ"
"skin","skin",1,128,"DFTJ"
"stomach","skin",0.503867316532602,128,"DFTJ"
"kidney","skin",0.00758018318847515,128,"DFTJ"
"liver","skin",-0.459711475464525,128,"DFTJ"
"nerve","skin",0.375094821709952,128,"DFTJ"
"lung","skin",-0.185618427538253,128,"DFTJ"
"heart","skin",0.0824908644662634,128,"DFTJ"
"bowel","skin",0.468278566212602,128,"DFTJ"
"brain","skin",-0.456142613847942,128,"DFTJ"
"pancreas","skin",0.124336576494177,128,"DFTJ"
"bladder","stomach",-0.600245923026856,128,"DFTJ"
"lymph node","stomach",-0.302413545158911,128,"DFTJ"
"salivary gland","stomach",0.436669581403927,128,"DFTJ"
"spleen","stomach",0.0715014298856108,128,"DFTJ"
"adipocyte","stomach",0.570171686407157,128,"DFTJ"
"artery","stomach",0.612321619865294,128,"DFTJ"
"bone","stomach",0.556749789344596,128,"DFTJ"
"skin","stomach",0.503867316532602,128,"DFTJ"
"stomach","stomach",1,128,"DFTJ"
"kidney","stomach",-0.396298367920674,128,"DFTJ"
"liver","stomach",-0.162456169966991,128,"DFTJ"
"nerve","stomach",0.283224616954356,128,"DFTJ"
"lung","stomach",-0.55852575839455,128,"DFTJ"
"heart","stomach",0.307319022676727,128,"DFTJ"
"bowel","stomach",-0.0228884547914937,128,"DFTJ"
"brain","stomach",-0.290859542945349,128,"DFTJ"
"pancreas","stomach",-0.125300855694535,128,"DFTJ"
"bladder","kidney",0.365373201713152,128,"DFTJ"
"lymph node","kidney",0.227004169520194,128,"DFTJ"
"salivary gland","kidney",-0.212429927600142,128,"DFTJ"
"spleen","kidney",0.0351346466026962,128,"DFTJ"
"adipocyte","kidney",-0.158857201854656,128,"DFTJ"
"artery","kidney",-0.24639803632722,128,"DFTJ"
"bone","kidney",-0.0847375364188315,128,"DFTJ"
"skin","kidney",0.00758018318847515,128,"DFTJ"
"stomach","kidney",-0.396298367920674,128,"DFTJ"
"kidney","kidney",1,128,"DFTJ"
"liver","kidney",0.0343129208218112,128,"DFTJ"
"nerve","kidney",-0.245550343150831,128,"DFTJ"
"lung","kidney",0.164794060576417,128,"DFTJ"
"heart","kidney",-0.234397906661149,128,"DFTJ"
"bowel","kidney",0.0531051997812143,128,"DFTJ"
"brain","kidney",-0.0894547611374425,128,"DFTJ"
"pancreas","kidney",0.221662306595465,128,"DFTJ"
"bladder","liver",0.307024964629205,128,"DFTJ"
"lymph node","liver",0.320209012149889,128,"DFTJ"
"salivary gland","liver",0.335501588026061,128,"DFTJ"
"spleen","liver",-0.119317661600439,128,"DFTJ"
"adipocyte","liver",-0.173863532320088,128,"DFTJ"
"artery","liver",-0.380746345505073,128,"DFTJ"
"bone","liver",-0.0132587895989745,128,"DFTJ"
"skin","liver",-0.459711475464525,128,"DFTJ"
"stomach","liver",-0.162456169966991,128,"DFTJ"
"kidney","liver",0.0343129208218112,128,"DFTJ"
"liver","liver",1,128,"DFTJ"
"nerve","liver",-0.437420594582168,128,"DFTJ"
"lung","liver",-0.131559202739242,128,"DFTJ"
"heart","liver",-0.323782261491473,128,"DFTJ"
"bowel","liver",-0.626098824757387,128,"DFTJ"
"brain","liver",0.261780239928901,128,"DFTJ"
"pancreas","liver",-0.278713565032427,128,"DFTJ"
"bladder","nerve",-0.645015486642283,128,"DFTJ"
"lymph node","nerve",-0.247778962129198,128,"DFTJ"
"salivary gland","nerve",0.0172774359804301,128,"DFTJ"
"spleen","nerve",0.193415829135119,128,"DFTJ"
"adipocyte","nerve",0.297907537501098,128,"DFTJ"
"artery","nerve",0.588388923471166,128,"DFTJ"
"bone","nerve",0.0958494078986165,128,"DFTJ"
"skin","nerve",0.375094821709952,128,"DFTJ"
"stomach","nerve",0.283224616954356,128,"DFTJ"
"kidney","nerve",-0.245550343150831,128,"DFTJ"
"liver","nerve",-0.437420594582168,128,"DFTJ"
"nerve","nerve",1,128,"DFTJ"
"lung","nerve",-0.304183521542618,128,"DFTJ"
"heart","nerve",0.152963282360714,128,"DFTJ"
"bowel","nerve",0.501902960448824,128,"DFTJ"
"brain","nerve",-0.370961964364381,128,"DFTJ"
"pancreas","nerve",0.279261463305347,128,"DFTJ"
"bladder","lung",0.592078958678589,128,"DFTJ"
"lymph node","lung",-0.127291615217731,128,"DFTJ"
"salivary gland","lung",-0.598549665815552,128,"DFTJ"
"spleen","lung",0.128254042466001,128,"DFTJ"
"adipocyte","lung",-0.474403603553996,128,"DFTJ"
"artery","lung",-0.632899577132141,128,"DFTJ"
"bone","lung",-0.212969196085453,128,"DFTJ"
"skin","lung",-0.185618427538253,128,"DFTJ"
"stomach","lung",-0.55852575839455,128,"DFTJ"
"kidney","lung",0.164794060576417,128,"DFTJ"
"liver","lung",-0.131559202739242,128,"DFTJ"
"nerve","lung",-0.304183521542618,128,"DFTJ"
"lung","lung",1,128,"DFTJ"
"heart","lung",-0.0197881764010235,128,"DFTJ"
"bowel","lung",0.145754239252752,128,"DFTJ"
"brain","lung",0.307433558040652,128,"DFTJ"
"pancreas","lung",0.207711721698181,128,"DFTJ"
"bladder","heart",-0.267486896481542,128,"DFTJ"
"lymph node","heart",-0.0805604465765605,128,"DFTJ"
"salivary gland","heart",-0.0380503487085887,128,"DFTJ"
"spleen","heart",-0.134035037561478,128,"DFTJ"
"adipocyte","heart",0.0211456330755094,128,"DFTJ"
"artery","heart",0.295429350454849,128,"DFTJ"
"bone","heart",0.309818357478915,128,"DFTJ"
"skin","heart",0.0824908644662634,128,"DFTJ"
"stomach","heart",0.307319022676727,128,"DFTJ"
"kidney","heart",-0.234397906661149,128,"DFTJ"
"liver","heart",-0.323782261491473,128,"DFTJ"
"nerve","heart",0.152963282360714,128,"DFTJ"
"lung","heart",-0.0197881764010235,128,"DFTJ"
"heart","heart",1,128,"DFTJ"
"bowel","heart",0.052597142811488,128,"DFTJ"
"brain","heart",-0.0633534652218486,128,"DFTJ"
"pancreas","heart",0.0843492576858674,128,"DFTJ"
"bladder","bowel",-0.191771432892612,128,"DFTJ"
"lymph node","bowel",-0.132837590172514,128,"DFTJ"
"salivary gland","bowel",-0.3513188254591,128,"DFTJ"
"spleen","bowel",0.211295821026006,128,"DFTJ"
"adipocyte","bowel",0.149260417564672,128,"DFTJ"
"artery","bowel",0.306208979541669,128,"DFTJ"
"bone","bowel",0.0694075370589346,128,"DFTJ"
"skin","bowel",0.468278566212602,128,"DFTJ"
"stomach","bowel",-0.0228884547914937,128,"DFTJ"
"kidney","bowel",0.0531051997812143,128,"DFTJ"
"liver","bowel",-0.626098824757387,128,"DFTJ"
"nerve","bowel",0.501902960448824,128,"DFTJ"
"lung","bowel",0.145754239252752,128,"DFTJ"
"heart","bowel",0.052597142811488,128,"DFTJ"
"bowel","bowel",1,128,"DFTJ"
"brain","bowel",-0.20139494587903,128,"DFTJ"
"pancreas","bowel",0.27089143285678,128,"DFTJ"
"bladder","brain",0.409470451873566,128,"DFTJ"
