"lung","yr_df.1st","fit","lwr","upr"
2.84614107591764,0,2.3173563186782,2.3173563186782,2.3173563186782
1.31945688297023,3,2.14458995658683,2.0509537409528,2.23822617222087
2.56044787495656,6,1.97182359449547,1.7845511632274,2.15909602576354
1.02685738172104,9,1.79905723240411,1.518148585502,2.07996587930621
3.359991609394,0,2.3173563186782,2.3173563186782,2.3173563186782
0.815283173768646,0,2.3173563186782,2.3173563186782,2.3173563186782
1.64719776647143,9,1.79905723240411,1.518148585502,2.07996587930621
1.54595895804691,0,2.3173563186782,2.3173563186782,2.3173563186782
2.40575608726725,0,2.3173563186782,2.3173563186782,2.3173563186782
4.04665320928504,3,2.14458995658683,2.0509537409528,2.23822617222087
3.98998385165757,9,1.79905723240411,1.518148585502,2.07996587930621
0.363724018592098,3,2.14458995658683,2.0509537409528,2.23822617222087
2.12670709890945,3,2.14458995658683,2.0509537409528,2.23822617222087
1.43575556904226,6,1.97182359449547,1.7845511632274,2.15909602576354
2.28052438056412,3,2.14458995658683,2.0509537409528,2.23822617222087
3.64327390333882,6,1.97182359449547,1.7845511632274,2.15909602576354
3.54657509625387,0,2.3173563186782,2.3173563186782,2.3173563186782
3.80884413293533,3,2.14458995658683,2.0509537409528,2.23822617222087
2.88768029298088,2,2.20217874395062,2.1397546001946,2.26460288770665
2.28530636638194,6,1.97182359449547,1.7845511632274,2.15909602576354
1.17597447251592,9,1.79905723240411,1.518148585502,2.07996587930621
2.10673317847782,3,2.14458995658683,2.0509537409528,2.23822617222087
1.39159811431765,8,1.85664601976789,1.6069494447438,2.10634259479199
1.79695055213437,0,2.3173563186782,2.3173563186782,2.3173563186782
2.36768644193,3,2.14458995658683,2.0509537409528,2.23822617222087
1.86885269102605,9,1.79905723240411,1.518148585502,2.07996587930621
1.99141522253655,3,2.14458995658683,2.0509537409528,2.23822617222087
2.94031606869673,0,2.3173563186782,2.3173563186782,2.3173563186782
2.69276046244977,9,1.79905723240411,1.518148585502,2.07996587930621
1.33528306415113,10,1.74146844504032,1.4293477262602,2.05358916382044
1.55412339329042,10,1.74146844504032,1.4293477262602,2.05358916382044
2.67172633065319,0,2.3173563186782,2.3173563186782,2.3173563186782
1.90115880641919,2,2.20217874395062,2.1397546001946,2.26460288770665
1.56584507216457,6,1.97182359449547,1.7845511632274,2.15909602576354
0.913010214517647,10,1.74146844504032,1.4293477262602,2.05358916382044
1.85676596918517,3,2.14458995658683,2.0509537409528,2.23822617222087
1.09045973600239,7,1.91423480713168,1.6957503039856,2.13271931027777
2.13292315023046,6,1.97182359449547,1.7845511632274,2.15909602576354
2.67700617887521,9,1.79905723240411,1.518148585502,2.07996587930621
1.7480323555891,3,2.14458995658683,2.0509537409528,2.23822617222087
2.89032624903189,7,1.91423480713168,1.6957503039856,2.13271931027777
3.01419512500203,9,1.79905723240411,1.518148585502,2.07996587930621
2.22316881496121,0,2.3173563186782,2.3173563186782,2.3173563186782
0.599094854951359,0,2.3173563186782,2.3173563186782,2.3173563186782
2.44157263592095,3,2.14458995658683,2.0509537409528,2.23822617222087
1.12476543092823,0,2.3173563186782,2.3173563186782,2.3173563186782
1.36376724083315,10,1.74146844504032,1.4293477262602,2.05358916382044
2.18292197332951,4,2.08700116922305,1.962152881711,2.21184945673509
1.22945923266442,5,2.02941238185926,1.8733520224692,2.18547274124932
1.86263532917401,9,1.79905723240411,1.518148585502,2.07996587930621
2.75750785188826,6,1.97182359449547,1.7845511632274,2.15909602576354
