"Organ_marker","study","Est","SE","t","P","CI_l","CI_h","weights"
"liver (miR-122-3p) miR-TS vs. adipocyte","DFTJ",-0.211639316513655,0.0873949367672987,-2.42164276721401,0.0169099614969695,-0.384632235232128,-0.0386463977951823,15.8643481628239
"liver (miR-122-3p) miR-TS vs. adipocyte","NAS",-0.125509743055592,0.0433183175716151,-2.89738267992739,0.00390448562425104,-0.210589015271603,-0.0404304708395809,64.5604278104594
"liver (miR-122-3p) miR-TS vs. adipocyte","SY",-0.0497189111967539,0.0786757282434637,-0.631947263874034,0.528346360611853,-0.205126094355539,0.105688271962031,19.5752240267167
"liver (miR-122-3p) miR-TS vs. adipocyte","pooled",-0.124337413332055,0.034810580679817,-3.57182818855259,0.000354497954822059,-0.192564897745422,-0.0561099289186873,200
"nerve (miR-338-5p) miR-TS vs. adipocyte","DFTJ",0.377423361221151,0.0839619252417218,4.49517278378944,1.5838416670706e-05,0.211225878322777,0.543620844119526,31.6262458372437
"nerve (miR-338-5p) miR-TS vs. adipocyte","NAS",0.0976367373398832,0.0439952020498986,2.21925875528757,0.0268539190558855,0.011228031248896,0.18404544343087,36.1664046290427
"nerve (miR-338-5p) miR-TS vs. adipocyte","SY",-0.0214240927394532,0.079464396326351,-0.269606185032439,0.787819532061929,-0.17838912211009,0.135540936631183,32.2073495337136
"nerve (miR-338-5p) miR-TS vs. adipocyte","pooled",0.147776405126905,0.113506956875207,1.30191495918065,0.19294545812339,-0.0746931423432415,0.370245952597051,200
"lung (miR-146b-5p) miR-TS vs. adipocyte","DFTJ",0.0824576231695249,0.0906667892158165,0.909457849811455,0.364887152412943,-0.0970117268574611,0.261926973196511,14.6450120034927
"lung (miR-146b-5p) miR-TS vs. adipocyte","NAS",-0.0549338474230168,0.0426613422507496,-1.28767273894322,0.198371688644305,-0.138722788312778,0.0288550934667439,65.9770698081641
"lung (miR-146b-5p) miR-TS vs. adipocyte","SY",-0.0521248441276051,0.0788111708932479,-0.661389033265471,0.509338530221901,-0.207799565460519,0.103549877205309,19.3779181883432
"lung (miR-146b-5p) miR-TS vs. adipocyte","pooled",-0.0342685237024711,0.0347098866684954,-0.987284229123545,0.323503319836533,-0.102298651480189,0.0337616040752469,200
"heart (miR-208b-3p) miR-TS vs. adipocyte","DFTJ",0.0646242581508412,0.0907022149685218,0.712488202997788,0.47751190001857,-0.114915214981498,0.244163731283181,16.8672530860461
"heart (miR-208b-3p) miR-TS vs. adipocyte","NAS",-0.047790652329052,0.041676320211533,-1.1467099803074,0.251972714919973,-0.129644962261026,0.0340636576029221,61.5934530483441
"heart (miR-208b-3p) miR-TS vs. adipocyte","SY",0.0405904400140341,0.0792986769671271,0.511867808725998,0.609467370439547,-0.116047245976543,0.197228126004611,21.5392938656098
"heart (miR-208b-3p) miR-TS vs. adipocyte","pooled",-0.009792681670543,0.0388266576223596,-0.252215417710938,0.800874561608111,-0.0858915322504353,0.0663061689093493,200
"bowel (miR-215-5p) miR-TS vs. adipocyte","DFTJ",-0.0657662276590328,0.0897452777162718,-0.732809896326262,0.465068621706639,-0.243411502175062,0.111879046856996,26.4438189382499
"bowel (miR-215-5p) miR-TS vs. adipocyte","NAS",-0.230234614279141,0.0411691992479976,-5.59239962118863,3.44794828318481e-08,-0.311092914095262,-0.14937631446302,43.805829643303
"bowel (miR-215-5p) miR-TS vs. adipocyte","SY",-0.049026371294154,0.0791891523660283,-0.619104635285705,0.536750488365577,-0.205447714708394,0.107394972120086,29.7503514184471
"bowel (miR-215-5p) miR-TS vs. adipocyte","pooled",-0.132832802823432,0.0651378014050215,-2.0392583102013,0.0414242540738911,-0.260500547609396,-0.00516505803746706,200
"brain (miR-769-3p) miR-TS vs. adipocyte","DFTJ",-0.193423548370192,0.0875650162809037,-2.208913520323,0.0290329703519636,-0.366753129057436,-0.0200939676829474,31.312070147874
"brain (miR-769-3p) miR-TS vs. adipocyte","NAS",0.124079881921913,0.0410805959213272,3.02040121714729,0.00263515275354381,0.0433956033275668,0.204764160516259,36.1504348963132
"brain (miR-769-3p) miR-TS vs. adipocyte","SY",-0.236015399565542,0.077362012736461,-3.05079187080544,0.00268291228072796,-0.388827616894668,-0.0832031822364162,32.5374949558129
"brain (miR-769-3p) miR-TS vs. adipocyte","pooled",-0.0925029989431578,0.118280880845593,-0.782062141250994,0.43417805460112,-0.324329265460193,0.139323267573877,200
"bladder (miR-3617-5p) miR-TS vs. artery","DFTJ",0.340508210300434,0.0847212352066025,4.01916012520433,0.000101072342136418,0.172807719883598,0.50820870071727,32.3950434924991
"bladder (miR-3617-5p) miR-TS vs. artery","NAS",-0.204036073488055,0.0405942157602975,-5.02623513391307,6.66739807464223e-07,-0.283765077906475,-0.124307069069634,34.8839282243066
"bladder (miR-3617-5p) miR-TS vs. artery","SY",0.039589622669847,0.0800346193822295,0.494656224711644,0.621538719293774,-0.118501761179671,0.197681006519365,32.7210282831943
"bladder (miR-3617-5p) miR-TS vs. artery","pooled",0.0520861170260997,0.158454359299163,0.328713689269732,0.742372106293403,-0.25847872039363,0.362650954445829,200
"lymph node (miR-150-5p) miR-TS vs. artery","DFTJ",-0.237239918568954,0.0874098512438755,-2.71410962486424,0.0076001388741188,-0.410262359579331,-0.0642174775585776,31.4574348154792
"lymph node (miR-150-5p) miR-TS vs. artery","NAS",0.169762930360524,0.0412263573922593,4.11782512690289,4.37845048341005e-05,0.0887923691827526,0.250733491538295,36.2570262367423
"lymph node (miR-150-5p) miR-TS vs. artery","SY",0.00706700818000258,0.0805566717322045,0.0877271618606032,0.930206041863009,-0.152055579154788,0.166189595514793,32.2855389477785
"lymph node (miR-150-5p) miR-TS vs. artery","pooled",-0.0107969808606494,0.118817556560216,-0.0908702482463315,0.927595690819893,-0.243675112449724,0.222081150728425,200
"salivary gland (miR-3187-3p) miR-TS vs. artery","DFTJ",-0.546966950201946,0.0769871839421613,-7.10464939999455,8.55109514905377e-11,-0.699358360353453,-0.394575540050439,32.6357447432905
"salivary gland (miR-3187-3p) miR-TS vs. artery","NAS",-0.024853745430223,0.0419952615813105,-0.591822612703617,0.554199195685602,-0.107334471648457,0.0576269807880111,34.5624965649798
"salivary gland (miR-3187-3p) miR-TS vs. artery","SY",-0.381077623052355,0.0744918717959565,-5.11569401955933,9.06557581415253e-07,-0.528220486836354,-0.233934759268355,32.8017586917298
"salivary gland (miR-3187-3p) miR-TS vs. artery","pooled",-0.31209697495047,0.156121161625498,-1.99906900320871,0.0456008883669809,-0.618088828961003,-0.00610512093993748,200
"pleurae (miR-6802-5p) miR-TS vs. artery","DFTJ",-0.229972707185357,0.0929735519691341,-2.4735282487831,0.0147430969712136,-0.414008152643592,-0.0459372617271213,16.1442955596989
"pleurae (miR-6802-5p) miR-TS vs. artery","NAS",-0.0751772712733849,0.0411149450859104,-1.82846580765949,0.0679913274507939,-0.155929013289392,0.00557447074262192,62.5812768883808
"pleurae (miR-6802-5p) miR-TS vs. artery","SY",-0.112453959395191,0.079901911076514,-1.40740012197587,0.161298149648513,-0.270283206186261,0.0453752873958784,21.2744275519203
"pleurae (miR-6802-5p) miR-TS vs. artery","pooled",-0.108098305968167,0.0388960906946198,-2.77915605495848,0.00545003354430031,-0.184333242869025,-0.0318633690673085,200
"spleen (miR-99a-5p) miR-TS vs. artery","DFTJ",0.414078902114646,0.0833435450453112,4.96833800253547,2.20685425521002e-06,0.249105464899142,0.57905233933015,32.576306721568
"spleen (miR-99a-5p) miR-TS vs. artery","NAS",0.218097639440168,0.0430048855925192,5.0714619149715,5.31471429483951e-07,0.133633962800477,0.302561316079859,34.6453395513439
"spleen (miR-99a-5p) miR-TS vs. artery","SY",-0.163920909416213,0.0801254517002179,-2.04580324900392,0.0424551911858891,-0.322191713208749,-0.00565010562367649,32.7783537270881
"spleen (miR-99a-5p) miR-TS vs. artery","pooled",0.156721705438574,0.166738273255454,0.939926403090829,0.347255312972194,-0.170079304986513,0.483522715863662,200
"adipocyte (miR-365b-5p) miR-TS vs. artery","DFTJ",-0.182879623808639,0.0967846117894075,-1.88955269259709,0.0611717848344421,-0.374458828506328,0.00869958088905035,28.2876957553436
"adipocyte (miR-365b-5p) miR-TS vs. artery","NAS",0.115447786875453,0.0407975539347292,2.82977227164537,0.00481884012610044,0.0353194164413562,0.19557615730955,39.9425233873963
"adipocyte (miR-365b-5p) miR-TS vs. artery","SY",-0.0182301830496,0.0804604683096869,-0.226573166084906,0.821052275475669,-0.177162740965693,0.140702374866493,31.7697808572601
"adipocyte (miR-365b-5p) miR-TS vs. artery","pooled",-0.0114113615132807,0.0864148740729191,-0.132053210002383,0.894942204722545,-0.180781402424766,0.157958679398205,200
"artery (miR-140-3p) miR-TS vs. artery","DFTJ",0.493685468045935,0.0831026620651702,5.9406697183633,2.71104683784796e-08,0.329188843919902,0.658182092171967,32.0358270533071
"artery (miR-140-3p) miR-TS vs. artery","NAS",0.243978077098904,0.0408571482149147,5.97149061445854,4.09213615599335e-09,0.163732660614299,0.324223493583509,35.8140469748914
"artery (miR-140-3p) miR-TS vs. artery","SY",0.0411477086704451,0.082033992044417,0.501593396163944,0.616660703903546,-0.120893011021936,0.203188428362826,32.1501259718015
"artery (miR-140-3p) miR-TS vs. artery","pooled",0.258763686043202,0.126104853751054,2.05197245265461,0.0401723396676307,0.0116027144154451,0.505924657670958,200
"bone (miR-223-3p) miR-TS vs. artery","DFTJ",0.692879373088505,0.0763497268064087,9.07507337708438,2.28717555709272e-15,0.541749770251596,0.844008975925415,33.0349572525366
"bone (miR-223-3p) miR-TS vs. artery","NAS",-0.057042637652099,0.0444157422516937,-1.28428873998889,0.199551929030023,-0.144277305052575,0.0301920297483769,33.9465804952625
"bone (miR-223-3p) miR-TS vs. artery","SY",0.34434064582689,0.076818113366118,4.48254494595239,1.42102878170061e-05,0.19260278612945,0.49607850552433,33.0184622522009
"bone (miR-223-3p) miR-TS vs. artery","pooled",0.323224365965577,0.217808657576629,1.48398309581363,0.137813405214315,-0.103672758405633,0.750121490336786,200
"pancreas (miR-2355-3p) miR-TS vs. artery","DFTJ",0.18163712320115,0.089783240674719,2.02306267668834,0.0452345057867532,0.00391670333657027,0.35935754306573,28.9949445472685
"pancreas (miR-2355-3p) miR-TS vs. artery","NAS",-0.0995955259027397,0.0422914621959891,-2.35497948595841,0.0188547734962567,-0.18265800446362,-0.0165330473418591,39.7786906818069
"pancreas (miR-2355-3p) miR-TS vs. artery","SY",0.0114515476197902,0.0800476536271742,0.143059129167313,0.886428099158507,-0.146665582610939,0.16956867785052,31.2263647709246
"pancreas (miR-2355-3p) miR-TS vs. artery","pooled",0.0166236889993293,0.0819069196884076,0.202958297816223,0.839167627308759,-0.143910923674564,0.177158301673223,200
"skin (miR-301a-5p) miR-TS vs. artery","DFTJ",0.663988302074697,0.0674822972286739,9.83944425935403,3.33068319273943e-17,0.530411232381297,0.797565371768098,33.1916294204782
"skin (miR-301a-5p) miR-TS vs. artery","NAS",-0.164314976924048,0.0407674752549462,-4.03054091273685,6.30440985577973e-05,-0.244384271375313,-0.0842456824727827,33.708121855551
"skin (miR-301a-5p) miR-TS vs. artery","SY",0.45789994228418,0.0712383523743839,6.42771663047098,1.49801181399827e-09,0.317183714769683,0.598616169798676,33.1002487239708
"skin (miR-301a-5p) miR-TS vs. artery","pooled",0.316567063774463,0.250287534364193,1.26481354566315,0.205938174469244,-0.173987489358687,0.807121616907612,200
"stomach (miR-6741-3p) miR-TS vs. artery","DFTJ",-0.326404770841567,0.0935305446952151,-3.48982005723597,0.000671607547914675,-0.511542749249122,-0.141266792434011,13.1250719106996
"stomach (miR-6741-3p) miR-TS vs. artery","NAS",-0.223356978746068,0.0409384506886084,-5.45592163330744,7.21537996464888e-08,-0.303762077223857,-0.142951880268279,68.5087136414181
"stomach (miR-6741-3p) miR-TS vs. artery","SY",-0.235622115746453,0.0790668585357397,-2.98003639084695,0.00334407846193888,-0.391801893685455,-0.0794423378074504,18.3662144478823
"stomach (miR-6741-3p) miR-TS vs. artery","pooled",-0.239134716924808,0.0338847518367457,-7.05729580304856,1.69773976161801e-12,-0.305547610149907,-0.172721823699709,200
"kidney (miR-30a-5p) miR-TS vs. artery","DFTJ",0.326962943837441,0.0856640322065942,3.81680543648601,0.000213025899731028,0.157396244566632,0.496529643108251,31.5945361992609
"kidney (miR-30a-5p) miR-TS vs. artery","NAS",0.240071262653561,0.0419228680031663,5.72649902281088,1.64422702566454e-08,0.157732720926482,0.32240980438064,36.2242129869253
"kidney (miR-30a-5p) miR-TS vs. artery","SY",-0.0721878458035071,0.080884018496862,-0.892485897029309,0.373507178405765,-0.231957037113213,0.0875813455061987,32.1812508138138
"kidney (miR-30a-5p) miR-TS vs. artery","pooled",0.1670353994378,0.117456849373312,1.42210011871605,0.154997188342967,-0.0631757950714372,0.397246593947038,200
"liver (miR-122-3p) miR-TS vs. artery","DFTJ",0.108952191918672,0.0899456513334951,1.21131138974918,0.228098190400682,-0.0690897098867613,0.286994093724104,15.3427131324841
"liver (miR-122-3p) miR-TS vs. artery","NAS",0.0504814032434882,0.0436210340973403,1.1572720429057,0.2476359696944,-0.0351924188798197,0.136155225366796,65.2334868864188
"liver (miR-122-3p) miR-TS vs. artery","SY",0.0319445490003908,0.0799400020245913,0.399606557309868,0.689992906079023,-0.125959938364572,0.189849036365354,19.4237999810972
"liver (miR-122-3p) miR-TS vs. artery","pooled",0.0558518471252559,0.0352315097054051,1.58528111886977,0.112902476965034,-0.0132006430183115,0.124904337268823,200
"nerve (miR-338-5p) miR-TS vs. artery","DFTJ",0.284709013567103,0.0879667515247342,3.23655254550408,0.00155479892026238,0.110584222597055,0.458833804537151,29.2317281394758
"nerve (miR-338-5p) miR-TS vs. artery","NAS",0.234231945523867,0.0431440702575756,5.42906462291278,8.32875255284077e-08,0.149494903465793,0.318968987581942,39.8194143043877
"nerve (miR-338-5p) miR-TS vs. artery","SY",0.00722818324086208,0.0806961731717463,0.0895728131429266,0.928741586119619,-0.152169959544762,0.166626326026486,30.9488575561364
"nerve (miR-338-5p) miR-TS vs. artery","pooled",0.178732193791006,0.080378951252444,2.22361938052248,0.0261740634938645,0.0211923442211154,0.336272043360897,200
"lung (miR-146b-5p) miR-TS vs. artery","DFTJ",0.406413072230525,0.0844032131217416,4.81513744795856,4.23322849913613e-06,0.239342087031176,0.573484057429874,32.2813345545229
"lung (miR-146b-5p) miR-TS vs. artery","NAS",-0.0684082867467437,0.0426686676290252,-1.60324403240117,0.109423314831971,-0.152211615033969,0.0153950415404814,35.0907997416583
"lung (miR-146b-5p) miR-TS vs. artery","SY",0.00494369649728054,0.0801273702997712,0.0616979750962158,0.950882329067537,-0.153330897080986,0.163218290075547,32.6278657038187
"lung (miR-146b-5p) miR-TS vs. artery","pooled",0.108803571264989,0.146228868326732,0.744063552635034,0.456838027920567,-0.177799744155455,0.395406886685432,200
"heart (miR-208b-3p) miR-TS vs. artery","DFTJ",0.0480384609331368,0.0918300352433296,0.523123625139045,0.601829348332928,-0.13373346328099,0.229810385147263,13.9675406912782
"heart (miR-208b-3p) miR-TS vs. artery","NAS",0.0676143252548234,0.0416689894179071,1.62265334963382,0.105205048057764,-0.0142255866436762,0.149454237153323,67.8365123507316
"heart (miR-208b-3p) miR-TS vs. artery","SY",0.0555820062449875,0.0804558064837249,0.690838967057411,0.490693409608634,-0.10334134322452,0.214505355714495,18.1959469579903
"heart (miR-208b-3p) miR-TS vs. artery","pooled",0.0626906640551765,0.0343197980485106,1.82666179930791,0.0677506352854852,-0.00457490407659226,0.129956232186945,200
"bowel (miR-215-5p) miR-TS vs. artery","DFTJ",0.35191404042794,0.0852598113466353,4.12754889870898,6.7078602879099e-05,0.183147471564654,0.520680609291226,32.0387923644377
"bowel (miR-215-5p) miR-TS vs. artery","NAS",0.23811705771521,0.0411335105159752,5.78888246415855,1.15923804719052e-08,0.157328852296033,0.318905263134388,35.4356957359058
"bowel (miR-215-5p) miR-TS vs. artery","SY",-0.112713544910799,0.079991278081701,-1.40907293412259,0.160803803440425,-0.270719317230815,0.0452922274092177,32.5255118996565
"bowel (miR-215-5p) miR-TS vs. artery","pooled",0.160466787318777,0.136529902221253,1.17532338856241,0.239865360777034,-0.107126903847654,0.428060478485209,200
"brain (miR-769-3p) miR-TS vs. artery","DFTJ",-0.411096000020764,0.0823517889828826,-4.99194984223371,1.99388072186249e-06,-0.574106316920121,-0.248085683121407,32.2319723157038
"brain (miR-769-3p) miR-TS vs. artery","NAS",0.0358381427002577,0.0414141356448858,0.865360151605223,0.387197701683669,-0.0455012240537009,0.117177509454216,34.9972693669462
"brain (miR-769-3p) miR-TS vs. artery","SY",-0.355431952108586,0.0756806502313167,-4.69647064371426,5.76339754410324e-06,-0.504922995085379,-0.205940909131792,32.77075831735
"brain (miR-769-3p) miR-TS vs. artery","pooled",-0.236439723588882,0.14376449491644,-1.64463224196147,0.100045673680492,-0.518212955880697,0.0453335087029317,200
"bladder (miR-3617-5p) miR-TS vs. bladder","DFTJ",-0.409438864654117,0.0818812780498756,-5.00039660354005,1.92265768238447e-06,-0.57151783401092,-0.247359895297313,32.2512004404519
"bladder (miR-3617-5p) miR-TS vs. bladder","NAS",-0.0234719705394052,0.0412487055497502,-0.569035324298735,0.569551692403503,-0.104486424580087,0.0575424835012769,35.3297903796452
"bladder (miR-3617-5p) miR-TS vs. bladder","SY",0.0331088105998964,0.08004591319863,0.413622748206252,0.679718470760954,-0.125004881784072,0.191222502983865,32.4190091799029
"bladder (miR-3617-5p) miR-TS vs. bladder","pooled",-0.129607998562517,0.136077593390152,-0.952456575204957,0.340865478906981,-0.3963151807101,0.137099183585067,200
"lymph node (miR-150-5p) miR-TS vs. bladder","DFTJ",0.23725716815227,0.0871073805604745,2.72373209509559,0.00739464335517209,0.0648334493137242,0.409680886990817,30.5327108322814
"lymph node (miR-150-5p) miR-TS vs. bladder","NAS",-0.0766972330609615,0.0414935012465333,-1.84841555320351,0.0650493101686581,-0.158192477697665,0.00479801157574244,37.6661829503666
"lymph node (miR-150-5p) miR-TS vs. bladder","SY",0.145745652274413,0.0797013545007564,1.82864711882694,0.0693623540345479,-0.0116874376179749,0.303178742166801,31.8011062173519
"lymph node (miR-150-5p) miR-TS vs. bladder","pooled",0.0899008546451399,0.0972475081501045,0.924454069366746,0.355249954675447,-0.10070075891533,0.28050246820561,200
"salivary gland (miR-3187-3p) miR-TS vs. bladder","DFTJ",0.325973115150611,0.0862613202639436,3.77890245770867,0.000244237343560981,0.15522412079294,0.496722109508283,30.4520380769695
"salivary gland (miR-3187-3p) miR-TS vs. bladder","NAS",0.0174548725739707,0.0417932241928382,0.417648384662359,0.676358247084277,-0.0646290424351663,0.0995387875831077,37.6936788019183
"salivary gland (miR-3187-3p) miR-TS vs. bladder","SY",0.231135533837142,0.078334244073909,2.95063208395888,0.00366053351363035,0.076402880092557,0.385868187581727,31.8542831211122
