"y","x","P_trans","t_adj"
"bowel","spleen",1.47377204365416,"1"
"bowel","stomach",1.1390670296563,"1"
"brain","adipocyte",0.13889821254573,""
"brain","artery",1.88855165818059,"11"
"brain","bladder",3.22636397824616,"111"
"brain","bone",10,"111"
"brain","bowel",0.786447500654281,""
"brain","brain",2.99248563116103,"111"
"brain","heart",0.946473073308797,""
"brain","kidney",0.816913782930711,""
"brain","liver",10,"111"
"brain","lung",0.556220824417179,""
"brain","lymph node",0.368965269389923,""
"brain","pleurae",0.428756173580015,""
"brain","salivary gland",3.28099581658371,"111"
"brain","skin",0.899380520780027,""
"brain","spleen",0.761295645258382,""
"brain","stomach",0.924721276651553,""
