"Organ_marker","study","Est","SE","t","P","CI_l","CI_h","weights"
"bone (miR-223-3p) miR-TS vs. %body fat","DFTJ",-0.0492659339198213,0.0531982702936093,-0.926081499415584,0.35620251548885,-0.154560212549732,0.0560283447100896,30.7043194478932
"bone (miR-223-3p) miR-TS vs. %body fat","NAS",0.0150243742354741,0.0408736454854118,0.367580969523172,0.713315763057037,-0.0652489680386568,0.0952977165096049,52.0125027412616
"bone (miR-223-3p) miR-TS vs. %body fat","SY",0.0221678305259654,0.0709064023382535,0.312635104799358,0.754975437230116,-0.117892700228981,0.162228361280912,17.2831778108452
"bone (miR-223-3p) miR-TS vs. %body fat","pooled",-0.00348091110203712,0.0294779480832339,-0.118085257909011,0.906000104205948,-0.0612566276833171,0.0542948054792429,200
"pancreas (miR-2355-3p) miR-TS vs. %body fat","DFTJ",-0.0129279333602276,0.0535192897073844,-0.241556519731685,0.809522817913471,-0.118857599332867,0.0930017326124124,32.8270461949394
"pancreas (miR-2355-3p) miR-TS vs. %body fat","NAS",0.0824758208779564,0.0407157803531566,2.02564755391117,0.0432444913642273,0.002512516077708,0.162439125678205,43.9211073576324
"pancreas (miR-2355-3p) miR-TS vs. %body fat","SY",-0.0368630061989407,0.0695079938906327,-0.530341966953367,0.59662895420832,-0.174161278216635,0.100435265818753,23.2518464474282
"pancreas (miR-2355-3p) miR-TS vs. %body fat","pooled",0.0234091055783993,0.0395984381076504,0.591162346220839,0.554411649234769,-0.0542024069566339,0.101020618113432,200
"skin (miR-301a-5p) miR-TS vs. %body fat","DFTJ",-0.0706931668081944,0.0530965780285702,-1.33140720989883,0.185497552380222,-0.175786167959901,0.034399834343512,33.2128451183358
"skin (miR-301a-5p) miR-TS vs. %body fat","NAS",-0.0176062987733134,0.0408768660497942,-0.430715474906179,0.66683046347179,-0.0978859660391087,0.0626733684924819,42.7624870953489
"skin (miR-301a-5p) miR-TS vs. %body fat","SY",0.0984705297526737,0.0691797455220823,1.42340115606875,0.156616793448862,-0.0381793573631988,0.235120416868546,24.0246677863154
"skin (miR-301a-5p) miR-TS vs. %body fat","pooled",-0.0073508856016544,0.0413260626708331,-0.177875295311946,0.858820912914104,-0.0883484800593324,0.0736467088560236,200
"stomach (miR-6741-3p) miR-TS vs. %body fat","DFTJ",-0.0574263928911808,0.0536260001003874,-1.07086847394322,0.286308501813337,-0.163567268622927,0.0487144828405652,30.255247630985
"stomach (miR-6741-3p) miR-TS vs. %body fat","NAS",-0.0540042269266087,0.0407945771336675,-1.32380896484497,0.186072316304015,-0.134122283789144,0.0261138299359265,52.281332719841
"stomach (miR-6741-3p) miR-TS vs. %body fat","SY",-0.0356449279867818,0.0705847881275858,-0.504994474480135,0.614275374155223,-0.175070178209096,0.103780322235533,17.4634196491739
"stomach (miR-6741-3p) miR-TS vs. %body fat","pooled",-0.0518334502950249,0.0294968582120893,-1.75725326142636,0.0788746505053895,-0.109646230047804,0.00597932945775458,200
"kidney (miR-30a-5p) miR-TS vs. %body fat","DFTJ",-0.000809934528080465,0.0535600377147549,-0.0151219932367102,0.987959158723908,-0.1068202522215,0.105200383165339,32.43534123458
"kidney (miR-30a-5p) miR-TS vs. %body fat","NAS",0.100640882499345,0.0407409337400631,2.47026450452653,0.0137792127992983,0.0206281779841335,0.180653587014557,46.1533831360085
"kidney (miR-30a-5p) miR-TS vs. %body fat","SY",0.0237219814395194,0.0704465425488703,0.336737341269274,0.736767484590283,-0.115430194018163,0.162874156897202,21.4112756294115
"kidney (miR-30a-5p) miR-TS vs. %body fat","pooled",0.0512656458941966,0.0363205036425774,1.41147948824419,0.158103279547847,-0.019921233145611,0.122452524934004,200
"liver (miR-122-3p) miR-TS vs. %body fat","DFTJ",0.00998733043885967,0.0535848616557951,0.18638343237711,0.852448662654584,-0.0960721207874766,0.116046781665196,30.1047463455886
"liver (miR-122-3p) miR-TS vs. %body fat","NAS",-0.0498229050566627,0.040789016810717,-1.22147845062969,0.222386239194164,-0.12993004178467,0.0302842316713441,51.9556432064023
"liver (miR-122-3p) miR-TS vs. %body fat","SY",-0.0449165198195181,0.0694149628905453,-0.647072589959362,0.518535960354919,-0.18203102886491,0.0921979892258742,17.9396104480091
"liver (miR-122-3p) miR-TS vs. %body fat","pooled",-0.0309369989734141,0.0294008306106449,-1.05224914843777,0.292685255588739,-0.0885615680858409,0.0266875701390127,200
"nerve (miR-338-5p) miR-TS vs. %body fat","DFTJ",0.00120748060203319,0.0533990109571174,0.0226124151063934,0.981995787969969,-0.104484120031753,0.10689908123582,30.3199794713669
"nerve (miR-338-5p) miR-TS vs. %body fat","NAS",0.0710447430569665,0.0407479063814659,1.74351885448723,0.0817569306702724,-0.00898165529991847,0.151071141413851,52.0696585712509
"nerve (miR-338-5p) miR-TS vs. %body fat","SY",0.0375494709691251,0.0700670000644399,0.535908072767368,0.59278535637198,-0.100852998960419,0.17595194089867,17.6103619573822
"nerve (miR-338-5p) miR-TS vs. %body fat","pooled",0.0439714607639872,0.0294034076253541,1.49545458554509,0.134795843807804,-0.0136581592044573,0.101601080732432,200
"lung (miR-146b-5p) miR-TS vs. %body fat","DFTJ",-0.0742687531322086,0.0530844333009589,-1.39906839941469,0.16428888549795,-0.179337716466032,0.0308002102016152,30.6049983322529
"lung (miR-146b-5p) miR-TS vs. %body fat","NAS",0.00117265643871911,0.0408848359052878,0.0286819406939933,0.977127828864321,-0.0791226631362919,0.0814679760137301,51.5943580257457
"lung (miR-146b-5p) miR-TS vs. %body fat","SY",0.0256875993348732,0.0696058133395684,0.369043878699578,0.712595423074506,-0.111803894218314,0.16317909288806,17.8006436420014
"lung (miR-146b-5p) miR-TS vs. %body fat","pooled",-0.0175523680783069,0.0293672557600304,-0.597684993849379,0.55005014012845,-0.0751111316927429,0.0400063955361291,200
"heart (miR-208b-3p) miR-TS vs. %body fat","DFTJ",0.00211088080797928,0.0542876144611037,0.0388832854221602,0.969045975362927,-0.105339515072793,0.109561276688751,29.6628124211686
"heart (miR-208b-3p) miR-TS vs. %body fat","NAS",0.0125965969102048,0.0408044534522789,0.308706424041107,0.757652370813658,-0.0675408564386208,0.0927340502590305,52.5047640564069
"heart (miR-208b-3p) miR-TS vs. %body fat","SY",0.0154527060910892,0.0700167157627292,0.220700241688784,0.825614427611499,-0.122850437885453,0.153755850067631,17.8324235224245
"heart (miR-208b-3p) miR-TS vs. %body fat","pooled",0.00999555209718352,0.0295669768155328,0.338064732134955,0.735314407139808,-0.0479546575929916,0.0679457617873586,200
"bowel (miR-215-5p) miR-TS vs. %body fat","DFTJ",-0.0935375028108808,0.0532929136276738,-1.75515835865857,0.0817019030189013,-0.199019107110075,0.011944101488313,33.7163122740347
"bowel (miR-215-5p) miR-TS vs. %body fat","NAS",0.0956709837351091,0.0406483527017434,2.35362511334945,0.0189140382946757,0.0158401027222757,0.175501864747942,37.3642264217966
"bowel (miR-215-5p) miR-TS vs. %body fat","SY",-0.0748557179505945,0.0697008674148785,-1.07395676304906,0.284500434736356,-0.212534970631298,0.0628235347301091,28.9194613041687
"bowel (miR-215-5p) miR-TS vs. %body fat","pooled",-0.0174385439449841,0.064048034796887,-0.272272896432907,0.785412194758788,-0.142970385427451,0.108093297537483,200
"brain (miR-769-3p) miR-TS vs. %body fat","DFTJ",-3.63083854638904e-06,0.0535218002132732,-6.78384981805714e-05,0.999945981726203,-0.105938265805575,0.105931004128482,30.2643530665684
"brain (miR-769-3p) miR-TS vs. %body fat","NAS",-0.0292948584350964,0.0407967255119727,-0.718068866250041,0.472995259035105,-0.109417134581353,0.0508274177111602,52.0885426735123
"brain (miR-769-3p) miR-TS vs. %body fat","SY",-0.0621306900834768,0.0700905849100806,-0.886434178901267,0.376748071072989,-0.200579746863987,0.0763183666970329,17.6471042599193
"brain (miR-769-3p) miR-TS vs. %body fat","pooled",-0.0262246313433457,0.0294439729432868,-0.890662119336204,0.373110462675531,-0.0839337578739597,0.0314844951872683,200
"bladder (miR-3617-5p) miR-TS vs. BMI","DFTJ",0.0210937953462669,0.0887832877055592,0.237587454704565,0.812593194955622,-0.154633200696153,0.196820791388687,13.5623096947301
"bladder (miR-3617-5p) miR-TS vs. BMI","NAS",-0.0593338844120151,0.0397807965096689,-1.49152077429102,0.13635213305368,-0.137460938072985,0.0187931692489543,67.5537021406499
"bladder (miR-3617-5p) miR-TS vs. BMI","SY",-0.0806205914344309,0.0752404166882854,-1.07150644537809,0.285596672694995,-0.229242046593203,0.068000863724341,18.88398816462
"bladder (miR-3617-5p) miR-TS vs. BMI","pooled",-0.0524458126376615,0.0326962580134795,-1.60403103670273,0.108707211517808,-0.11652930077331,0.0116376754979874,200
"lymph node (miR-150-5p) miR-TS vs. BMI","DFTJ",-0.0474456015464018,0.0886295573333351,-0.535324816843654,0.593384046018469,-0.222868322119761,0.127977119026957,18.0261879491604
"lymph node (miR-150-5p) miR-TS vs. BMI","NAS",0.0762891801689737,0.0398050747961468,1.91656919525142,0.0557690049195355,-0.00188555456318766,0.154463914901135,58.5522205076307
"lymph node (miR-150-5p) miR-TS vs. BMI","SY",-0.00909892258392406,0.0759482085494152,-0.119804308195155,0.904792319954922,-0.15911847016404,0.140920624996192,23.4215915432089
"lymph node (miR-150-5p) miR-TS vs. BMI","pooled",0.0339852632051975,0.0404125714478672,0.840957701715146,0.400371631036664,-0.0452219213552739,0.113192447765669,200
"salivary gland (miR-3187-3p) miR-TS vs. BMI","DFTJ",0.148651489527722,0.0887339912928377,1.67524854187101,0.0964055104950153,-0.0269779351051792,0.324280914160622,23.6066602852325
"salivary gland (miR-3187-3p) miR-TS vs. BMI","NAS",0.0202198720524392,0.0400730246789954,0.504575639458471,0.614042794240969,-0.058481099877378,0.0989208439822563,47.7945906257988
"salivary gland (miR-3187-3p) miR-TS vs. BMI","SY",-0.0866808573109929,0.0755765932965552,-1.14692728965522,0.253167715551906,-0.235966357924462,0.0626046433024766,28.5987490889688
"salivary gland (miR-3187-3p) miR-TS vs. BMI","pooled",0.0199660163237329,0.0540713756805267,0.369252974840134,0.7119391732126,-0.0860119326046344,0.1259439652521,200
"pleurae (miR-6802-5p) miR-TS vs. BMI","DFTJ",0.0208715983060197,0.0897108796949372,0.232654036801264,0.816413636590218,-0.156691362117298,0.198434558729338,13.3572407887272
"pleurae (miR-6802-5p) miR-TS vs. BMI","NAS",-0.0114742184031885,0.0398245939774424,-0.288118904857833,0.773355551996457,-0.0896872876147545,0.0667388508083774,67.7804225875188
"pleurae (miR-6802-5p) miR-TS vs. BMI","SY",0.0864212555800752,0.0754928371591535,1.14476099762793,0.254061491924973,-0.0626988025814912,0.235541313741642,18.862336623754
"pleurae (miR-6802-5p) miR-TS vs. BMI","pooled",0.0113116640618836,0.0327871368088326,0.345003106792669,0.730092035090281,-0.052949943239616,0.0755732713633831,200
"spleen (miR-99a-5p) miR-TS vs. BMI","DFTJ",0.0794057744781082,0.0883517332028901,0.898746086800148,0.370529814837948,-0.0954670543179478,0.254278603274164,20.4800798455077
"spleen (miR-99a-5p) miR-TS vs. BMI","NAS",0.137760756731927,0.0394223076079422,3.4944873877493,0.000510108300881744,0.06033775336958,0.215183760094274,54.1258284342455
"spleen (miR-99a-5p) miR-TS vs. BMI","SY",-0.00348386120678503,0.076549425929026,-0.0455112649703624,0.963758002600784,-0.15469098596626,0.14772326355269,25.3940917202468
"spleen (miR-99a-5p) miR-TS vs. BMI","pooled",0.0899418219432444,0.0453846903557377,1.98176568438069,0.0475054718043882,0.00098946339649611,0.178894180489993,200
"adipocyte (miR-365b-5p) miR-TS vs. BMI","DFTJ",0.0380027891390469,0.0890667422698422,0.426677659590504,0.670353985083013,-0.13828524288642,0.214290821164513,23.5747115962063
"adipocyte (miR-365b-5p) miR-TS vs. BMI","NAS",0.069820855989965,0.0397332534957347,1.75723983935673,0.0793886245102996,-0.00821282609660827,0.147854538076538,47.7209321227565
"adipocyte (miR-365b-5p) miR-TS vs. BMI","SY",-0.102837681820569,0.0754235283059982,-1.36346951846842,0.174699007548566,-0.251820835070324,0.0461454714291866,28.7043562810372
"adipocyte (miR-365b-5p) miR-TS vs. BMI","pooled",0.0127593166516079,0.0544103990173342,0.23450143505735,0.81459571923167,-0.0938831058068207,0.119401739110036,200
"artery (miR-140-3p) miR-TS vs. BMI","DFTJ",0.0867109768172317,0.0891182024962641,0.972988395057303,0.332453289932182,-0.0896789094111876,0.263100863045651,18.0081548868579
"artery (miR-140-3p) miR-TS vs. BMI","NAS",0.0226744740865083,0.0398194068921496,0.569432742881424,0.569276328115011,-0.0555284080064838,0.1008773561795,58.6831091759515
"artery (miR-140-3p) miR-TS vs. BMI","SY",0.145101651802566,0.07652823455458,1.89605382441012,0.0598018911843853,-0.00606361389969476,0.296266917504827,23.3087359371906
"artery (miR-140-3p) miR-TS vs. BMI","pooled",0.0627424942515749,0.0406383055488937,1.54392495957015,0.122606512685176,-0.0169071210169909,0.142392109520141,200
"bone (miR-223-3p) miR-TS vs. BMI","DFTJ",-0.0930885198458774,0.0883723347170686,-1.05336721207953,0.294220989883358,-0.268002124809319,0.0818250851175641,13.8343897816123
"bone (miR-223-3p) miR-TS vs. BMI","NAS",0.00706020863245833,0.0398911799102702,0.17698670854909,0.859578756426617,-0.0712836312826516,0.0854040485475683,67.8951732713532
"bone (miR-223-3p) miR-TS vs. BMI","SY",0.0342568835723321,0.076899207785418,0.445477717636878,0.656592141849348,-0.117641160918496,0.18615492806316,18.2704369470345
"bone (miR-223-3p) miR-TS vs. BMI","pooled",-0.0018258054799836,0.0328697448314144,-0.0555466885839236,0.95570293522843,-0.0662493215305773,0.0625977105706101,200
"pancreas (miR-2355-3p) miR-TS vs. BMI","DFTJ",-0.0283381621953654,0.0889798186636336,-0.318478533907682,0.750657761690707,-0.2044541480554,0.147777823664669,19.4770104867526
"pancreas (miR-2355-3p) miR-TS vs. BMI","NAS",0.0762571160421987,0.0397476087741614,1.91853342613584,0.0555191926299928,-0.0018047589340691,0.154318991018466,55.2949341336651
"pancreas (miR-2355-3p) miR-TS vs. BMI","SY",-0.0382405005366022,0.0754127453377615,-0.507082726737094,0.612812825169766,-0.187202354323904,0.110721353250699,25.2280553795823
"pancreas (miR-2355-3p) miR-TS vs. BMI","pooled",0.0269995606124186,0.0436529731889842,0.618504505879382,0.536242828524584,-0.058558694656083,0.11255781588092,200
"skin (miR-301a-5p) miR-TS vs. BMI","DFTJ",-0.1297042146305,0.0881550360750017,-1.47131939824911,0.143738028518651,-0.304187724712333,0.0447792954513328,24.1981859276909
"skin (miR-301a-5p) miR-TS vs. BMI","NAS",-0.0146047465379274,0.0398925783742047,-0.366101844832649,0.714418560134964,-0.0929513329507558,0.063741839874901,46.7554460678377
"skin (miR-301a-5p) miR-TS vs. BMI","SY",0.106348231943914,0.0750551798382394,1.41693394344158,0.158496198888947,-0.0419073271789962,0.254603791066823,29.0463680044713
"skin (miR-301a-5p) miR-TS vs. BMI","pooled",-0.00732428258654673,0.0556743039279186,-0.131555889697866,0.895335577109192,-0.116443913149604,0.101795347976511,200
"stomach (miR-6741-3p) miR-TS vs. BMI","DFTJ",-0.0853389986394545,0.0892556948473524,-0.956118248649609,0.34087282734455,-0.262001020744568,0.0913230234656591,13.5447963737759
"stomach (miR-6741-3p) miR-TS vs. BMI","NAS",-0.0477625769566447,0.0398209774805673,-1.19943255988512,0.230834811621031,-0.125968543589323,0.0304433896760337,68.0488073840887
"stomach (miR-6741-3p) miR-TS vs. BMI","SY",-0.0412927348346285,0.0765663231460622,-0.539306749206908,0.590444096549376,-0.19253323645583,0.109947766786573,18.4063962421354
"stomach (miR-6741-3p) miR-TS vs. BMI","pooled",-0.0516613619809138,0.0328490016894939,-1.57269199439436,0.115790154445491,-0.116044222220417,0.0127214982585896,200
"kidney (miR-30a-5p) miR-TS vs. BMI","DFTJ",0.00280879775668652,0.0890627496658624,0.0315372899132838,0.974891759460646,-0.173471331787109,0.179088927300482,13.5533469306852
"kidney (miR-30a-5p) miR-TS vs. BMI","NAS",0.0995462416217282,0.039752664127776,2.50414013264015,0.0125401115209883,0.0214744382398533,0.177618045003603,68.0309091588857
"kidney (miR-30a-5p) miR-TS vs. BMI","SY",0.0336102852872378,0.0764055213150524,0.439893409648346,0.660623140267633,-0.117312586485954,0.18453315706043,18.4157439104291
